"Plot Title: SN_739_010619_CalEnd"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>100)","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)","Specific Conductance, μS/cm (LGR S/N: 20494739)","Salinity, ppt (LGR S/N: 20494739)","Coupler Detached (LGR S/N: 20494739)","Coupler Attached (LGR S/N: 20494739)","Host Connected (LGR S/N: 20494739)","Stopped (LGR S/N: 20494739)","End Of File (LGR S/N: 20494739)"
38,01/09/19 08:29:42 AM,0.0,0.0,22.22,0.0,0.0123,,,,,
39,01/09/19 08:29:57 AM,0.0,0.0,22.20,0.0,0.0123,,,,,
40,01/09/19 08:30:12 AM,0.0,0.0,22.19,0.0,0.0123,,,,,
41,01/09/19 08:30:27 AM,0.0,0.0,22.19,0.0,0.0123,,,,,
42,01/09/19 08:30:42 AM,0.0,0.0,22.18,0.0,0.0123,,,,,
43,01/09/19 08:30:57 AM,0.0,0.0,22.17,0.0,0.0123,,,,,
44,01/09/19 08:31:12 AM,0.0,0.0,22.17,0.0,0.0123,,,,,
45,01/09/19 08:31:27 AM,0.0,0.0,22.16,0.0,0.0123,,,,,
46,01/09/19 08:31:42 AM,0.0,0.0,22.16,0.0,0.0123,,,,,
47,01/09/19 08:31:57 AM,0.0,0.0,22.13,0.0,0.0123,,,,,
48,01/09/19 08:32:12 AM,0.0,0.0,22.13,0.0,0.0123,,,,,
49,01/09/19 08:32:27 AM,0.0,0.0,22.12,0.0,0.0123,,,,,
50,01/09/19 08:32:42 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
51,01/09/19 08:32:57 AM,0.0,0.0,22.12,0.0,0.0123,,,,,
52,01/09/19 08:33:12 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
53,01/09/19 08:33:27 AM,0.0,0.0,22.12,0.0,0.0123,,,,,
54,01/09/19 08:33:42 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
55,01/09/19 08:33:57 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
56,01/09/19 08:34:12 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
57,01/09/19 08:34:27 AM,0.0,0.0,22.10,0.0,0.0123,,,,,
58,01/09/19 08:34:42 AM,0.0,0.0,22.11,0.0,0.0123,,,,,
59,01/09/19 08:34:57 AM,0.0,0.0,22.10,0.0,0.0123,,,,,
60,01/09/19 08:35:12 AM,0.0,0.0,22.10,0.0,0.0123,,,,,
61,01/09/19 08:35:27 AM,0.0,0.0,22.09,0.0,0.0123,,,,,
62,01/09/19 08:35:42 AM,0.0,0.0,22.09,0.0,0.0123,,,,,
63,01/09/19 08:35:57 AM,0.0,0.0,22.10,0.0,0.0123,,,,,
64,01/09/19 08:36:12 AM,0.0,0.0,22.09,0.0,0.0123,,,,,
65,01/09/19 08:36:27 AM,0.0,0.0,22.09,0.0,0.0123,,,,,
66,01/09/19 08:36:42 AM,0.0,0.0,22.07,0.0,0.0123,,,,,
67,01/09/19 08:36:57 AM,0.0,0.0,22.05,0.0,0.0123,,,,,
68,01/09/19 08:37:12 AM,0.0,0.0,22.08,0.0,0.0123,,,,,
69,01/09/19 08:37:27 AM,0.0,0.0,22.07,0.0,0.0123,,,,,
70,01/09/19 08:37:42 AM,0.0,0.0,22.08,0.0,0.0123,,,,,
71,01/09/19 08:37:57 AM,0.0,0.0,22.09,0.0,0.0123,,,,,
72,01/09/19 08:38:12 AM,0.0,0.0,22.10,0.0,0.0123,,,,,
73,01/09/19 08:38:27 AM,0.0,0.0,22.12,0.0,0.0123,,,,,
74,01/09/19 08:38:42 AM,0.0,0.0,22.13,0.0,0.0123,,,,,
75,01/09/19 08:38:57 AM,0.0,0.0,22.12,0.0,0.0123,,,,,
76,01/09/19 08:39:12 AM,0.0,0.0,22.14,0.0,0.0123,,,,,
77,01/09/19 08:39:27 AM,0.0,0.0,22.16,0.0,0.0123,,,,,
78,01/09/19 08:39:42 AM,0.0,0.0,22.17,0.0,0.0123,,,,,
79,01/09/19 08:39:57 AM,0.0,0.0,22.17,0.0,0.0123,,,,,
80,01/09/19 08:40:12 AM,0.0,0.0,22.18,0.0,0.0123,,,,,
81,01/09/19 08:40:27 AM,0.0,0.0,22.20,0.0,0.0123,,,,,
82,01/09/19 08:40:42 AM,0.0,0.0,22.20,0.0,0.0123,,,,,
83,01/09/19 08:40:57 AM,0.0,0.0,22.20,0.0,0.0123,,,,,
84,01/09/19 08:41:12 AM,0.0,0.0,22.21,0.0,0.0123,,,,,
85,01/09/19 08:41:27 AM,0.0,0.0,22.24,0.0,0.0123,,,,,
86,01/09/19 08:41:42 AM,0.0,0.0,22.22,0.0,0.0123,,,,,
87,01/09/19 08:41:57 AM,0.0,0.0,22.34,0.0,0.0123,,,,,
88,01/09/19 08:42:12 AM,0.0,0.0,22.37,0.0,0.0123,,,,,
89,01/09/19 08:42:27 AM,0.0,0.0,22.38,0.0,0.0123,,,,,
90,01/09/19 08:42:42 AM,0.0,0.0,22.47,0.0,0.0123,,,,,
91,01/09/19 08:42:57 AM,0.0,0.0,22.57,0.0,0.0123,,,,,
92,01/09/19 08:43:12 AM,0.0,0.0,22.60,0.0,0.0123,,,,,
93,01/09/19 08:43:27 AM,0.0,0.0,22.65,0.0,0.0123,,,,,
94,01/09/19 08:43:42 AM,0.0,0.0,22.70,0.0,0.0123,,,,,
95,01/09/19 08:43:57 AM,0.0,0.0,22.75,0.0,0.0123,,,,,
96,01/09/19 08:44:12 AM,0.0,0.0,22.81,0.0,0.0123,,,,,
97,01/09/19 08:44:27 AM,0.0,0.0,22.85,0.0,0.0123,,,,,
98,01/09/19 08:44:42 AM,0.0,0.0,22.90,0.0,0.0123,,,,,
99,01/09/19 08:44:57 AM,0.0,0.0,22.93,0.0,0.0123,,,,,
100,01/09/19 08:45:12 AM,0.0,0.0,22.96,0.0,0.0123,,,,,
101,01/09/19 08:45:27 AM,0.0,0.0,23.00,0.0,0.0123,,,,,
102,01/09/19 08:45:42 AM,0.0,0.0,23.03,0.0,0.0123,,,,,
103,01/09/19 08:45:57 AM,0.0,0.0,23.07,0.0,0.0123,,,,,
104,01/09/19 08:46:12 AM,0.0,0.0,23.10,0.0,0.0123,,,,,
105,01/09/19 08:46:27 AM,0.0,0.0,23.12,0.0,0.0123,,,,,
106,01/09/19 08:46:42 AM,0.0,0.0,23.15,0.0,0.0123,,,,,
107,01/09/19 08:46:57 AM,0.0,0.0,23.18,0.0,0.0123,,,,,
108,01/09/19 08:47:12 AM,0.0,0.0,23.20,0.0,0.0123,,,,,
109,01/09/19 08:47:27 AM,0.0,0.0,23.23,0.0,0.0123,,,,,
110,01/09/19 08:47:42 AM,0.0,0.0,23.25,0.0,0.0123,,,,,
111,01/09/19 08:47:57 AM,0.0,0.0,23.27,0.0,0.0123,,,,,
112,01/09/19 08:48:12 AM,0.0,0.0,23.29,0.0,0.0123,,,,,
113,01/09/19 08:48:27 AM,0.0,0.0,23.32,0.0,0.0123,,,,,
114,01/09/19 08:48:42 AM,0.0,0.0,23.34,0.0,0.0123,,,,,
115,01/09/19 08:48:57 AM,0.0,0.0,23.35,0.0,0.0123,,,,,
116,01/09/19 08:49:12 AM,0.0,0.0,23.37,0.0,0.0123,,,,,
117,01/09/19 08:49:27 AM,0.0,0.0,23.39,0.0,0.0123,,,,,
118,01/09/19 08:49:42 AM,0.0,0.0,23.41,0.0,0.0123,,,,,
119,01/09/19 08:49:57 AM,0.0,0.0,23.43,0.0,0.0123,,,,,
120,01/09/19 08:50:12 AM,0.0,0.0,23.44,0.0,0.0123,,,,,
121,01/09/19 08:50:27 AM,0.0,0.0,23.47,0.0,0.0123,,,,,
122,01/09/19 08:50:42 AM,0.0,0.0,23.48,0.0,0.0123,,,,,
123,01/09/19 08:50:57 AM,0.0,0.0,23.49,0.0,0.0123,,,,,
124,01/09/19 08:51:12 AM,0.0,0.0,23.51,0.0,0.0123,,,,,
125,01/09/19 08:51:27 AM,0.0,0.0,23.52,0.0,0.0123,,,,,
126,01/09/19 08:51:42 AM,0.0,0.0,23.55,0.0,0.0123,,,,,
127,01/09/19 08:51:57 AM,0.0,0.0,23.56,0.0,0.0123,,,,,
128,01/09/19 08:52:12 AM,0.0,0.0,23.57,0.0,0.0123,,,,,
129,01/09/19 08:52:27 AM,0.0,0.0,23.58,0.0,0.0123,,,,,
130,01/09/19 08:52:42 AM,0.0,0.0,23.59,0.0,0.0123,,,,,
131,01/09/19 08:52:57 AM,0.0,0.0,23.61,0.0,0.0123,,,,,
132,01/09/19 08:53:12 AM,0.0,0.0,23.62,0.0,0.0123,,,,,
133,01/09/19 08:53:27 AM,0.0,0.0,23.64,0.0,0.0123,,,,,
134,01/09/19 08:53:42 AM,0.0,0.0,23.65,0.0,0.0123,,,,,
135,01/09/19 08:53:57 AM,0.0,0.0,23.66,0.0,0.0123,,,,,
136,01/09/19 08:54:12 AM,0.0,0.0,23.67,0.0,0.0123,,,,,
137,01/09/19 08:54:27 AM,0.0,0.0,23.68,0.0,0.0123,,,,,
138,01/09/19 08:54:42 AM,0.0,0.0,23.69,0.0,0.0123,,,,,
139,01/09/19 08:54:57 AM,0.0,0.0,23.70,0.0,0.0123,,,,,
140,01/09/19 08:55:12 AM,0.0,0.0,23.72,0.0,0.0123,,,,,
141,01/09/19 08:55:27 AM,0.0,0.0,23.73,0.0,0.0123,,,,,
142,01/09/19 08:55:42 AM,0.0,0.0,23.74,0.0,0.0123,,,,,
143,01/09/19 08:55:57 AM,0.0,0.0,23.75,0.0,0.0123,,,,,
144,01/09/19 08:56:12 AM,0.0,0.0,23.76,0.0,0.0123,,,,,
145,01/09/19 08:56:27 AM,0.0,0.0,23.77,0.0,0.0123,,,,,
146,01/09/19 08:56:42 AM,0.0,0.0,23.78,0.0,0.0123,,,,,
147,01/09/19 08:56:57 AM,0.0,0.0,23.80,0.0,0.0123,,,,,
148,01/09/19 08:57:12 AM,0.0,0.0,23.80,0.0,0.0123,,,,,
149,01/09/19 08:57:27 AM,0.0,0.0,23.81,0.0,0.0123,,,,,
150,01/09/19 08:57:42 AM,0.0,0.0,23.82,0.0,0.0123,,,,,
151,01/09/19 08:57:57 AM,0.0,0.0,23.83,0.0,0.0123,,,,,
152,01/09/19 08:58:12 AM,0.0,0.0,23.84,0.0,0.0123,,,,,
153,01/09/19 08:58:27 AM,0.0,0.0,23.84,0.0,0.0123,,,,,
154,01/09/19 08:58:42 AM,0.0,0.0,23.85,0.0,0.0123,,,,,
155,01/09/19 08:58:57 AM,0.0,0.0,23.86,0.0,0.0123,,,,,
156,01/09/19 08:59:12 AM,0.0,0.0,23.88,0.0,0.0123,,,,,
157,01/09/19 08:59:27 AM,0.0,0.0,23.89,0.0,0.0123,,,,,
158,01/09/19 08:59:42 AM,0.0,0.0,23.89,0.0,0.0123,,,,,
159,01/09/19 08:59:57 AM,0.0,0.0,23.90,0.0,0.0123,,,,,
160,01/09/19 09:00:12 AM,0.0,0.0,23.90,0.0,0.0123,,,,,
161,01/09/19 09:00:27 AM,0.0,0.0,23.91,0.0,0.0123,,,,,
162,01/09/19 09:00:42 AM,0.0,0.0,23.92,0.0,0.0123,,,,,
163,01/09/19 09:00:57 AM,0.0,0.0,23.92,0.0,0.0123,,,,,
164,01/09/19 09:01:12 AM,0.0,0.0,23.93,0.0,0.0123,,,,,
165,01/09/19 09:01:27 AM,0.0,0.0,23.94,0.0,0.0123,,,,,
166,01/09/19 09:01:42 AM,0.0,0.0,23.94,0.0,0.0123,,,,,
167,01/09/19 09:01:57 AM,0.0,0.0,23.96,0.0,0.0123,,,,,
168,01/09/19 09:02:12 AM,0.0,0.0,23.97,0.0,0.0123,,,,,
169,01/09/19 09:02:27 AM,0.0,0.0,23.97,0.0,0.0123,,,,,
170,01/09/19 09:02:42 AM,0.0,0.0,23.98,0.0,0.0123,,,,,
171,01/09/19 09:02:57 AM,0.0,0.0,23.98,0.0,0.0123,,,,,
172,01/09/19 09:03:12 AM,0.0,0.0,23.99,0.0,0.0123,,,,,
173,01/09/19 09:03:27 AM,0.0,0.0,23.99,0.0,0.0123,,,,,
174,01/09/19 09:03:42 AM,0.0,0.0,24.00,0.0,0.0123,,,,,
175,01/09/19 09:03:57 AM,0.0,0.0,24.01,0.0,0.0123,,,,,
176,01/09/19 09:04:12 AM,0.0,0.0,24.01,0.0,0.0123,,,,,
177,01/09/19 09:04:27 AM,0.0,0.0,24.02,0.0,0.0123,,,,,
178,01/09/19 09:04:42 AM,0.0,0.0,24.02,0.0,0.0123,,,,,
179,01/09/19 09:04:57 AM,0.0,0.0,24.03,0.0,0.0123,,,,,
180,01/09/19 09:05:12 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
181,01/09/19 09:05:27 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
182,01/09/19 09:05:42 AM,0.0,0.0,24.06,0.0,0.0123,,,,,
183,01/09/19 09:05:57 AM,0.0,0.0,24.06,0.0,0.0123,,,,,
184,01/09/19 09:06:12 AM,0.0,0.0,24.06,0.0,0.0123,,,,,
185,01/09/19 09:06:27 AM,0.0,0.0,24.07,0.0,0.0123,,,,,
186,01/09/19 09:06:42 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
187,01/09/19 09:06:57 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
188,01/09/19 09:07:12 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
189,01/09/19 09:07:27 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
190,01/09/19 09:07:42 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
191,01/09/19 09:07:57 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
192,01/09/19 09:08:12 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
193,01/09/19 09:08:27 AM,0.0,0.0,24.10,0.0,0.0123,,,,,
194,01/09/19 09:08:42 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
195,01/09/19 09:08:57 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
196,01/09/19 09:09:12 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
197,01/09/19 09:09:27 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
198,01/09/19 09:09:42 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
199,01/09/19 09:09:57 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
200,01/09/19 09:10:12 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
201,01/09/19 09:10:27 AM,0.0,0.0,24.09,0.0,0.0123,,,,,
202,01/09/19 09:10:42 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
203,01/09/19 09:10:57 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
204,01/09/19 09:11:12 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
205,01/09/19 09:11:27 AM,0.0,0.0,24.07,0.0,0.0123,,,,,
206,01/09/19 09:11:42 AM,0.0,0.0,24.07,0.0,0.0123,,,,,
207,01/09/19 09:11:57 AM,0.0,0.0,24.07,0.0,0.0123,,,,,
208,01/09/19 09:12:12 AM,0.0,0.0,24.06,0.0,0.0123,,,,,
209,01/09/19 09:12:27 AM,0.0,0.0,24.06,0.0,0.0123,,,,,
210,01/09/19 09:12:42 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
211,01/09/19 09:12:57 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
212,01/09/19 09:13:12 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
213,01/09/19 09:13:27 AM,0.0,0.0,24.03,0.0,0.0123,,,,,
214,01/09/19 09:13:42 AM,0.0,0.0,24.03,0.0,0.0123,,,,,
215,01/09/19 09:13:57 AM,0.0,0.0,24.05,0.0,0.0123,,,,,
216,01/09/19 09:14:12 AM,0.0,0.0,24.08,0.0,0.0123,,,,,
217,01/09/19 09:14:27 AM,0.0,0.0,24.11,0.0,0.0123,,,,,
218,01/09/19 09:14:42 AM,0.0,0.0,24.14,0.0,0.0123,,,,,
219,01/09/19 09:14:57 AM,0.0,0.0,24.16,0.0,0.0123,,,,,
220,01/09/19 09:15:12 AM,0.0,0.0,24.18,0.0,0.0123,,,,,
221,01/09/19 09:15:27 AM,0.0,0.0,24.22,0.0,0.0123,,,,,
222,01/09/19 09:15:42 AM,0.0,0.0,24.24,0.0,0.0123,,,,,
223,01/09/19 09:15:57 AM,0.0,0.0,24.26,0.0,0.0123,,,,,
224,01/09/19 09:16:12 AM,0.0,0.0,24.30,0.0,0.0123,,,,,
225,01/09/19 09:16:27 AM,0.0,0.0,24.33,0.0,0.0123,,,,,
226,01/09/19 09:16:42 AM,0.0,0.0,24.37,0.0,0.0123,,,,,
227,01/09/19 09:16:57 AM,0.0,0.0,24.40,0.0,0.0123,,,,,
228,01/09/19 09:17:12 AM,0.0,0.0,24.43,0.0,0.0123,,,,,
229,01/09/19 09:17:27 AM,0.0,0.0,24.47,0.0,0.0123,,,,,
230,01/09/19 09:17:42 AM,0.0,0.0,24.50,0.0,0.0123,,,,,
231,01/09/19 09:17:57 AM,0.0,0.0,24.54,0.0,0.0123,,,,,
232,01/09/19 09:18:12 AM,0.0,0.0,24.58,0.0,0.0123,,,,,
233,01/09/19 09:18:27 AM,0.0,0.0,24.62,0.0,0.0123,,,,,
234,01/09/19 09:18:42 AM,0.0,0.0,24.65,0.0,0.0123,,,,,
235,01/09/19 09:18:57 AM,0.0,0.0,24.68,0.0,0.0123,,,,,
236,01/09/19 09:19:12 AM,0.0,0.0,24.72,0.0,0.0123,,,,,
237,01/09/19 09:19:27 AM,0.0,0.0,24.75,0.0,0.0123,,,,,
238,01/09/19 09:19:42 AM,0.0,0.0,24.80,0.0,0.0123,,,,,
239,01/09/19 09:19:57 AM,0.0,0.0,24.83,0.0,0.0123,,,,,
240,01/09/19 09:20:12 AM,0.0,0.0,24.87,0.0,0.0123,,,,,
241,01/09/19 09:20:27 AM,0.0,0.0,24.89,0.0,0.0123,,,,,
242,01/09/19 09:20:42 AM,0.0,0.0,24.93,0.0,0.0123,,,,,
243,01/09/19 09:20:57 AM,0.0,0.0,24.97,0.0,0.0123,,,,,
244,01/09/19 09:21:12 AM,0.0,0.0,25.00,0.0,0.0123,,,,,
245,01/09/19 09:21:27 AM,0.0,0.0,25.04,0.0,0.0123,,,,,
246,01/09/19 09:21:42 AM,0.0,0.0,25.07,0.0,0.0123,,,,,
247,01/09/19 09:21:57 AM,0.0,0.0,25.11,0.0,0.0123,,,,,
248,01/09/19 09:22:12 AM,0.0,0.0,25.14,0.0,0.0123,,,,,
249,01/09/19 09:22:27 AM,0.0,0.0,25.17,0.0,0.0123,,,,,
250,01/09/19 09:22:42 AM,0.0,0.0,25.20,0.0,0.0123,,,,,
251,01/09/19 09:22:57 AM,0.0,0.0,25.24,0.0,0.0123,,,,,
252,01/09/19 09:23:12 AM,0.0,0.0,25.28,0.0,0.0123,,,,,
253,01/09/19 09:23:27 AM,0.0,0.0,25.32,0.0,0.0123,,,,,
254,01/09/19 09:23:42 AM,0.0,0.0,25.34,0.0,0.0123,,,,,
255,01/09/19 09:23:57 AM,0.0,0.0,25.37,0.0,0.0123,,,,,
256,01/09/19 09:24:12 AM,0.0,0.0,25.39,0.0,0.0123,,,,,
257,01/09/19 09:24:27 AM,0.0,0.0,25.41,0.0,0.0123,,,,,
258,01/09/19 09:24:42 AM,0.0,0.0,25.45,0.0,0.0123,,,,,
259,01/09/19 09:24:57 AM,0.0,0.0,25.46,0.0,0.0123,,,,,
260,01/09/19 09:25:12 AM,0.0,0.0,25.47,0.0,0.0123,,,,,
261,01/09/19 09:25:27 AM,0.0,0.0,25.49,0.0,0.0123,,,,,
262,01/09/19 09:25:42 AM,0.0,0.0,25.52,0.0,0.0123,,,,,
263,01/09/19 09:25:57 AM,0.0,0.0,25.53,0.0,0.0123,,,,,
264,01/09/19 09:26:12 AM,0.0,0.0,25.54,0.0,0.0123,,,,,
265,01/09/19 09:26:27 AM,0.0,0.0,25.56,0.0,0.0123,,,,,
266,01/09/19 09:26:42 AM,0.0,0.0,25.57,0.0,0.0123,,,,,
267,01/09/19 09:26:57 AM,0.0,0.0,25.59,0.0,0.0123,,,,,
268,01/09/19 09:27:12 AM,0.0,0.0,25.61,0.0,0.0123,,,,,
269,01/09/19 09:27:27 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
270,01/09/19 09:27:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
271,01/09/19 09:27:57 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
272,01/09/19 09:28:12 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
273,01/09/19 09:28:27 AM,0.0,0.0,25.71,0.0,0.0123,,,,,
274,01/09/19 09:28:42 AM,0.0,0.0,25.72,0.0,0.0123,,,,,
275,01/09/19 09:28:57 AM,0.0,0.0,25.74,0.0,0.0123,,,,,
276,01/09/19 09:29:12 AM,0.0,0.0,25.75,0.0,0.0123,,,,,
277,01/09/19 09:29:27 AM,0.0,0.0,25.77,0.0,0.0123,,,,,
278,01/09/19 09:29:42 AM,0.0,0.0,25.79,0.0,0.0123,,,,,
279,01/09/19 09:29:57 AM,0.0,0.0,25.81,0.0,0.0123,,,,,
280,01/09/19 09:30:12 AM,0.0,0.0,25.82,0.0,0.0123,,,,,
281,01/09/19 09:30:27 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
282,01/09/19 09:30:42 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
283,01/09/19 09:30:57 AM,0.0,0.0,25.88,0.0,0.0123,,,,,
284,01/09/19 09:31:12 AM,0.0,0.0,25.90,0.0,0.0123,,,,,
285,01/09/19 09:31:27 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
286,01/09/19 09:31:42 AM,0.0,0.0,25.94,0.0,0.0123,,,,,
287,01/09/19 09:31:57 AM,0.0,0.0,25.95,0.0,0.0123,,,,,
288,01/09/19 09:32:12 AM,0.0,0.0,25.97,0.0,0.0123,,,,,
289,01/09/19 09:32:27 AM,0.0,0.0,25.99,0.0,0.0123,,,,,
290,01/09/19 09:32:42 AM,0.0,0.0,26.00,0.0,0.0123,,,,,
291,01/09/19 09:32:57 AM,0.0,0.0,26.03,0.0,0.0123,,,,,
292,01/09/19 09:33:12 AM,0.0,0.0,26.04,0.0,0.0123,,,,,
293,01/09/19 09:33:27 AM,0.0,0.0,26.06,0.0,0.0123,,,,,
294,01/09/19 09:33:42 AM,0.0,0.0,26.07,0.0,0.0123,,,,,
295,01/09/19 09:33:57 AM,0.0,0.0,26.10,0.0,0.0123,,,,,
296,01/09/19 09:34:12 AM,0.0,0.0,26.12,0.0,0.0123,,,,,
297,01/09/19 09:34:27 AM,0.0,0.0,26.13,0.0,0.0123,,,,,
298,01/09/19 09:34:42 AM,0.0,0.0,26.15,0.0,0.0123,,,,,
299,01/09/19 09:34:57 AM,0.0,0.0,26.18,0.0,0.0123,,,,,
300,01/09/19 09:35:12 AM,0.0,0.0,26.20,0.0,0.0123,,,,,
301,01/09/19 09:35:27 AM,0.0,0.0,26.22,0.0,0.0123,,,,,
302,01/09/19 09:35:42 AM,0.0,0.0,26.23,0.0,0.0123,,,,,
303,01/09/19 09:35:57 AM,0.0,0.0,26.26,0.0,0.0123,,,,,
304,01/09/19 09:36:12 AM,0.0,0.0,26.27,0.0,0.0123,,,,,
305,01/09/19 09:36:27 AM,0.0,0.0,26.28,0.0,0.0123,,,,,
306,01/09/19 09:36:42 AM,0.0,0.0,26.30,0.0,0.0123,,,,,
307,01/09/19 09:36:57 AM,0.0,0.0,26.31,0.0,0.0123,,,,,
308,01/09/19 09:37:12 AM,0.0,0.0,26.32,0.0,0.0123,,,,,
309,01/09/19 09:37:27 AM,0.0,0.0,26.35,0.0,0.0123,,,,,
310,01/09/19 09:37:42 AM,0.0,0.0,26.36,0.0,0.0123,,,,,
311,01/09/19 09:37:57 AM,0.0,0.0,26.37,0.0,0.0123,,,,,
