	"Date Time, GMT-10:00"	"High Range, ?S/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)"	"Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)"	"Specific Conductance, ?S/cm (LGR S/N: 20494740)"	"Salinity, ppt (LGR S/N: 20494740)"
201	1/6/2019 8:52	0	25.71	0	0.0123
202	1/6/2019 8:52	0	25.71	0	0.0123
203	1/6/2019 8:53	0	25.71	0	0.0123
204	1/6/2019 8:53	0	25.71	0	0.0123
205	1/6/2019 8:53	0	25.71	0	0.0123
206	1/6/2019 8:53	0	25.71	0	0.0123
207	1/6/2019 8:54	0	25.71	0	0.0123
208	1/6/2019 8:54	0	25.71	0	0.0123
209	1/6/2019 8:54	0	25.71	0	0.0123
210	1/6/2019 8:54	0	25.71	0	0.0123
211	1/6/2019 8:55	0	25.71	0	0.0123
212	1/6/2019 8:55	0	25.71	0	0.0123
213	1/6/2019 8:55	0	25.71	0	0.0123
214	1/6/2019 8:55	0	25.71	0	0.0123
215	1/6/2019 8:56	0	25.71	0	0.0123
216	1/6/2019 8:56	0	25.71	0	0.0123
217	1/6/2019 8:56	0	25.71	0	0.0123
218	1/6/2019 8:56	0	25.71	0	0.0123
219	1/6/2019 8:57	0	25.71	0	0.0123
220	1/6/2019 8:57	0	25.71	0	0.0123
221	1/6/2019 8:57	0	25.71	0	0.0123
222	1/6/2019 8:57	0	25.71	0	0.0123
223	1/6/2019 8:58	0	25.71	0	0.0123
224	1/6/2019 8:58	0	25.71	0	0.0123
225	1/6/2019 8:58	0	25.71	0	0.0123
226	1/6/2019 8:58	0	25.71	0	0.0123
227	1/6/2019 8:59	0	25.71	0	0.0123
228	1/6/2019 8:59	0	25.72	0	0.0123
229	1/6/2019 8:59	0	25.72	0	0.0123
230	1/6/2019 8:59	0	25.71	0	0.0123
231	1/6/2019 9:00	0	25.71	0	0.0123
232	1/6/2019 9:00	0	25.72	0	0.0123
233	1/6/2019 9:00	0	25.72	0	0.0123
234	1/6/2019 9:00	0	25.72	0	0.0123
235	1/6/2019 9:01	0	25.72	0	0.0123
236	1/6/2019 9:01	0	25.72	0	0.0123
237	1/6/2019 9:01	0	25.72	0	0.0123
238	1/6/2019 9:01	0	25.72	0	0.0123
239	1/6/2019 9:02	0	25.72	0	0.0123
240	1/6/2019 9:02	0	25.72	0	0.0123
241	1/6/2019 9:02	0	25.72	0	0.0123
242	1/6/2019 9:02	0	25.72	0	0.0123
243	1/6/2019 9:03	0	25.72	0	0.0123
244	1/6/2019 9:03	0	25.74	0	0.0123
245	1/6/2019 9:03	0	25.72	0	0.0123
246	1/6/2019 9:03	0	25.72	0	0.0123
247	1/6/2019 9:04	0	25.74	0	0.0123
248	1/6/2019 9:04	0	25.74	0	0.0123
249	1/6/2019 9:04	0	25.74	0	0.0123
250	1/6/2019 9:04	0	25.74	0	0.0123
251	1/6/2019 9:05	0	25.72	0	0.0123
252	1/6/2019 9:05	0	25.74	0	0.0123
253	1/6/2019 9:05	0	25.74	0	0.0123
254	1/6/2019 9:05	0	25.74	0	0.0123
255	1/6/2019 9:06	0	25.74	0	0.0123
256	1/6/2019 9:06	0	25.74	0	0.0123
257	1/6/2019 9:06	0	25.74	0	0.0123
258	1/6/2019 9:06	0	25.74	0	0.0123
259	1/6/2019 9:07	0	25.75	0	0.0123
260	1/6/2019 9:07	0	25.75	0	0.0123
261	1/6/2019 9:07	0	25.75	0	0.0123
262	1/6/2019 9:07	0	25.75	0	0.0123
263	1/6/2019 9:08	0	25.75	0	0.0123
264	1/6/2019 9:08	0	25.75	0	0.0123
265	1/6/2019 9:08	0	25.75	0	0.0123
266	1/6/2019 9:08	0	25.75	0	0.0123
267	1/6/2019 9:09	0	25.76	0	0.0123
268	1/6/2019 9:09	0	25.76	0	0.0123
269	1/6/2019 9:09	0	25.76	0	0.0123
270	1/6/2019 9:09	0	25.76	0	0.0123
271	1/6/2019 9:10	0	25.76	0	0.0123
272	1/6/2019 9:10	0	25.76	0	0.0123
273	1/6/2019 9:10	0	25.76	0	0.0123
274	1/6/2019 9:10	0	25.77	0	0.0123
275	1/6/2019 9:11	0	25.77	0	0.0123
276	1/6/2019 9:11	0	25.77	0	0.0123
277	1/6/2019 9:11	0	25.77	0	0.0123
278	1/6/2019 9:11	0	25.77	0	0.0123
279	1/6/2019 9:12	0	25.78	0	0.0123
280	1/6/2019 9:12	0	25.78	0	0.0123
281	1/6/2019 9:12	0	25.78	0	0.0123
282	1/6/2019 9:12	0	25.78	0	0.0123
283	1/6/2019 9:13	0	25.79	0	0.0123
284	1/6/2019 9:13	0	25.79	0	0.0123
285	1/6/2019 9:13	0	25.79	0	0.0123
286	1/6/2019 9:13	0	25.79	0	0.0123
287	1/6/2019 9:14	0	25.79	0	0.0123
288	1/6/2019 9:14	0	25.8	0	0.0123
289	1/6/2019 9:14	0	25.8	0	0.0123
290	1/6/2019 9:14	0	25.8	0	0.0123
291	1/6/2019 9:15	0	25.8	0	0.0123
292	1/6/2019 9:15	0	25.82	0	0.0123
293	1/6/2019 9:15	0	25.82	0	0.0123
294	1/6/2019 9:15	0	25.82	0	0.0123
295	1/6/2019 9:16	0	25.82	0	0.0123
296	1/6/2019 9:16	0	25.83	0	0.0123
297	1/6/2019 9:16	0	25.82	0	0.0123
298	1/6/2019 9:16	0	25.83	0	0.0123
299	1/6/2019 9:17	0	25.83	0	0.0123
300	1/6/2019 9:17	0	25.83	0	0.0123
301	1/6/2019 9:17	0	25.84	0	0.0123
302	1/6/2019 9:17	0	25.84	0	0.0123
303	1/6/2019 9:18	0	25.84	0	0.0123
304	1/6/2019 9:18	0	25.85	0	0.0123
305	1/6/2019 9:18	0	25.86	0	0.0123
306	1/6/2019 9:18	0	25.87	0	0.0123
307	1/6/2019 9:19	0	25.87	0	0.0123
308	1/6/2019 9:19	0	25.87	0	0.0123
309	1/6/2019 9:19	0	25.87	0	0.0123
310	1/6/2019 9:19	0	25.87	0	0.0123
311	1/6/2019 9:20	0	25.87	0	0.0123
312	1/6/2019 9:20	0	25.88	0	0.0123
313	1/6/2019 9:20	0	25.88	0	0.0123
314	1/6/2019 9:20	0	25.88	0	0.0123
315	1/6/2019 9:21	0	25.88	0	0.0123
316	1/6/2019 9:21	0	25.89	0	0.0123
317	1/6/2019 9:21	0	25.89	0	0.0123
318	1/6/2019 9:21	0	25.91	0	0.0123
319	1/6/2019 9:22	0	25.91	0	0.0123
320	1/6/2019 9:22	0	25.92	0	0.0123
321	1/6/2019 9:22	0	25.92	0	0.0123
322	1/6/2019 9:22	0	25.92	0	0.0123
323	1/6/2019 9:23	0	25.92	0	0.0123
324	1/6/2019 9:23	0	25.93	0	0.0123
325	1/6/2019 9:23	0	25.93	0	0.0123
326	1/6/2019 9:23	0	25.93	0	0.0123
327	1/6/2019 9:24	0	25.93	0	0.0123
328	1/6/2019 9:24	0	25.94	0	0.0123
329	1/6/2019 9:24	0	25.94	0	0.0123
330	1/6/2019 9:24	0	25.94	0	0.0123
331	1/6/2019 9:25	0	25.94	0	0.0123
332	1/6/2019 9:25	0	25.95	0	0.0123
333	1/6/2019 9:25	0	25.95	0	0.0123
334	1/6/2019 9:25	0	25.95	0	0.0123
335	1/6/2019 9:26	0	25.95	0	0.0123
336	1/6/2019 9:26	0	25.95	0	0.0123
337	1/6/2019 9:26	0	25.96	0	0.0123
338	1/6/2019 9:26	0	25.97	0	0.0123
339	1/6/2019 9:27	0	25.97	0	0.0123
340	1/6/2019 9:27	0	25.97	0	0.0123
341	1/6/2019 9:27	0	25.97	0	0.0123
342	1/6/2019 9:27	0	25.98	0	0.0123
343	1/6/2019 9:28	0	25.98	0	0.0123
344	1/6/2019 9:28	0	26	0	0.0123
345	1/6/2019 9:28	0	26.01	0	0.0123
346	1/6/2019 9:28	0	26.02	0	0.0123
347	1/6/2019 9:29	0	26.02	0	0.0123
348	1/6/2019 9:29	0	26.02	0	0.0123
349	1/6/2019 9:29	0	26.02	0	0.0123
350	1/6/2019 9:29	0	26.02	0	0.0123
351	1/6/2019 9:30	0	26.02	0	0.0123
352	1/6/2019 9:30	0	26.02	0	0.0123
353	1/6/2019 9:30	0	26.03	0	0.0123
354	1/6/2019 9:30	0	26.03	0	0.0123
355	1/6/2019 9:31	0	26.03	0	0.0123
356	1/6/2019 9:31	0	26.03	0	0.0123
357	1/6/2019 9:31	0	26.03	0	0.0123
358	1/6/2019 9:31	0	26.03	0	0.0123
359	1/6/2019 9:32	0	26.03	0	0.0123
360	1/6/2019 9:32	0	26.04	0	0.0123
361	1/6/2019 9:32	0	26.04	0	0.0123
362	1/6/2019 9:32	0	26.05	0	0.0123
363	1/6/2019 9:33	0	26.05	0	0.0123
364	1/6/2019 9:33	0	26.05	0	0.0123
365	1/6/2019 9:33	0	26.05	0	0.0123
366	1/6/2019 9:33	0	26.05	0	0.0123
367	1/6/2019 9:34	0	26.06	0	0.0123
368	1/6/2019 9:34	0	26.06	0	0.0123
369	1/6/2019 9:34	0	26.06	0	0.0123
370	1/6/2019 9:34	0	26.06	0	0.0123
371	1/6/2019 9:35	0	26.08	0	0.0123
372	1/6/2019 9:35	0	26.08	0	0.0123
373	1/6/2019 9:35	0	26.08	0	0.0123
374	1/6/2019 9:35	0	26.08	0	0.0123
375	1/6/2019 9:36	0	26.09	0	0.0123
376	1/6/2019 9:36	0	26.09	0	0.0123
377	1/6/2019 9:36	0	26.09	0	0.0123
378	1/6/2019 9:36	0	26.09	0	0.0123
379	1/6/2019 9:37	0	26.1	0	0.0123
380	1/6/2019 9:37	0	26.26	0	0.0123
381	1/6/2019 9:37	0	26.21	0	0.0123
382	1/6/2019 9:37	0	26.21	0	0.0123
383	1/6/2019 9:38	0	26.21	0	0.0123
384	1/6/2019 9:38	0	26.24	0	0.0123
385	1/6/2019 9:38	0	26.26	0	0.0123
386	1/6/2019 9:38	0	26.27	0	0.0123
387	1/6/2019 9:39	0	26.28	0	0.0123
388	1/6/2019 9:39	0	26.29	0	0.0123
389	1/6/2019 9:39	0	26.31	0	0.0123
390	1/6/2019 9:39	0	26.32	0	0.0123
391	1/6/2019 9:40	0	26.33	0	0.0123
392	1/6/2019 9:40	0	26.35	0	0.0123
393	1/6/2019 9:40	0	26.36	0	0.0123
394	1/6/2019 9:40	0	26.38	0	0.0123
395	1/6/2019 9:41	0	26.39	0	0.0123
396	1/6/2019 9:41	0	26.4	0	0.0123
397	1/6/2019 9:41	0	26.41	0	0.0123
398	1/6/2019 9:41	0	26.43	0	0.0123
399	1/6/2019 9:42	0	26.44	0	0.0123
400	1/6/2019 9:42	0	26.47	0	0.0123
401	1/6/2019 9:42	0	26.49	0	0.0123
402	1/6/2019 9:42	0	26.49	0	0.0123
403	1/6/2019 9:43	0	26.49	0	0.0123
404	1/6/2019 9:43	0	26.49	0	0.0123
405	1/6/2019 9:43	0	26.5	0	0.0123
406	1/6/2019 9:43	0	26.52	0	0.0123
407	1/6/2019 9:44	0	26.53	0	0.0123
408	1/6/2019 9:44	0	26.54	0	0.0123
409	1/6/2019 9:44	0	26.55	0	0.0123
410	1/6/2019 9:44	0	26.55	0	0.0123
411	1/6/2019 9:45	0	26.56	0	0.0123
412	1/6/2019 9:45	0	26.58	0	0.0123
413	1/6/2019 9:45	0	26.61	0	0.0123
414	1/6/2019 9:45	0	26.63	0	0.0123
415	1/6/2019 9:46	0	26.66	0	0.0123
416	1/6/2019 9:46	0	26.7	0	0.0123
417	1/6/2019 9:46	0	26.73	0	0.0123
418	1/6/2019 9:46	0	26.76	0	0.0123
419	1/6/2019 9:47	0	26.8	0	0.0123
420	1/6/2019 9:47	0	26.83	0	0.0123
421	1/6/2019 9:47	0	26.87	0	0.0123
422	1/6/2019 9:47	0	26.9	0	0.0123
423	1/6/2019 9:48	0	26.92	0	0.0123
424	1/6/2019 9:48	0	26.96	0	0.0123
425	1/6/2019 9:48	0	26.99	0	0.0123
426	1/6/2019 9:48	0	27.01	0	0.0123
427	1/6/2019 9:49	0	27.05	0	0.0123
428	1/6/2019 9:49	0	27.07	0	0.0123
429	1/6/2019 9:49	0	27.1	0	0.0123
430	1/6/2019 9:49	0	27.13	0	0.0123
431	1/6/2019 9:50	0	27.16	0	0.0123
432	1/6/2019 9:50	0	27.18	0	0.0123
433	1/6/2019 9:50	0	27.2	0	0.0123
434	1/6/2019 9:50	0	27.23	0	0.0123
435	1/6/2019 9:51	0	27.25	0	0.0123
436	1/6/2019 9:51	0	27.27	0	0.0123
437	1/6/2019 9:51	0	27.31	0	0.0123
438	1/6/2019 9:51	0	27.32	0	0.0123
439	1/6/2019 9:52	0	27.35	0	0.0123
440	1/6/2019 9:52	0	27.37	0	0.0123
441	1/6/2019 9:52	0	27.4	0	0.0123
442	1/6/2019 9:52	0	27.42	0	0.0123
443	1/6/2019 9:53	0	27.43	0	0.0123
444	1/6/2019 9:53	0	27.45	0	0.0123
445	1/6/2019 9:53	0	27.48	0	0.0123
446	1/6/2019 9:53	0	27.51	0	0.0123
447	1/6/2019 9:54	0	27.53	0	0.0123
448	1/6/2019 9:54	0	27.55	0	0.0123
449	1/6/2019 9:54	0	27.58	0	0.0123
450	1/6/2019 9:54	0	27.61	0	0.0123
451	1/6/2019 9:55	0	27.63	0	0.0123
452	1/6/2019 9:55	0	27.65	0	0.0123
453	1/6/2019 9:55	0	27.68	0	0.0123
454	1/6/2019 9:55	0	27.7	0	0.0123
455	1/6/2019 9:56	0	27.74	0	0.0123
456	1/6/2019 9:56	0	27.75	0	0.0123
457	1/6/2019 9:56	0	27.78	0	0.0123
458	1/6/2019 9:56	0	27.8	0	0.0123
459	1/6/2019 9:57	0	27.83	0	0.0123
460	1/6/2019 9:57	0	27.85	0	0.0123
461	1/6/2019 9:57	0	27.87	0	0.0123
462	1/6/2019 9:57	0	27.89	0	0.0123
463	1/6/2019 9:58	0	27.92	0	0.0123
464	1/6/2019 9:58	0	27.94	0	0.0123
465	1/6/2019 9:58	0	27.96	0	0.0123
466	1/6/2019 9:58	0	27.98	0	0.0123
467	1/6/2019 9:59	0	28.01	0	0.0123
468	1/6/2019 9:59	0	28.02	0	0.0123
469	1/6/2019 9:59	0	28.04	0	0.0123
470	1/6/2019 9:59	0	28.06	0	0.0123
471	1/6/2019 10:00	0	28.07	0	0.0123
472	1/6/2019 10:00	0	28.1	0	0.0123
473	1/6/2019 10:00	0	28.12	0	0.0123
474	1/6/2019 10:00	0	28.13	0	0.0123
475	1/6/2019 10:01	0	28.14	0	0.0123
476	1/6/2019 10:01	0	28.16	0	0.0123
477	1/6/2019 10:01	0	28.18	0	0.0123
478	1/6/2019 10:01	0	28.2	0	0.0123
479	1/6/2019 10:02	0	28.21	0	0.0123
480	1/6/2019 10:02	0	28.22	0	0.0123
481	1/6/2019 10:02	0	28.23	0	0.0123
482	1/6/2019 10:02	0	28.24	0	0.0123
483	1/6/2019 10:03	0	28.27	0	0.0123
484	1/6/2019 10:03	0	28.28	0	0.0123
485	1/6/2019 10:03	0	28.29	0	0.0123
486	1/6/2019 10:03	0	28.3	0	0.0123
487	1/6/2019 10:04	0	28.31	0	0.0123
488	1/6/2019 10:04	0	28.32	0	0.0123
489	1/6/2019 10:04	0	28.33	0	0.0123
490	1/6/2019 10:04	0	28.35	0	0.0123
491	1/6/2019 10:05	0	28.37	0	0.0123
492	1/6/2019 10:05	0	28.37	0	0.0123
493	1/6/2019 10:05	0	28.38	0	0.0123
494	1/6/2019 10:05	0	28.39	0	0.0123
495	1/6/2019 10:06	0	28.4	0	0.0123
496	1/6/2019 10:06	0	28.41	0	0.0123
497	1/6/2019 10:06	0	28.42	0	0.0123
498	1/6/2019 10:06	0	28.44	0	0.0123
499	1/6/2019 10:07	0	28.45	0	0.0123
500	1/6/2019 10:07	0	28.46	0	0.0123
501	1/6/2019 10:07	0	28.47	0	0.0123
502	1/6/2019 10:07	0	28.48	0	0.0123
503	1/6/2019 10:08	0	28.49	0	0.0123
504	1/6/2019 10:08	0	28.51	0	0.0123
505	1/6/2019 10:08	0	28.53	0	0.0123
506	1/6/2019 10:08	0	28.54	0	0.0123
507	1/6/2019 10:09	0	28.55	0	0.0123
508	1/6/2019 10:09	0	28.56	0	0.0123
509	1/6/2019 10:09	0	28.57	0	0.0123
510	1/6/2019 10:09	0	28.58	0	0.0123
511	1/6/2019 10:10	0	28.64	0	0.0123
512	1/6/2019 10:10	0	28.67	0	0.0123
513	1/6/2019 10:10	0	28.72	0	0.0123
514	1/6/2019 10:10	0	28.75	0	0.0123
515	1/6/2019 10:11	0	28.8	0	0.0123
516	1/6/2019 10:11	0	28.85	0	0.0123
517	1/6/2019 10:11	0	28.92	0	0.0123
518	1/6/2019 10:11	0	28.98	0	0.0123
519	1/6/2019 10:12	0	29.05	0	0.0123
520	1/6/2019 10:12	0	29.12	0	0.0123
521	1/6/2019 10:12	0	29.19	0	0.0123
522	1/6/2019 10:12	0	29.27	0	0.0123
523	1/6/2019 10:13	0	29.36	0	0.0123
524	1/6/2019 10:13	0	29.44	0	0.0123
525	1/6/2019 10:13	0	29.52	0	0.0123
526	1/6/2019 10:13	0	29.61	0	0.0123
