	"Date Time, GMT-10:00"	"High Range, ?S/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)"	"Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)"	"Specific Conductance, ?S/cm (LGR S/N: 20494740)"	"Salinity, ppt (LGR S/N: 20494740)"
1	1/6/2019 8:02	0	25.33		
2	1/6/2019 8:02	0	25.33		
3	1/6/2019 8:03	0	25.33		
4	1/6/2019 8:03	36282.5	25.06		
5	1/6/2019 8:03	34868.5	25.06		
6	1/6/2019 8:03	34675.5	25.07		
7	1/6/2019 8:04	34640.3	25.08		
8	1/6/2019 8:04	34616.8	25.08		
9	1/6/2019 8:04	34585.5	25.08		
10	1/6/2019 8:04	34605.1	25.08		
11	1/6/2019 8:05	34628.5	25.08		
12	1/6/2019 8:05	34597.2	25.08		
13	1/6/2019 8:05	34589.4	25.08		
14	1/6/2019 8:05	0	24.79		
15	1/6/2019 8:06	0	24.84		
16	1/6/2019 8:06	0	25.08		
17	1/6/2019 8:06	0	25.14		
18	1/6/2019 8:06	40701.2	24.92		
19	1/6/2019 8:07	40731.4	24.92	50098.7	32.81
20	1/6/2019 8:07	40721.3	24.92	50086.3	32.8009
21	1/6/2019 8:07	40671	24.92	50024.4	32.7554
22	1/6/2019 8:07	40620.7	24.91	49972.4	32.7173
23	1/6/2019 8:08	40645.8	24.91	50003.3	32.7399
24	1/6/2019 8:08	40630.7	24.9	49994.6	32.7336
25	1/6/2019 8:08	40600.6	24.9	49957.6	32.7064
26	1/6/2019 8:08	40615.6	24.9	49976.1	32.7199
27	1/6/2019 8:09	0	24.7	0	0.0123
28	1/6/2019 8:09	0	24.89	0	0.0123
29	1/6/2019 8:09	0	25	0	0.0123
30	1/6/2019 8:09	0	24.99	0	0.0123
31	1/6/2019 8:10	0	24.98	0	0.0123
32	1/6/2019 8:10	0	24.97	0	0.0123
33	1/6/2019 8:10	0	24.97	0	0.0123
34	1/6/2019 8:10	0	24.97	0	0.0123
35	1/6/2019 8:11	0	24.97	0	0.0123
36	1/6/2019 8:11	0	24.97	0	0.0123
37	1/6/2019 8:11	0	24.97	0	0.0123
38	1/6/2019 8:11	0	24.98	0	0.0123
39	1/6/2019 8:12	0	24.99	0	0.0123
40	1/6/2019 8:12	0	24.99	0	0.0123
41	1/6/2019 8:12	0	25	0	0.0123
42	1/6/2019 8:12	0	25.01	0	0.0123
43	1/6/2019 8:13	0	25.02	0	0.0123
44	1/6/2019 8:13	0	25.02	0	0.0123
45	1/6/2019 8:13	0	25.02	0	0.0123
46	1/6/2019 8:13	0	25.04	0	0.0123
47	1/6/2019 8:14	0	25.05	0	0.0123
48	1/6/2019 8:14	0	25.05	0	0.0123
49	1/6/2019 8:14	0	25.06	0	0.0123
50	1/6/2019 8:14	0	25.06	0	0.0123
51	1/6/2019 8:15	0	25.06	0	0.0123
52	1/6/2019 8:15	0	25.07	0	0.0123
53	1/6/2019 8:15	0	25.07	0	0.0123
54	1/6/2019 8:15	0	25.08	0	0.0123
55	1/6/2019 8:16	0	25.08	0	0.0123
56	1/6/2019 8:16	0	25.09	0	0.0123
57	1/6/2019 8:16	0	25.09	0	0.0123
58	1/6/2019 8:16	0	25.09	0	0.0123
59	1/6/2019 8:17	0	25.1	0	0.0123
60	1/6/2019 8:17	0	25.1	0	0.0123
61	1/6/2019 8:17	0	25.1	0	0.0123
62	1/6/2019 8:17	0	25.1	0	0.0123
63	1/6/2019 8:18	0	25.12	0	0.0123
64	1/6/2019 8:18	0	25.12	0	0.0123
65	1/6/2019 8:18	0	25.13	0	0.0123
66	1/6/2019 8:18	0	25.13	0	0.0123
67	1/6/2019 8:19	0	25.13	0	0.0123
68	1/6/2019 8:19	0	25.14	0	0.0123
69	1/6/2019 8:19	0	25.14	0	0.0123
70	1/6/2019 8:19	0	25.15	0	0.0123
71	1/6/2019 8:20	0	25.15	0	0.0123
72	1/6/2019 8:20	0	25.15	0	0.0123
73	1/6/2019 8:20	0	25.15	0	0.0123
74	1/6/2019 8:20	0	25.15	0	0.0123
75	1/6/2019 8:21	0	25.16	0	0.0123
76	1/6/2019 8:21	0	25.16	0	0.0123
77	1/6/2019 8:21	0	25.16	0	0.0123
78	1/6/2019 8:21	0	25.17	0	0.0123
79	1/6/2019 8:22	0	25.17	0	0.0123
80	1/6/2019 8:22	0	25.17	0	0.0123
81	1/6/2019 8:22	0	25.18	0	0.0123
82	1/6/2019 8:22	0	25.18	0	0.0123
83	1/6/2019 8:23	0	25.18	0	0.0123
84	1/6/2019 8:23	0	25.18	0	0.0123
85	1/6/2019 8:23	0	25.19	0	0.0123
86	1/6/2019 8:23	0	25.19	0	0.0123
87	1/6/2019 8:24	0	25.19	0	0.0123
88	1/6/2019 8:24	0	25.21	0	0.0123
89	1/6/2019 8:24	0	25.21	0	0.0123
90	1/6/2019 8:24	0	25.21	0	0.0123
91	1/6/2019 8:25	0	25.21	0	0.0123
92	1/6/2019 8:25	0	25.21	0	0.0123
93	1/6/2019 8:25	0	25.21	0	0.0123
94	1/6/2019 8:25	0	25.22	0	0.0123
95	1/6/2019 8:26	0	25.22	0	0.0123
96	1/6/2019 8:26	0	25.22	0	0.0123
97	1/6/2019 8:26	0	25.23	0	0.0123
98	1/6/2019 8:26	0	25.23	0	0.0123
99	1/6/2019 8:27	0	25.23	0	0.0123
100	1/6/2019 8:27	0	25.24	0	0.0123
101	1/6/2019 8:27	0	25.24	0	0.0123
102	1/6/2019 8:27	0	25.24	0	0.0123
103	1/6/2019 8:28	0	25.25	0	0.0123
104	1/6/2019 8:28	0	25.25	0	0.0123
105	1/6/2019 8:28	0	25.25	0	0.0123
106	1/6/2019 8:28	0	25.25	0	0.0123
107	1/6/2019 8:29	0	25.25	0	0.0123
108	1/6/2019 8:29	0	25.26	0	0.0123
109	1/6/2019 8:29	0	25.26	0	0.0123
110	1/6/2019 8:29	0	25.26	0	0.0123
111	1/6/2019 8:30	0	25.27	0	0.0123
112	1/6/2019 8:30	0	25.26	0	0.0123
113	1/6/2019 8:30	0	25.27	0	0.0123
114	1/6/2019 8:30	0	25.27	0	0.0123
115	1/6/2019 8:31	0	25.28	0	0.0123
116	1/6/2019 8:31	0	25.28	0	0.0123
117	1/6/2019 8:31	0	25.28	0	0.0123
118	1/6/2019 8:31	0	25.3	0	0.0123
119	1/6/2019 8:32	0	25.3	0	0.0123
120	1/6/2019 8:32	0	25.3	0	0.0123
121	1/6/2019 8:32	0	25.31	0	0.0123
122	1/6/2019 8:32	0	25.31	0	0.0123
123	1/6/2019 8:33	0	25.32	0	0.0123
124	1/6/2019 8:33	0	25.32	0	0.0123
125	1/6/2019 8:33	0	25.32	0	0.0123
126	1/6/2019 8:33	0	25.32	0	0.0123
127	1/6/2019 8:34	0	25.33	0	0.0123
128	1/6/2019 8:34	0	25.33	0	0.0123
129	1/6/2019 8:34	0	25.31	0	0.0123
130	1/6/2019 8:34	0	25.31	0	0.0123
131	1/6/2019 8:35	0	25.3	0	0.0123
132	1/6/2019 8:35	0	25.32	0	0.0123
133	1/6/2019 8:35	0	25.35	0	0.0123
134	1/6/2019 8:35	0	25.4	0	0.0123
135	1/6/2019 8:36	0	25.43	0	0.0123
136	1/6/2019 8:36	0	25.45	0	0.0123
137	1/6/2019 8:36	0	25.45	0	0.0123
138	1/6/2019 8:36	0	25.47	0	0.0123
139	1/6/2019 8:37	0	25.5	0	0.0123
140	1/6/2019 8:37	0	25.52	0	0.0123
141	1/6/2019 8:37	0	25.57	0	0.0123
142	1/6/2019 8:37	0	25.63	0	0.0123
143	1/6/2019 8:38	0	25.65	0	0.0123
144	1/6/2019 8:38	0	25.61	0	0.0123
145	1/6/2019 8:38	0	25.6	0	0.0123
146	1/6/2019 8:38	0	25.59	0	0.0123
147	1/6/2019 8:39	0	25.59	0	0.0123
148	1/6/2019 8:39	0	25.59	0	0.0123
149	1/6/2019 8:39	0	25.6	0	0.0123
150	1/6/2019 8:39	0	25.6	0	0.0123
151	1/6/2019 8:40	0	25.59	0	0.0123
152	1/6/2019 8:40	0	25.59	0	0.0123
153	1/6/2019 8:40	0	25.59	0	0.0123
154	1/6/2019 8:40	0	25.59	0	0.0123
155	1/6/2019 8:41	0	25.6	0	0.0123
156	1/6/2019 8:41	0	25.61	0	0.0123
157	1/6/2019 8:41	0	25.61	0	0.0123
158	1/6/2019 8:41	0	25.62	0	0.0123
159	1/6/2019 8:42	0	25.62	0	0.0123
160	1/6/2019 8:42	0	25.63	0	0.0123
161	1/6/2019 8:42	0	25.63	0	0.0123
162	1/6/2019 8:42	0	25.65	0	0.0123
163	1/6/2019 8:43	0	25.65	0	0.0123
164	1/6/2019 8:43	0	25.65	0	0.0123
165	1/6/2019 8:43	0	25.66	0	0.0123
166	1/6/2019 8:43	0	25.66	0	0.0123
167	1/6/2019 8:44	0	25.66	0	0.0123
168	1/6/2019 8:44	0	25.66	0	0.0123
169	1/6/2019 8:44	0	25.66	0	0.0123
170	1/6/2019 8:44	0	25.67	0	0.0123
171	1/6/2019 8:45	0	25.67	0	0.0123
172	1/6/2019 8:45	0	25.67	0	0.0123
173	1/6/2019 8:45	0	25.68	0	0.0123
174	1/6/2019 8:45	0	25.68	0	0.0123
175	1/6/2019 8:46	0	25.69	0	0.0123
176	1/6/2019 8:46	0	25.7	0	0.0123
177	1/6/2019 8:46	0	25.7	0	0.0123
178	1/6/2019 8:46	0	25.7	0	0.0123
179	1/6/2019 8:47	0	25.7	0	0.0123
180	1/6/2019 8:47	0	25.7	0	0.0123
181	1/6/2019 8:47	0	25.71	0	0.0123
182	1/6/2019 8:47	0	25.71	0	0.0123
183	1/6/2019 8:48	0	25.71	0	0.0123
184	1/6/2019 8:48	0	25.71	0	0.0123
185	1/6/2019 8:48	0	25.71	0	0.0123
186	1/6/2019 8:48	0	25.71	0	0.0123
187	1/6/2019 8:49	0	25.71	0	0.0123
188	1/6/2019 8:49	0	25.72	0	0.0123
189	1/6/2019 8:49	0	25.72	0	0.0123
190	1/6/2019 8:49	0	25.72	0	0.0123
191	1/6/2019 8:50	0	25.72	0	0.0123
192	1/6/2019 8:50	0	25.71	0	0.0123
193	1/6/2019 8:50	0	25.74	0	0.0123
194	1/6/2019 8:50	0	25.74	0	0.0123
195	1/6/2019 8:51	0	25.72	0	0.0123
196	1/6/2019 8:51	0	25.72	0	0.0123
197	1/6/2019 8:51	0	25.71	0	0.0123
198	1/6/2019 8:51	0	25.71	0	0.0123
199	1/6/2019 8:52	0	25.71	0	0.0123
200	1/6/2019 8:52	0	25.71	0	0.0123
