"Plot Title: LoggerU24_740_20190105"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)","Coupler Detached (LGR S/N: 20494740)","Coupler Attached (LGR S/N: 20494740)","Host Connected (LGR S/N: 20494740)","Stopped (LGR S/N: 20494740)","End Of File (LGR S/N: 20494740)"
46,01/05/19 08:27:19 AM,5820.5,25.61,7957.7,4.4030,,,,,
47,01/05/19 08:27:29 AM,5661.3,25.52,7753.9,4.2822,,,,,
48,01/05/19 08:27:39 AM,5634.7,25.47,7725.0,4.2651,,,,,
49,01/05/19 08:27:49 AM,5616.1,25.45,7702.5,4.2518,,,,,
50,01/05/19 08:27:59 AM,5595.5,25.40,7681.8,4.2395,,,,,
51,01/05/19 08:28:09 AM,32004.3,25.62,43751.4,28.1987,,,,,
52,01/05/19 08:28:19 AM,31610.8,25.70,43144.2,27.7630,,,,,
53,01/05/19 08:28:29 AM,31523.7,25.75,42981.9,27.6467,,,,,
54,01/05/19 08:28:39 AM,31513.7,25.76,42958.8,27.6302,,,,,
55,01/05/19 08:28:49 AM,31520.4,25.77,42958.5,27.6300,,,,,
56,01/05/19 08:28:59 AM,31503.7,25.78,42926.3,27.6069,,,,,
57,01/05/19 08:29:09 AM,31530.4,25.79,42953.3,27.6262,,,,,
58,01/05/19 08:29:19 AM,31523.7,25.80,42934.7,27.6129,,,,,
59,01/05/19 08:29:29 AM,31540.4,25.82,42939.5,27.6164,,,,,
60,01/05/19 08:29:39 AM,3732.5,25.69,5093.1,2.7331,,,,,
61,01/05/19 08:29:49 AM,3720.3,25.63,5082.5,2.7271,,,,,
62,01/05/19 08:29:59 AM,3711.8,25.62,5071.8,2.7209,,,,,
63,01/05/19 08:30:09 AM,3702.0,25.60,5060.3,2.7144,,,,,
64,01/05/19 08:30:19 AM,3688.1,25.50,5051.3,2.7093,,,,,
65,01/05/19 08:30:29 AM,3680.8,25.50,5041.2,2.7035,,,,,
66,01/05/19 08:30:39 AM,3674.7,25.50,5032.8,2.6986,,,,,
67,01/05/19 08:30:49 AM,3661.3,25.42,5022.4,2.6927,,,,,
68,01/05/19 08:30:59 AM,3645.0,25.33,5009.0,2.6851,,,,,
69,01/05/19 08:31:09 AM,3645.0,25.40,5001.8,2.6810,,,,,
70,01/05/19 08:31:19 AM,3640.7,25.41,4994.8,2.6770,,,,,
71,01/05/19 08:31:29 AM,3628.0,25.33,4985.3,2.6715,,,,,
72,01/05/19 08:31:39 AM,29143.2,13.07,52243.6,34.3914,,,,,
73,01/05/19 08:31:49 AM,29090.9,12.13,53331.6,35.1981,,,,,
74,01/05/19 08:31:59 AM,29024.4,11.37,54195.4,35.8406,,,,,
75,01/05/19 08:32:09 AM,28874.8,10.97,54445.1,36.0268,,,,,
76,01/05/19 08:32:19 AM,28814.9,10.68,54719.3,36.2313,,,,,
77,01/05/19 08:32:29 AM,28766.5,10.54,54815.3,36.3029,,,,,
78,01/05/19 08:32:39 AM,28740.9,10.47,54860.1,36.3364,,,,,
79,01/05/19 08:32:49 AM,28743.7,10.43,54918.3,36.3799,,,,,
80,01/05/19 08:32:59 AM,3965.2,12.61,7230.1,3.9731,,,,,
81,01/05/19 08:33:09 AM,4059.6,13.81,7188.9,3.9488,,,,,
82,01/05/19 08:33:19 AM,4115.9,14.51,7167.1,3.9361,,,,,
83,01/05/19 08:33:29 AM,4148.2,14.93,7151.5,3.9269,,,,,
84,01/05/19 08:33:39 AM,4168.7,15.21,7139.3,3.9197,,,,,
85,01/05/19 08:33:49 AM,4123.3,15.31,7044.9,3.8643,,,,,
86,01/05/19 08:33:59 AM,3557.8,15.44,6060.7,3.2901,,,,,
87,01/05/19 08:34:09 AM,3162.2,15.55,5373.1,2.8935,,,,,
88,01/05/19 08:34:19 AM,3153.3,15.67,5342.9,2.8761,,,,,
89,01/05/19 08:34:29 AM,1201.8,15.81,2030.3,1.0332,,,,,
90,01/05/19 08:34:39 AM,924.5,15.92,1557.8,0.7827,,,,,
91,01/05/19 08:34:49 AM,900.6,16.02,1514.0,0.7597,,,,,
92,01/05/19 08:34:59 AM,417.0,16.23,697.6,0.3401,,,,,
93,01/05/19 08:35:09 AM,386.4,16.54,641.8,0.3121,,,,,
94,01/05/19 08:35:19 AM,26006.1,11.60,48302.6,31.4947,,,,,
95,01/05/19 08:35:29 AM,25772.1,11.15,48397.8,31.5642,,,,,
96,01/05/19 08:35:39 AM,25608.4,10.84,48458.4,31.6084,,,,,
97,01/05/19 08:35:49 AM,25489.7,10.67,48436.5,31.5925,,,,,
98,01/05/19 08:35:59 AM,25446.6,10.61,48425.7,31.5846,,,,,
99,01/05/19 08:36:09 AM,25421.7,10.60,48389.5,31.5581,,,,,
100,01/05/19 08:36:19 AM,3093.6,12.19,5698.3,3.0806,,,,,
101,01/05/19 08:36:29 AM,3140.3,12.84,5692.2,3.0771,,,,,
102,01/05/19 08:36:39 AM,3168.1,13.24,5686.6,3.0738,,,,,
103,01/05/19 08:36:49 AM,3187.7,13.53,5681.5,3.0709,,,,,
104,01/05/19 08:36:59 AM,3203.2,13.74,5680.0,3.0700,,,,,
105,01/05/19 08:37:09 AM,3215.6,13.90,5679.9,3.0700,,,,,
106,01/05/19 08:37:19 AM,3226.3,14.06,5676.8,3.0682,,,,,
107,01/05/19 08:37:29 AM,3235.3,14.22,5670.7,3.0647,,,,,
108,01/05/19 08:37:39 AM,3246.0,14.33,5674.3,3.0668,,,,,
109,01/05/19 08:37:49 AM,3256.1,14.45,5675.6,3.0675,,,,,
110,01/05/19 08:37:59 AM,3264.4,14.59,5670.9,3.0648,,,,,
111,01/05/19 08:38:09 AM,3274.0,14.71,5671.3,3.0650,,,,,
112,01/05/19 08:38:19 AM,3284.7,14.84,5672.1,3.0655,,,,,
113,01/05/19 08:38:29 AM,3294.3,14.98,5669.7,3.0641,,,,,
114,01/05/19 08:38:39 AM,3304.4,15.11,5669.5,3.0640,,,,,
115,01/05/19 08:38:49 AM,3313.9,15.23,5669.6,3.0640,,,,,
116,01/05/19 08:38:59 AM,3322.9,15.35,5668.8,3.0636,,,,,
117,01/05/19 08:39:09 AM,3334.9,15.49,5670.5,3.0645,,,,,
118,01/05/19 08:39:19 AM,3343.2,15.62,5667.2,3.0626,,,,,
119,01/05/19 08:39:29 AM,3352.8,15.74,5667.4,3.0627,,,,,
120,01/05/19 08:39:39 AM,3361.2,15.85,5666.9,3.0624,,,,,
121,01/05/19 08:39:49 AM,3374.9,16.02,5667.3,3.0627,,,,,
122,01/05/19 08:39:59 AM,3382.1,16.12,5666.1,3.0620,,,,,
123,01/05/19 08:40:09 AM,3392.3,16.24,5667.2,3.0627,,,,,
124,01/05/19 08:40:19 AM,3400.7,16.36,5665.4,3.0616,,,,,
125,01/05/19 08:40:29 AM,3409.1,16.46,5666.1,3.0620,,,,,
126,01/05/19 08:40:39 AM,3418.1,16.59,5663.9,3.0607,,,,,
127,01/05/19 08:40:49 AM,3426.5,16.69,5664.6,3.0612,,,,,
128,01/05/19 08:40:59 AM,3434.9,16.79,5665.3,3.0616,,,,,
129,01/05/19 08:41:09 AM,3443.9,16.90,5665.7,3.0618,,,,,
130,01/05/19 08:41:19 AM,3451.7,17.01,5664.1,3.0609,,,,,
131,01/05/19 08:41:29 AM,3460.2,17.12,5663.6,3.0606,,,,,
132,01/05/19 08:41:39 AM,3468.6,17.22,5664.3,3.0610,,,,,
133,01/05/19 08:41:49 AM,3475.8,17.32,5663.0,3.0602,,,,,
134,01/05/19 08:41:59 AM,3483.6,17.43,5661.4,3.0593,,,,,
135,01/05/19 08:42:09 AM,3490.9,17.52,5661.5,3.0594,,,,,
136,01/05/19 08:42:19 AM,3498.7,17.63,5659.9,3.0584,,,,,
137,01/05/19 08:42:29 AM,3505.3,17.72,5658.9,3.0578,,,,,
138,01/05/19 08:42:39 AM,3513.1,17.82,5658.5,3.0576,,,,,
139,01/05/19 08:42:49 AM,3519.8,17.90,5658.9,3.0579,,,,,
140,01/05/19 08:42:59 AM,3526.4,17.99,5657.9,3.0573,,,,,
141,01/05/19 08:43:09 AM,3533.0,18.08,5656.9,3.0567,,,,,
142,01/05/19 08:43:19 AM,3540.3,18.17,5657.0,3.0567,,,,,
143,01/05/19 08:43:29 AM,3546.3,18.25,5656.2,3.0563,,,,,
144,01/05/19 08:43:39 AM,3554.2,18.34,5657.3,3.0569,,,,,
145,01/05/19 08:43:49 AM,3559.6,18.42,5655.6,3.0559,,,,,
146,01/05/19 08:43:59 AM,3566.3,18.50,5655.9,3.0562,,,,,
147,01/05/19 08:44:09 AM,3571.1,18.59,5652.0,3.0539,,,,,
148,01/05/19 08:44:19 AM,3577.7,18.65,5654.8,3.0555,,,,,
149,01/05/19 08:44:29 AM,3583.8,18.73,5654.2,3.0551,,,,,
150,01/05/19 08:44:39 AM,3589.2,18.81,5652.5,3.0542,,,,,
151,01/05/19 08:44:49 AM,3595.9,18.89,5652.8,3.0544,,,,,
152,01/05/19 08:44:59 AM,3601.3,18.98,5649.9,3.0527,,,,,
153,01/05/19 08:45:09 AM,3606.8,19.05,5649.6,3.0525,,,,,
154,01/05/19 08:45:19 AM,3612.8,19.12,5650.1,3.0528,,,,,
155,01/05/19 08:45:29 AM,3618.3,19.20,5648.5,3.0519,,,,,
156,01/05/19 08:45:39 AM,3623.1,19.28,5645.9,3.0504,,,,,
157,01/05/19 08:45:49 AM,3629.2,19.33,5649.0,3.0522,,,,,
158,01/05/19 08:45:59 AM,3633.4,19.40,5646.7,3.0508,,,,,
159,01/05/19 08:46:09 AM,3563.2,19.48,5527.8,2.9824,,,,,
160,01/05/19 08:46:19 AM,3508.3,19.67,5419.8,2.9203,,,,,
161,01/05/19 08:46:29 AM,3505.3,19.66,5416.2,2.9182,,,,,
162,01/05/19 08:46:39 AM,3506.5,19.67,5416.8,2.9186,,,,,
163,01/05/19 08:46:49 AM,3506.5,19.70,5413.1,2.9164,,,,,
164,01/05/19 08:46:59 AM,3508.3,19.75,5409.8,2.9145,,,,,
165,01/05/19 08:47:09 AM,3508.9,19.80,5404.7,2.9116,,,,,
166,01/05/19 08:47:19 AM,3531.2,19.84,5434.1,2.9285,,,,,
167,01/05/19 08:47:29 AM,3530.0,19.90,5425.0,2.9233,,,,,
168,01/05/19 08:47:39 AM,3531.2,19.94,5422.0,2.9215,,,,,
169,01/05/19 08:47:49 AM,3532.4,20.00,5416.6,2.9184,,,,,
170,01/05/19 08:47:59 AM,3533.0,20.04,5412.7,2.9162,,,,,
171,01/05/19 08:48:09 AM,3528.8,20.10,5399.0,2.9084,,,,,
172,01/05/19 08:48:19 AM,3124.9,20.44,4745.8,2.5352,,,,,
173,01/05/19 08:48:29 AM,429.8,20.47,652.4,0.3174,,,,,
174,01/05/19 08:48:39 AM,328.1,20.54,497.3,0.2406,,,,,
175,01/05/19 08:48:49 AM,327.2,20.63,494.9,0.2394,,,,,
176,01/05/19 08:48:59 AM,323.9,20.70,489.2,0.2366,,,,,
177,01/05/19 08:49:09 AM,327.2,20.78,493.3,0.2386,,,,,
178,01/05/19 08:49:19 AM,329.0,20.85,495.3,0.2396,,,,,
179,01/05/19 08:49:29 AM,330.9,20.94,497.1,0.2405,,,,,
180,01/05/19 08:49:39 AM,319.3,21.03,478.8,0.2315,,,,,
181,01/05/19 08:49:49 AM,321.6,21.11,481.4,0.2327,,,,,
182,01/05/19 08:49:59 AM,323.5,21.18,483.5,0.2338,,,,,
183,01/05/19 08:50:09 AM,314.7,21.26,469.5,0.2269,,,,,
184,01/05/19 08:50:19 AM,322.5,21.33,480.4,0.2323,,,,,
185,01/05/19 08:50:29 AM,325.8,21.40,484.6,0.2343,,,,,
186,01/05/19 08:50:39 AM,325.8,21.47,483.9,0.2340,,,,,
187,01/05/19 08:50:49 AM,324.8,21.52,481.8,0.2330,,,,,
188,01/05/19 08:50:59 AM,324.8,21.58,481.2,0.2327,,,,,
189,01/05/19 08:51:09 AM,322.5,21.64,477.2,0.2307,,,,,
190,01/05/19 08:51:19 AM,332.7,21.70,491.6,0.2378,,,,,
191,01/05/19 08:51:29 AM,330.4,21.75,487.7,0.2359,,,,,
192,01/05/19 08:51:39 AM,334.1,21.81,492.5,0.2382,,,,,
193,01/05/19 08:51:49 AM,336.5,21.85,495.6,0.2397,,,,,
194,01/05/19 08:51:59 AM,336.5,21.90,495.1,0.2395,,,,,
195,01/05/19 08:52:09 AM,341.1,21.95,501.3,0.2425,,,,,
196,01/05/19 08:52:19 AM,338.8,22.00,497.4,0.2406,,,,,
197,01/05/19 08:52:29 AM,324.8,22.04,476.4,0.2303,,,,,
198,01/05/19 08:52:39 AM,337.4,22.09,494.4,0.2391,,,,,
199,01/05/19 08:52:49 AM,334.6,22.13,489.8,0.2369,,,,,
200,01/05/19 08:52:59 AM,330.9,22.18,483.9,0.2340,,,,,
201,01/05/19 08:53:09 AM,335.5,22.23,490.1,0.2370,,,,,
202,01/05/19 08:53:19 AM,331.3,22.27,483.5,0.2338,,,,,
203,01/05/19 08:53:29 AM,331.3,22.31,483.1,0.2336,,,,,
204,01/05/19 08:53:39 AM,333.2,22.36,485.4,0.2347,,,,,
205,01/05/19 08:53:49 AM,311.0,22.39,452.7,0.2187,,,,,
206,01/05/19 08:53:59 AM,244.9,22.43,356.2,0.1718,,,,,
207,01/05/19 08:54:09 AM,221.7,22.46,322.2,0.1555,,,,,
208,01/05/19 08:54:19 AM,208.1,22.49,302.3,0.1459,,,,,
209,01/05/19 08:54:29 AM,0.0,22.51,0.0,0.0123,,,,,
210,01/05/19 08:54:39 AM,0.0,22.56,0.0,0.0123,,,,,
211,01/05/19 08:54:49 AM,0.0,22.62,0.0,0.0123,,,,,
212,01/05/19 08:54:59 AM,0.0,22.66,0.0,0.0123,,,,,
213,01/05/19 08:55:09 AM,0.0,22.70,0.0,0.0123,,,,,
214,01/05/19 08:55:19 AM,0.0,22.74,0.0,0.0123,,,,,
215,01/05/19 08:55:29 AM,0.0,22.79,0.0,0.0123,,,,,
216,01/05/19 08:55:39 AM,0.0,22.81,0.0,0.0123,,,,,
217,01/05/19 08:55:49 AM,0.0,22.84,0.0,0.0123,,,,,
218,01/05/19 08:55:59 AM,0.0,22.88,0.0,0.0123,,,,,
219,01/05/19 08:56:09 AM,0.0,22.90,0.0,0.0123,,,,,
220,01/05/19 08:56:19 AM,0.0,22.92,0.0,0.0123,,,,,
221,01/05/19 08:56:29 AM,0.0,22.96,0.0,0.0123,,,,,
222,01/05/19 08:56:39 AM,0.0,22.98,0.0,0.0123,,,,,
223,01/05/19 08:56:49 AM,0.0,23.00,0.0,0.0123,,,,,
224,01/05/19 08:56:59 AM,0.0,23.04,0.0,0.0123,,,,,
225,01/05/19 08:57:09 AM,0.0,23.06,0.0,0.0123,,,,,
226,01/05/19 08:57:19 AM,0.0,23.08,0.0,0.0123,,,,,
227,01/05/19 08:57:29 AM,0.0,23.10,0.0,0.0123,,,,,
228,01/05/19 08:57:39 AM,0.0,23.14,0.0,0.0123,,,,,
229,01/05/19 08:57:49 AM,0.0,23.16,0.0,0.0123,,,,,
230,01/05/19 08:57:59 AM,0.0,23.18,0.0,0.0123,,,,,
231,01/05/19 08:58:09 AM,0.0,23.22,0.0,0.0123,,,,,
232,01/05/19 08:58:19 AM,0.0,23.24,0.0,0.0123,,,,,
233,01/05/19 08:58:29 AM,0.0,23.26,0.0,0.0123,,,,,
234,01/05/19 08:58:39 AM,0.0,23.29,0.0,0.0123,,,,,
235,01/05/19 08:58:49 AM,0.0,23.31,0.0,0.0123,,,,,
236,01/05/19 08:58:59 AM,0.0,23.33,0.0,0.0123,,,,,
237,01/05/19 08:59:09 AM,0.0,23.35,0.0,0.0123,,,,,
238,01/05/19 08:59:19 AM,0.0,23.39,0.0,0.0123,,,,,
239,01/05/19 08:59:29 AM,0.0,23.43,0.0,0.0123,,,,,
240,01/05/19 08:59:39 AM,0.0,23.45,0.0,0.0123,,,,,
241,01/05/19 08:59:49 AM,0.0,23.49,0.0,0.0123,,,,,
242,01/05/19 08:59:59 AM,0.0,23.51,0.0,0.0123,,,,,
243,01/05/19 09:00:09 AM,0.0,23.53,0.0,0.0123,,,,,
244,01/05/19 09:00:19 AM,0.0,23.55,0.0,0.0123,,,,,
245,01/05/19 09:00:29 AM,0.0,23.58,0.0,0.0123,,,,,
246,01/05/19 09:00:39 AM,0.0,23.59,0.0,0.0123,,,,,
247,01/05/19 09:00:49 AM,0.0,23.61,0.0,0.0123,,,,,
248,01/05/19 09:00:59 AM,0.0,23.65,0.0,0.0123,,,,,
249,01/05/19 09:01:09 AM,0.0,23.67,0.0,0.0123,,,,,
250,01/05/19 09:01:19 AM,0.0,23.69,0.0,0.0123,,,,,
251,01/05/19 09:01:29 AM,0.0,23.70,0.0,0.0123,,,,,
252,01/05/19 09:01:39 AM,0.0,23.71,0.0,0.0123,,,,,
253,01/05/19 09:01:49 AM,0.0,23.75,0.0,0.0123,,,,,
254,01/05/19 09:01:59 AM,0.0,23.76,0.0,0.0123,,,,,
255,01/05/19 09:02:09 AM,0.0,23.78,0.0,0.0123,,,,,
256,01/05/19 09:02:19 AM,0.0,23.79,0.0,0.0123,,,,,
257,01/05/19 09:02:29 AM,0.0,23.82,0.0,0.0123,,,,,
258,01/05/19 09:02:39 AM,0.0,23.84,0.0,0.0123,,,,,
259,01/05/19 09:02:49 AM,0.0,23.85,0.0,0.0123,,,,,
260,01/05/19 09:02:59 AM,0.0,23.87,0.0,0.0123,,,,,
261,01/05/19 09:03:09 AM,0.0,23.90,0.0,0.0123,,,,,
262,01/05/19 09:03:19 AM,0.0,23.91,0.0,0.0123,,,,,
263,01/05/19 09:03:29 AM,0.0,23.92,0.0,0.0123,,,,,
264,01/05/19 09:03:39 AM,0.0,23.94,0.0,0.0123,,,,,
265,01/05/19 09:03:49 AM,0.0,23.95,0.0,0.0123,,,,,
266,01/05/19 09:03:59 AM,0.0,23.97,0.0,0.0123,,,,,
267,01/05/19 09:04:09 AM,0.0,24.00,0.0,0.0123,,,,,
268,01/05/19 09:04:19 AM,0.0,24.01,0.0,0.0123,,,,,
269,01/05/19 09:04:29 AM,0.0,24.02,0.0,0.0123,,,,,
270,01/05/19 09:04:39 AM,0.0,24.04,0.0,0.0123,,,,,
271,01/05/19 09:04:49 AM,0.0,24.05,0.0,0.0123,,,,,
272,01/05/19 09:04:59 AM,0.0,24.08,0.0,0.0123,,,,,
273,01/05/19 09:05:09 AM,0.0,24.09,0.0,0.0123,,,,,
274,01/05/19 09:05:19 AM,0.0,24.10,0.0,0.0123,,,,,
275,01/05/19 09:05:29 AM,0.0,24.12,0.0,0.0123,,,,,
276,01/05/19 09:05:39 AM,0.0,24.13,0.0,0.0123,,,,,
277,01/05/19 09:05:49 AM,0.0,24.15,0.0,0.0123,,,,,
278,01/05/19 09:05:59 AM,0.0,24.17,0.0,0.0123,,,,,
279,01/05/19 09:06:09 AM,0.0,24.18,0.0,0.0123,,,,,
280,01/05/19 09:06:19 AM,0.0,24.20,0.0,0.0123,,,,,
281,01/05/19 09:06:29 AM,0.0,24.21,0.0,0.0123,,,,,
282,01/05/19 09:06:39 AM,0.0,24.25,0.0,0.0123,,,,,
283,01/05/19 09:06:49 AM,0.0,24.23,0.0,0.0123,,,,,
284,01/05/19 09:06:59 AM,0.0,24.26,0.0,0.0123,,,,,
285,01/05/19 09:07:09 AM,0.0,24.28,0.0,0.0123,,,,,
286,01/05/19 09:07:19 AM,0.0,24.29,0.0,0.0123,,,,,
287,01/05/19 09:07:29 AM,0.0,24.29,0.0,0.0123,,,,,
288,01/05/19 09:07:39 AM,0.0,24.30,0.0,0.0123,,,,,
289,01/05/19 09:07:49 AM,0.0,24.30,0.0,0.0123,,,,,
290,01/05/19 09:07:59 AM,0.0,24.31,0.0,0.0123,,,,,
291,01/05/19 09:08:09 AM,0.0,24.32,0.0,0.0123,,,,,
292,01/05/19 09:08:19 AM,0.0,24.34,0.0,0.0123,,,,,
293,01/05/19 09:08:29 AM,0.0,24.35,0.0,0.0123,,,,,
294,01/05/19 09:08:39 AM,0.0,24.36,0.0,0.0123,,,,,
295,01/05/19 09:08:49 AM,0.0,24.37,0.0,0.0123,,,,,
296,01/05/19 09:08:59 AM,0.0,24.39,0.0,0.0123,,,,,
297,01/05/19 09:09:09 AM,0.0,24.39,0.0,0.0123,,,,,
298,01/05/19 09:09:19 AM,0.0,24.41,0.0,0.0123,,,,,
299,01/05/19 09:09:29 AM,0.0,24.43,0.0,0.0123,,,,,
300,01/05/19 09:09:39 AM,0.0,24.44,0.0,0.0123,,,,,
301,01/05/19 09:09:49 AM,0.0,24.45,0.0,0.0123,,,,,
302,01/05/19 09:09:59 AM,0.0,24.46,0.0,0.0123,,,,,
303,01/05/19 09:10:09 AM,0.0,24.47,0.0,0.0123,,,,,
304,01/05/19 09:10:19 AM,0.0,24.48,0.0,0.0123,,,,,
305,01/05/19 09:10:29 AM,0.0,24.49,0.0,0.0123,,,,,
306,01/05/19 09:10:39 AM,0.0,24.51,0.0,0.0123,,,,,
307,01/05/19 09:10:49 AM,0.0,24.53,0.0,0.0123,,,,,
308,01/05/19 09:10:59 AM,0.0,24.54,0.0,0.0123,,,,,
309,01/05/19 09:11:09 AM,0.0,24.55,0.0,0.0123,,,,,
310,01/05/19 09:11:19 AM,0.0,24.56,0.0,0.0123,,,,,
311,01/05/19 09:11:29 AM,0.0,24.57,0.0,0.0123,,,,,
312,01/05/19 09:11:39 AM,0.0,24.58,0.0,0.0123,,,,,
313,01/05/19 09:11:49 AM,0.0,24.60,0.0,0.0123,,,,,
314,01/05/19 09:11:59 AM,0.0,24.61,0.0,0.0123,,,,,
315,01/05/19 09:12:09 AM,0.0,24.63,0.0,0.0123,,,,,
316,01/05/19 09:12:19 AM,0.0,24.64,0.0,0.0123,,,,,
317,01/05/19 09:12:29 AM,0.0,24.65,0.0,0.0123,,,,,
318,01/05/19 09:12:39 AM,0.0,24.67,0.0,0.0123,,,,,
319,01/05/19 09:12:49 AM,0.0,24.67,0.0,0.0123,,,,,
320,01/05/19 09:12:59 AM,0.0,24.70,0.0,0.0123,,,,,
321,01/05/19 09:13:09 AM,0.0,24.71,0.0,0.0123,,,,,
322,01/05/19 09:13:19 AM,0.0,24.72,0.0,0.0123,,,,,
323,01/05/19 09:13:29 AM,0.0,24.73,0.0,0.0123,,,,,
324,01/05/19 09:13:39 AM,0.0,24.74,0.0,0.0123,,,,,
325,01/05/19 09:13:49 AM,0.0,24.76,0.0,0.0123,,,,,
326,01/05/19 09:13:59 AM,0.0,24.76,0.0,0.0123,,,,,
327,01/05/19 09:14:09 AM,0.0,24.78,0.0,0.0123,,,,,
328,01/05/19 09:14:19 AM,0.0,24.79,0.0,0.0123,,,,,
329,01/05/19 09:14:29 AM,0.0,24.80,0.0,0.0123,,,,,
330,01/05/19 09:14:39 AM,0.0,24.81,0.0,0.0123,,,,,
331,01/05/19 09:14:49 AM,0.0,24.82,0.0,0.0123,,,,,
332,01/05/19 09:14:59 AM,0.0,24.83,0.0,0.0123,,,,,
333,01/05/19 09:15:09 AM,0.0,24.84,0.0,0.0123,,,,,
334,01/05/19 09:15:19 AM,0.0,24.86,0.0,0.0123,,,,,
335,01/05/19 09:15:29 AM,0.0,24.88,0.0,0.0123,,,,,
336,01/05/19 09:15:39 AM,0.0,24.87,0.0,0.0123,,,,,
337,01/05/19 09:15:49 AM,0.0,24.89,0.0,0.0123,,,,,
338,01/05/19 09:15:59 AM,0.0,24.90,0.0,0.0123,,,,,
339,01/05/19 09:16:09 AM,0.0,24.91,0.0,0.0123,,,,,
340,01/05/19 09:16:19 AM,0.0,24.92,0.0,0.0123,,,,,
341,01/05/19 09:16:29 AM,0.0,24.95,0.0,0.0123,,,,,
