"Plot Title: LoggerU24_20190104"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Lo>100)","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)","Coupler Detached (LGR S/N: 20494740)","Coupler Attached (LGR S/N: 20494740)","Host Connected (LGR S/N: 20494740)","Stopped (LGR S/N: 20494740)","End Of File (LGR S/N: 20494740)"
93,01/04/19 10:53:56 AM,0.0,0.0,25.84,0.0,0.0123,,,,,
94,01/04/19 10:54:06 AM,0.0,0.0,25.84,0.0,0.0123,,,,,
95,01/04/19 10:54:16 AM,0.0,0.0,25.84,0.0,0.0123,,,,,
96,01/04/19 10:54:26 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
97,01/04/19 10:54:36 AM,0.0,0.0,25.84,0.0,0.0123,,,,,
98,01/04/19 10:54:46 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
99,01/04/19 10:54:56 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
100,01/04/19 10:55:06 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
101,01/04/19 10:55:16 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
102,01/04/19 10:55:26 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
103,01/04/19 10:55:36 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
104,01/04/19 10:55:46 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
105,01/04/19 10:55:56 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
106,01/04/19 10:56:06 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
107,01/04/19 10:56:16 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
108,01/04/19 10:56:26 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
109,01/04/19 10:56:36 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
110,01/04/19 10:56:46 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
111,01/04/19 10:56:56 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
112,01/04/19 10:57:06 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
113,01/04/19 10:57:16 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
114,01/04/19 10:57:26 AM,0.0,0.0,25.85,0.0,0.0123,,,,,
115,01/04/19 10:57:36 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
116,01/04/19 10:57:46 AM,0.0,0.0,25.86,0.0,0.0123,,,,,
117,01/04/19 10:57:56 AM,0.0,0.0,25.87,0.0,0.0123,,,,,
118,01/04/19 10:58:06 AM,0.0,0.0,25.88,0.0,0.0123,,,,,
119,01/04/19 10:58:16 AM,0.0,0.0,25.89,0.0,0.0123,,,,,
120,01/04/19 10:58:26 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
121,01/04/19 10:58:36 AM,0.0,0.0,25.92,0.0,0.0123,,,,,
122,01/04/19 10:58:46 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
123,01/04/19 10:58:56 AM,0.0,0.0,25.92,0.0,0.0123,,,,,
124,01/04/19 10:59:06 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
125,01/04/19 10:59:16 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
126,01/04/19 10:59:26 AM,0.0,0.0,25.91,0.0,0.0123,,,,,
127,01/04/19 10:59:36 AM,0.0,0.0,25.92,0.0,0.0123,,,,,
128,01/04/19 10:59:46 AM,0.0,0.0,25.93,0.0,0.0123,,,,,
129,01/04/19 10:59:56 AM,0.0,0.0,25.92,0.0,0.0123,,,,,
130,01/04/19 11:00:06 AM,0.0,0.0,25.93,0.0,0.0123,,,,,
131,01/04/19 11:00:16 AM,0.0,0.0,25.93,0.0,0.0123,,,,,
132,01/04/19 11:00:26 AM,0.0,0.0,25.94,0.0,0.0123,,,,,
133,01/04/19 11:00:36 AM,0.0,0.0,25.93,0.0,0.0123,,,,,
134,01/04/19 11:00:46 AM,0.0,0.0,25.94,0.0,0.0123,,,,,
135,01/04/19 11:00:56 AM,0.0,0.0,25.94,0.0,0.0123,,,,,
136,01/04/19 11:01:06 AM,0.0,0.0,25.94,0.0,0.0123,,,,,
137,01/04/19 11:01:16 AM,0.0,0.0,25.95,0.0,0.0123,,,,,
138,01/04/19 11:01:26 AM,0.0,0.0,25.96,0.0,0.0123,,,,,
139,01/04/19 11:01:36 AM,0.0,0.0,25.96,0.0,0.0123,,,,,
140,01/04/19 11:01:46 AM,0.0,0.0,25.96,0.0,0.0123,,,,,
141,01/04/19 11:01:56 AM,0.0,0.0,25.97,0.0,0.0123,,,,,
142,01/04/19 11:02:06 AM,0.0,0.0,25.97,0.0,0.0123,,,,,
143,01/04/19 11:02:16 AM,0.0,0.0,25.98,0.0,0.0123,,,,,
144,01/04/19 11:02:26 AM,0.0,0.0,25.98,0.0,0.0123,,,,,
145,01/04/19 11:02:36 AM,0.0,0.0,25.98,0.0,0.0123,,,,,
146,01/04/19 11:02:46 AM,0.0,0.0,25.98,0.0,0.0123,,,,,
147,01/04/19 11:02:56 AM,0.0,0.0,26.00,0.0,0.0123,,,,,
148,01/04/19 11:03:06 AM,0.0,0.0,26.01,0.0,0.0123,,,,,
149,01/04/19 11:03:16 AM,0.0,0.0,26.02,0.0,0.0123,,,,,
150,01/04/19 11:03:26 AM,0.0,0.0,26.02,0.0,0.0123,,,,,
151,01/04/19 11:03:36 AM,0.0,0.0,26.02,0.0,0.0123,,,,,
152,01/04/19 11:03:46 AM,0.0,0.0,26.02,0.0,0.0123,,,,,
153,01/04/19 11:03:56 AM,0.0,0.0,26.03,0.0,0.0123,,,,,
154,01/04/19 11:04:06 AM,0.0,0.0,26.04,0.0,0.0123,,,,,
155,01/04/19 11:04:16 AM,0.0,0.0,26.05,0.0,0.0123,,,,,
156,01/04/19 11:04:26 AM,0.0,0.0,26.08,0.0,0.0123,,,,,
157,01/04/19 11:04:36 AM,0.0,0.0,26.08,0.0,0.0123,,,,,
158,01/04/19 11:04:46 AM,0.0,0.0,26.08,0.0,0.0123,,,,,
159,01/04/19 11:04:56 AM,0.0,0.0,26.09,0.0,0.0123,,,,,
160,01/04/19 11:05:06 AM,0.0,0.0,26.10,0.0,0.0123,,,,,
161,01/04/19 11:05:16 AM,0.0,0.0,26.11,0.0,0.0123,,,,,
162,01/04/19 11:05:26 AM,0.0,0.0,26.10,0.0,0.0123,,,,,
163,01/04/19 11:05:36 AM,0.0,0.0,26.11,0.0,0.0123,,,,,
164,01/04/19 11:05:46 AM,0.0,0.0,26.11,0.0,0.0123,,,,,
165,01/04/19 11:05:56 AM,0.0,0.0,26.11,0.0,0.0123,,,,,
166,01/04/19 11:06:06 AM,0.0,0.0,26.12,0.0,0.0123,,,,,
167,01/04/19 11:06:16 AM,0.0,0.0,26.13,0.0,0.0123,,,,,
168,01/04/19 11:06:26 AM,0.0,0.0,26.13,0.0,0.0123,,,,,
169,01/04/19 11:06:36 AM,0.0,0.0,26.14,0.0,0.0123,,,,,
170,01/04/19 11:06:46 AM,0.0,0.0,26.14,0.0,0.0123,,,,,
171,01/04/19 11:06:56 AM,0.0,0.0,26.14,0.0,0.0123,,,,,
172,01/04/19 11:07:06 AM,0.0,0.0,26.15,0.0,0.0123,,,,,
173,01/04/19 11:07:16 AM,0.0,0.0,26.17,0.0,0.0123,,,,,
174,01/04/19 11:07:26 AM,0.0,0.0,26.17,0.0,0.0123,,,,,
175,01/04/19 11:07:36 AM,0.0,0.0,26.17,0.0,0.0123,,,,,
176,01/04/19 11:07:46 AM,0.0,0.0,26.17,0.0,0.0123,,,,,
177,01/04/19 11:07:56 AM,0.0,0.0,26.18,0.0,0.0123,,,,,
178,01/04/19 11:08:06 AM,0.0,0.0,26.18,0.0,0.0123,,,,,
179,01/04/19 11:08:16 AM,0.0,0.0,26.18,0.0,0.0123,,,,,
180,01/04/19 11:08:26 AM,0.0,0.0,26.19,0.0,0.0123,,,,,
181,01/04/19 11:08:36 AM,0.0,0.0,26.19,0.0,0.0123,,,,,
182,01/04/19 11:08:46 AM,0.0,0.0,26.20,0.0,0.0123,,,,,
183,01/04/19 11:08:56 AM,0.0,0.0,26.20,0.0,0.0123,,,,,
184,01/04/19 11:09:06 AM,0.0,0.0,26.21,0.0,0.0123,,,,,
185,01/04/19 11:09:16 AM,0.0,0.0,26.21,0.0,0.0123,,,,,
186,01/04/19 11:09:26 AM,0.0,0.0,26.22,0.0,0.0123,,,,,
187,01/04/19 11:09:36 AM,0.0,0.0,26.23,0.0,0.0123,,,,,
188,01/04/19 11:09:46 AM,0.0,0.0,26.23,0.0,0.0123,,,,,
189,01/04/19 11:09:56 AM,0.0,0.0,26.24,0.0,0.0123,,,,,
190,01/04/19 11:10:06 AM,0.0,0.0,26.24,0.0,0.0123,,,,,
191,01/04/19 11:10:16 AM,0.0,0.0,26.26,0.0,0.0123,,,,,
192,01/04/19 11:10:26 AM,0.0,0.0,26.26,0.0,0.0123,,,,,
193,01/04/19 11:10:36 AM,0.0,0.0,26.27,0.0,0.0123,,,,,
194,01/04/19 11:10:46 AM,0.0,0.0,26.28,0.0,0.0123,,,,,
195,01/04/19 11:10:56 AM,0.0,0.0,26.28,0.0,0.0123,,,,,
196,01/04/19 11:11:06 AM,0.0,0.0,26.29,0.0,0.0123,,,,,
197,01/04/19 11:11:16 AM,0.0,0.0,26.29,0.0,0.0123,,,,,
198,01/04/19 11:11:26 AM,0.0,0.0,26.30,0.0,0.0123,,,,,
199,01/04/19 11:11:36 AM,0.0,0.0,26.31,0.0,0.0123,,,,,
200,01/04/19 11:11:46 AM,0.0,0.0,26.31,0.0,0.0123,,,,,
201,01/04/19 11:11:56 AM,0.0,0.0,26.32,0.0,0.0123,,,,,
202,01/04/19 11:12:06 AM,0.0,0.0,26.32,0.0,0.0123,,,,,
203,01/04/19 11:12:16 AM,0.0,0.0,26.33,0.0,0.0123,,,,,
204,01/04/19 11:12:26 AM,0.0,0.0,26.35,0.0,0.0123,,,,,
205,01/04/19 11:12:36 AM,0.0,0.0,26.36,0.0,0.0123,,,,,
206,01/04/19 11:12:46 AM,0.0,0.0,26.36,0.0,0.0123,,,,,
207,01/04/19 11:12:56 AM,0.0,0.0,26.37,0.0,0.0123,,,,,
208,01/04/19 11:13:06 AM,0.0,0.0,26.38,0.0,0.0123,,,,,
209,01/04/19 11:13:16 AM,0.0,0.0,26.39,0.0,0.0123,,,,,
210,01/04/19 11:13:26 AM,0.0,0.0,26.39,0.0,0.0123,,,,,
211,01/04/19 11:13:36 AM,0.0,0.0,26.40,0.0,0.0123,,,,,
212,01/04/19 11:13:46 AM,0.0,0.0,26.40,0.0,0.0123,,,,,
213,01/04/19 11:13:56 AM,0.0,0.0,26.41,0.0,0.0123,,,,,
214,01/04/19 11:14:06 AM,0.0,0.0,26.41,0.0,0.0123,,,,,
215,01/04/19 11:14:16 AM,0.0,0.0,26.43,0.0,0.0123,,,,,
216,01/04/19 11:14:26 AM,0.0,0.0,26.43,0.0,0.0123,,,,,
217,01/04/19 11:14:36 AM,0.0,0.0,26.44,0.0,0.0123,,,,,
218,01/04/19 11:14:46 AM,0.0,0.0,26.44,0.0,0.0123,,,,,
219,01/04/19 11:14:56 AM,0.0,0.0,26.45,0.0,0.0123,,,,,
220,01/04/19 11:15:06 AM,0.0,0.0,26.46,0.0,0.0123,,,,,
221,01/04/19 11:15:16 AM,0.0,0.0,26.46,0.0,0.0123,,,,,
222,01/04/19 11:15:26 AM,0.0,0.0,26.47,0.0,0.0123,,,,,
223,01/04/19 11:15:36 AM,0.0,0.0,26.48,0.0,0.0123,,,,,
224,01/04/19 11:15:46 AM,0.0,0.0,26.48,0.0,0.0123,,,,,
225,01/04/19 11:15:56 AM,0.0,0.0,26.49,0.0,0.0123,,,,,
226,01/04/19 11:16:06 AM,0.0,0.0,26.49,0.0,0.0123,,,,,
227,01/04/19 11:16:16 AM,0.0,0.0,26.50,0.0,0.0123,,,,,
228,01/04/19 11:16:26 AM,0.0,0.0,26.50,0.0,0.0123,,,,,
229,01/04/19 11:16:36 AM,0.0,0.0,26.52,0.0,0.0123,,,,,
230,01/04/19 11:16:46 AM,0.0,0.0,26.53,0.0,0.0123,,,,,
231,01/04/19 11:16:56 AM,0.0,0.0,26.53,0.0,0.0123,,,,,
232,01/04/19 11:17:06 AM,0.0,0.0,26.54,0.0,0.0123,,,,,
233,01/04/19 11:17:16 AM,0.0,0.0,26.54,0.0,0.0123,,,,,
234,01/04/19 11:17:26 AM,0.0,0.0,26.55,0.0,0.0123,,,,,
235,01/04/19 11:17:36 AM,0.0,0.0,26.55,0.0,0.0123,,,,,
236,01/04/19 11:17:46 AM,0.0,0.0,26.56,0.0,0.0123,,,,,
237,01/04/19 11:17:56 AM,0.0,0.0,26.57,0.0,0.0123,,,,,
238,01/04/19 11:18:06 AM,0.0,0.0,26.58,0.0,0.0123,,,,,
239,01/04/19 11:18:16 AM,0.0,0.0,26.58,0.0,0.0123,,,,,
240,01/04/19 11:18:26 AM,0.0,0.0,26.59,0.0,0.0123,,,,,
241,01/04/19 11:18:36 AM,0.0,0.0,26.59,0.0,0.0123,,,,,
242,01/04/19 11:18:46 AM,0.0,0.0,26.61,0.0,0.0123,,,,,
243,01/04/19 11:18:56 AM,0.0,0.0,26.62,0.0,0.0123,,,,,
244,01/04/19 11:19:06 AM,0.0,0.0,26.62,0.0,0.0123,,,,,
245,01/04/19 11:19:16 AM,0.0,0.0,26.63,0.0,0.0123,,,,,
246,01/04/19 11:19:26 AM,0.0,0.0,26.63,0.0,0.0123,,,,,
247,01/04/19 11:19:36 AM,0.0,0.0,26.64,0.0,0.0123,,,,,
248,01/04/19 11:19:46 AM,0.0,0.0,26.64,0.0,0.0123,,,,,
249,01/04/19 11:19:56 AM,0.0,0.0,26.65,0.0,0.0123,,,,,
250,01/04/19 11:20:06 AM,0.0,0.0,26.66,0.0,0.0123,,,,,
251,01/04/19 11:20:16 AM,0.0,0.0,26.66,0.0,0.0123,,,,,
252,01/04/19 11:20:26 AM,0.0,0.0,26.67,0.0,0.0123,,,,,
253,01/04/19 11:20:36 AM,0.0,0.0,26.68,0.0,0.0123,,,,,
254,01/04/19 11:20:46 AM,0.0,0.0,26.70,0.0,0.0123,,,,,
255,01/04/19 11:20:56 AM,0.0,0.0,26.70,0.0,0.0123,,,,,
256,01/04/19 11:21:06 AM,0.0,0.0,26.71,0.0,0.0123,,,,,
257,01/04/19 11:21:16 AM,0.0,0.0,26.72,0.0,0.0123,,,,,
258,01/04/19 11:21:26 AM,0.0,0.0,26.72,0.0,0.0123,,,,,
259,01/04/19 11:21:36 AM,0.0,0.0,26.73,0.0,0.0123,,,,,
260,01/04/19 11:21:46 AM,0.0,0.0,26.74,0.0,0.0123,,,,,
261,01/04/19 11:21:56 AM,0.0,0.0,26.74,0.0,0.0123,,,,,
262,01/04/19 11:22:06 AM,0.0,0.0,26.75,0.0,0.0123,,,,,
263,01/04/19 11:22:16 AM,0.0,0.0,26.76,0.0,0.0123,,,,,
264,01/04/19 11:22:26 AM,0.0,0.0,26.76,0.0,0.0123,,,,,
265,01/04/19 11:22:36 AM,0.0,0.0,26.78,0.0,0.0123,,,,,
266,01/04/19 11:22:46 AM,0.0,0.0,26.79,0.0,0.0123,,,,,
267,01/04/19 11:22:56 AM,0.0,0.0,26.79,0.0,0.0123,,,,,
268,01/04/19 11:23:06 AM,0.0,0.0,26.80,0.0,0.0123,,,,,
269,01/04/19 11:23:16 AM,0.0,0.0,26.80,0.0,0.0123,,,,,
270,01/04/19 11:23:26 AM,0.0,0.0,26.81,0.0,0.0123,,,,,
271,01/04/19 11:23:36 AM,0.0,0.0,26.81,0.0,0.0123,,,,,
272,01/04/19 11:23:46 AM,0.0,0.0,26.82,0.0,0.0123,,,,,
273,01/04/19 11:23:56 AM,0.0,0.0,26.82,0.0,0.0123,,,,,
274,01/04/19 11:24:06 AM,0.0,0.0,26.83,0.0,0.0123,,,,,
275,01/04/19 11:24:16 AM,0.0,0.0,26.84,0.0,0.0123,,,,,
276,01/04/19 11:24:26 AM,0.0,0.0,26.84,0.0,0.0123,,,,,
277,01/04/19 11:24:36 AM,0.0,0.0,26.85,0.0,0.0123,,,,,
278,01/04/19 11:24:46 AM,0.0,0.0,26.87,0.0,0.0123,,,,,
279,01/04/19 11:24:56 AM,0.0,0.0,26.87,0.0,0.0123,,,,,
280,01/04/19 11:25:06 AM,0.0,0.0,26.89,0.0,0.0123,,,,,
281,01/04/19 11:25:16 AM,0.0,0.0,26.89,0.0,0.0123,,,,,
282,01/04/19 11:25:26 AM,0.0,0.0,26.90,0.0,0.0123,,,,,
283,01/04/19 11:25:36 AM,0.0,0.0,26.90,0.0,0.0123,,,,,
284,01/04/19 11:25:46 AM,0.0,0.0,26.91,0.0,0.0123,,,,,
285,01/04/19 11:25:56 AM,0.0,0.0,26.92,0.0,0.0123,,,,,
286,01/04/19 11:26:06 AM,0.0,0.0,26.92,0.0,0.0123,,,,,
287,01/04/19 11:26:16 AM,0.0,0.0,26.93,0.0,0.0123,,,,,
288,01/04/19 11:26:26 AM,0.0,0.0,26.94,0.0,0.0123,,,,,
289,01/04/19 11:26:36 AM,0.0,0.0,26.96,0.0,0.0123,,,,,
290,01/04/19 11:26:46 AM,0.0,0.0,26.96,0.0,0.0123,,,,,
291,01/04/19 11:26:56 AM,0.0,0.0,26.97,0.0,0.0123,,,,,
292,01/04/19 11:27:06 AM,0.0,0.0,26.98,0.0,0.0123,,,,,
293,01/04/19 11:27:16 AM,0.0,0.0,26.98,0.0,0.0123,,,,,
294,01/04/19 11:27:26 AM,0.0,0.0,26.99,0.0,0.0123,,,,,
295,01/04/19 11:27:36 AM,0.0,0.0,27.00,0.0,0.0123,,,,,
296,01/04/19 11:27:46 AM,0.0,0.0,27.01,0.0,0.0123,,,,,
297,01/04/19 11:27:56 AM,0.0,0.0,27.01,0.0,0.0123,,,,,
298,01/04/19 11:28:06 AM,0.0,0.0,27.01,0.0,0.0123,,,,,
299,01/04/19 11:28:16 AM,0.0,0.0,27.02,0.0,0.0123,,,,,
300,01/04/19 11:28:26 AM,0.0,0.0,27.04,0.0,0.0123,,,,,
301,01/04/19 11:28:36 AM,0.0,0.0,27.04,0.0,0.0123,,,,,
302,01/04/19 11:28:46 AM,0.0,0.0,27.05,0.0,0.0123,,,,,
303,01/04/19 11:28:56 AM,0.0,0.0,27.06,0.0,0.0123,,,,,
304,01/04/19 11:29:06 AM,0.0,0.0,27.07,0.0,0.0123,,,,,
305,01/04/19 11:29:16 AM,0.0,0.0,27.07,0.0,0.0123,,,,,
306,01/04/19 11:29:26 AM,0.0,0.0,27.08,0.0,0.0123,,,,,
307,01/04/19 11:29:36 AM,0.0,0.0,27.08,0.0,0.0123,,,,,
308,01/04/19 11:29:46 AM,0.0,0.0,27.09,0.0,0.0123,,,,,
309,01/04/19 11:29:56 AM,0.0,0.0,27.09,0.0,0.0123,,,,,
310,01/04/19 11:30:06 AM,0.0,0.0,27.10,0.0,0.0123,,,,,
311,01/04/19 11:30:16 AM,0.0,0.0,27.11,0.0,0.0123,,,,,
312,01/04/19 11:30:26 AM,0.0,0.0,27.13,0.0,0.0123,,,,,
313,01/04/19 11:30:36 AM,0.0,0.0,27.13,0.0,0.0123,,,,,
