"Plot Title: LoggerU24_20190104"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Lo>100)","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)","Coupler Detached (LGR S/N: 20494740)","Coupler Attached (LGR S/N: 20494740)","Host Connected (LGR S/N: 20494740)","Stopped (LGR S/N: 20494740)","End Of File (LGR S/N: 20494740)"
837,01/04/19 12:57:56 PM,0.0,0.0,33.71,0.0,0.0123,,,,,
838,01/04/19 12:58:06 PM,0.0,0.0,33.72,0.0,0.0123,,,,,
839,01/04/19 12:58:16 PM,0.0,0.0,33.72,0.0,0.0123,,,,,
840,01/04/19 12:58:26 PM,0.0,0.0,33.61,0.0,0.0123,,,,,
841,01/04/19 12:58:36 PM,0.0,0.0,33.63,0.0,0.0123,,,,,
842,01/04/19 12:58:46 PM,0.0,0.0,33.68,0.0,0.0123,,,,,
843,01/04/19 12:58:56 PM,0.0,0.0,33.70,0.0,0.0123,,,,,
844,01/04/19 12:59:06 PM,0.0,0.0,33.69,0.0,0.0123,,,,,
845,01/04/19 12:59:16 PM,0.0,0.0,33.69,0.0,0.0123,,,,,
846,01/04/19 12:59:26 PM,0.0,0.0,33.71,0.0,0.0123,,,,,
847,01/04/19 12:59:36 PM,0.0,0.0,33.70,0.0,0.0123,,,,,
848,01/04/19 12:59:46 PM,0.0,0.0,33.72,0.0,0.0123,,,,,
849,01/04/19 12:59:56 PM,0.0,0.0,33.73,0.0,0.0123,,,,,
850,01/04/19 01:00:06 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
851,01/04/19 01:00:16 PM,0.0,0.0,33.72,0.0,0.0123,,,,,
852,01/04/19 01:00:26 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
853,01/04/19 01:00:36 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
854,01/04/19 01:00:46 PM,0.0,0.0,33.71,0.0,0.0123,,,,,
855,01/04/19 01:00:56 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
856,01/04/19 01:01:06 PM,0.0,0.0,33.76,0.0,0.0123,,,,,
857,01/04/19 01:01:16 PM,0.0,0.0,33.77,0.0,0.0123,,,,,
858,01/04/19 01:01:26 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
859,01/04/19 01:01:36 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
860,01/04/19 01:01:46 PM,0.0,0.0,33.73,0.0,0.0123,,,,,
861,01/04/19 01:01:56 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
862,01/04/19 01:02:06 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
863,01/04/19 01:02:16 PM,0.0,0.0,33.74,0.0,0.0123,,,,,
864,01/04/19 01:02:26 PM,0.0,0.0,33.73,0.0,0.0123,,,,,
865,01/04/19 01:02:36 PM,0.0,0.0,33.73,0.0,0.0123,,,,,
866,01/04/19 01:02:46 PM,0.0,0.0,33.76,0.0,0.0123,,,,,
867,01/04/19 01:02:56 PM,0.0,0.0,33.76,0.0,0.0123,,,,,
868,01/04/19 01:03:06 PM,0.0,0.0,33.78,0.0,0.0123,,,,,
869,01/04/19 01:03:16 PM,0.0,0.0,33.77,0.0,0.0123,,,,,
870,01/04/19 01:03:26 PM,0.0,0.0,33.77,0.0,0.0123,,,,,
871,01/04/19 01:03:36 PM,0.0,0.0,33.79,0.0,0.0123,,,,,
872,01/04/19 01:03:46 PM,0.0,0.0,33.80,0.0,0.0123,,,,,
873,01/04/19 01:03:56 PM,0.0,0.0,33.81,0.0,0.0123,,,,,
874,01/04/19 01:04:06 PM,0.0,0.0,33.82,0.0,0.0123,,,,,
875,01/04/19 01:04:16 PM,0.0,0.0,33.81,0.0,0.0123,,,,,
876,01/04/19 01:04:26 PM,0.0,0.0,33.81,0.0,0.0123,,,,,
877,01/04/19 01:04:36 PM,0.0,0.0,33.82,0.0,0.0123,,,,,
878,01/04/19 01:04:46 PM,0.0,0.0,33.82,0.0,0.0123,,,,,
879,01/04/19 01:04:56 PM,0.0,0.0,33.83,0.0,0.0123,,,,,
880,01/04/19 01:05:06 PM,0.0,0.0,33.86,0.0,0.0123,,,,,
881,01/04/19 01:05:16 PM,0.0,0.0,33.87,0.0,0.0123,,,,,
882,01/04/19 01:05:26 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
883,01/04/19 01:05:36 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
884,01/04/19 01:05:46 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
885,01/04/19 01:05:56 PM,0.0,0.0,33.87,0.0,0.0123,,,,,
886,01/04/19 01:06:06 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
887,01/04/19 01:06:16 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
888,01/04/19 01:06:26 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
889,01/04/19 01:06:36 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
890,01/04/19 01:06:46 PM,0.0,0.0,33.90,0.0,0.0123,,,,,
891,01/04/19 01:06:56 PM,0.0,0.0,33.90,0.0,0.0123,,,,,
892,01/04/19 01:07:06 PM,0.0,0.0,33.92,0.0,0.0123,,,,,
893,01/04/19 01:07:16 PM,0.0,0.0,33.87,0.0,0.0123,,,,,
894,01/04/19 01:07:26 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
895,01/04/19 01:07:36 PM,0.0,0.0,33.90,0.0,0.0123,,,,,
896,01/04/19 01:07:46 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
897,01/04/19 01:07:56 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
898,01/04/19 01:08:06 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
899,01/04/19 01:08:16 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
900,01/04/19 01:08:26 PM,0.0,0.0,33.90,0.0,0.0123,,,,,
901,01/04/19 01:08:36 PM,0.0,0.0,33.91,0.0,0.0123,,,,,
902,01/04/19 01:08:46 PM,0.0,0.0,33.92,0.0,0.0123,,,,,
903,01/04/19 01:08:56 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
904,01/04/19 01:09:06 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
905,01/04/19 01:09:16 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
906,01/04/19 01:09:26 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
907,01/04/19 01:09:36 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
908,01/04/19 01:09:46 PM,0.0,0.0,33.88,0.0,0.0123,,,,,
909,01/04/19 01:09:56 PM,0.0,0.0,33.89,0.0,0.0123,,,,,
910,01/04/19 01:10:06 PM,0.0,0.0,33.87,0.0,0.0123,,,,,
911,01/04/19 01:10:16 PM,0.0,0.0,33.87,0.0,0.0123,,,,,
912,01/04/19 01:10:26 PM,0.0,0.0,33.86,0.0,0.0123,,,,,
913,01/04/19 01:10:36 PM,0.0,0.0,33.83,0.0,0.0123,,,,,
914,01/04/19 01:10:46 PM,0.0,0.0,33.82,0.0,0.0123,,,,,
915,01/04/19 01:10:56 PM,0.0,0.0,33.85,0.0,0.0123,,,,,
916,01/04/19 01:11:06 PM,0.0,0.0,33.86,0.0,0.0123,,,,,
917,01/04/19 01:11:16 PM,0.0,0.0,33.82,0.0,0.0123,,,,,
918,01/04/19 01:11:26 PM,0.0,0.0,33.78,0.0,0.0123,,,,,
919,01/04/19 01:11:36 PM,0.0,0.0,33.77,0.0,0.0123,,,,,
920,01/04/19 01:11:46 PM,0.0,0.0,33.39,0.0,0.0123,,,,,
921,01/04/19 01:11:56 PM,25099.7,39985.0,33.42,34134.9,21.4126,,,,,
922,01/04/19 01:12:06 PM,27625.3,42826.6,33.44,36559.1,23.1000,,,,,
923,01/04/19 01:12:16 PM,24530.1,39658.3,33.46,33837.1,21.2065,,,,,
924,01/04/19 01:12:26 PM,22424.7,33258.5,33.45,28369.5,17.4659,,,,,
925,01/04/19 01:12:36 PM,1106.7,504.6,33.44,429.3,0.2073,,,,,
926,01/04/19 01:12:46 PM,33232.5,54331.1,33.56,46337.8,30.0653,,,,,
927,01/04/19 01:12:56 PM,33232.5,54331.1,33.44,46439.7,30.1392,,,,,
928,01/04/19 01:13:06 PM,33232.5,54331.1,33.21,46632.4,30.2789,,,,,
929,01/04/19 01:13:16 PM,33232.5,54331.1,33.16,46677.6,30.3118,,,,,
930,01/04/19 01:13:26 PM,33232.5,54331.1,33.12,46714.7,30.3387,,,,,
931,01/04/19 01:13:36 PM,33232.5,54331.1,33.12,46718.8,30.3417,,,,,
932,01/04/19 01:13:46 PM,33232.5,54331.1,33.02,46805.5,30.4047,,,,,
933,01/04/19 01:13:56 PM,33232.5,54331.1,32.41,47319.4,30.7781,,,,,
934,01/04/19 01:14:06 PM,33232.5,54007.7,31.52,47797.6,31.1263,,,,,
935,01/04/19 01:14:16 PM,33232.5,53753.8,31.17,47878.4,31.1852,,,,,
936,01/04/19 01:14:26 PM,33232.5,53634.9,30.91,48002.3,31.2756,,,,,
937,01/04/19 01:14:36 PM,33232.5,53724.1,31.04,47973.2,31.2543,,,,,
938,01/04/19 01:14:46 PM,33232.5,53806.0,31.21,47902.9,31.2031,,,,,
939,01/04/19 01:14:56 PM,33232.5,54331.1,32.73,47075.5,30.6008,,,,,
940,01/04/19 01:15:06 PM,33232.5,54331.1,32.84,46987.9,30.5371,,,,,
941,01/04/19 01:15:16 PM,33232.5,54331.1,32.90,46942.0,30.5038,,,,,
942,01/04/19 01:15:26 PM,33232.5,54331.1,32.95,46904.6,30.4766,,,,,
943,01/04/19 01:15:36 PM,33232.5,54331.1,32.94,46917.0,30.4856,,,,,
944,01/04/19 01:15:46 PM,33232.5,54331.1,32.89,46962.7,30.5188,,,,,
945,01/04/19 01:15:56 PM,33232.5,54331.1,32.67,47150.5,30.6553,,,,,
946,01/04/19 01:16:06 PM,33232.5,54308.5,32.64,47160.0,30.6623,,,,,
947,01/04/19 01:16:16 PM,33232.5,54285.8,32.60,47177.9,30.6753,,,,,
948,01/04/19 01:16:26 PM,33232.5,54187.9,32.57,47121.8,30.6345,,,,,
949,01/04/19 01:16:36 PM,33232.5,54172.9,32.46,47205.2,30.6951,,,,,
950,01/04/19 01:16:46 PM,33232.5,54060.2,32.43,47135.9,30.6447,,,,,
951,01/04/19 01:16:56 PM,33232.5,53992.8,32.31,47182.0,30.6782,,,,,
952,01/04/19 01:17:06 PM,33232.5,53962.8,32.23,47227.2,30.7111,,,,,
953,01/04/19 01:17:16 PM,33232.5,53985.3,32.19,47284.9,30.7531,,,,,
954,01/04/19 01:17:26 PM,33232.5,53791.1,32.02,47262.0,30.7364,,,,,
955,01/04/19 01:17:36 PM,33232.5,53776.2,31.95,47312.3,30.7730,,,,,
956,01/04/19 01:17:46 PM,0.0,0.0,31.94,0.0,0.0123,,,,,
957,01/04/19 01:17:56 PM,33232.5,53346.4,32.10,46815.2,30.4117,,,,,
958,01/04/19 01:18:06 PM,33232.5,53405.4,32.13,46846.1,30.4341,,,,,
959,01/04/19 01:18:16 PM,33232.5,53449.7,32.23,46805.4,30.4045,,,,,
960,01/04/19 01:18:26 PM,33232.5,53390.6,32.21,46774.2,30.3819,,,,,
961,01/04/19 01:18:36 PM,33232.5,53442.3,32.41,46656.9,30.2967,,,,,
962,01/04/19 01:18:46 PM,33232.5,53479.3,32.40,46701.7,30.3293,,,,,
963,01/04/19 01:18:56 PM,33232.5,53405.4,32.39,46649.3,30.2913,,,,,
964,01/04/19 01:19:06 PM,33232.5,53390.6,32.50,46549.1,30.2185,,,,,
965,01/04/19 01:19:16 PM,33232.5,53508.9,32.48,46673.3,30.3086,,,,,
966,01/04/19 01:19:26 PM,33232.5,54331.1,32.47,47405.5,30.8408,,,,,
967,01/04/19 01:19:36 PM,33232.5,52790.1,32.33,46175.6,29.9477,,,,,
968,01/04/19 01:19:46 PM,33232.5,53147.9,32.06,46718.7,30.3416,,,,,
969,01/04/19 01:19:56 PM,33232.5,52928.4,32.02,46562.6,30.2283,,,,,
970,01/04/19 01:20:06 PM,33232.5,53045.3,32.06,46636.4,30.2819,,,,,
971,01/04/19 01:20:16 PM,33232.5,52986.8,32.08,46572.2,30.2353,,,,,
972,01/04/19 01:20:26 PM,33232.5,53067.3,32.22,46530.5,30.2050,,,,,
973,01/04/19 01:20:36 PM,33232.5,53023.4,32.26,46462.7,30.1559,,,,,
974,01/04/19 01:20:46 PM,33232.5,53045.3,32.29,46461.1,30.1547,,,,,
975,01/04/19 01:20:56 PM,33232.5,53045.3,32.30,46456.9,30.1516,,,,,
976,01/04/19 01:21:06 PM,33232.5,52964.9,32.30,46390.3,30.1033,,,,,
977,01/04/19 01:21:16 PM,33232.5,52957.6,32.31,46379.7,30.0956,,,,,
978,01/04/19 01:21:26 PM,33232.5,52928.4,32.34,46333.2,30.0619,,,,,
979,01/04/19 01:21:36 PM,33232.5,52928.4,32.33,46345.5,30.0709,,,,,
980,01/04/19 01:21:46 PM,33232.5,52921.1,32.33,46343.2,30.0692,,,,,
981,01/04/19 01:21:56 PM,33232.5,52972.2,32.33,46392.1,30.1047,,,,,
982,01/04/19 01:22:06 PM,33232.5,52870.1,32.38,46265.1,30.0126,,,,,
983,01/04/19 01:22:16 PM,33232.5,52870.1,32.39,46260.9,30.0095,,,,,
984,01/04/19 01:22:26 PM,33232.5,52884.7,32.43,46244.8,29.9978,,,,,
985,01/04/19 01:22:36 PM,33232.5,52841.0,32.45,46194.0,29.9610,,,,,
986,01/04/19 01:22:46 PM,33232.5,52768.3,32.47,46117.8,29.9058,,,,,
987,01/04/19 01:22:56 PM,33232.5,52768.3,32.46,46130.0,29.9147,,,,,
988,01/04/19 01:23:06 PM,33232.5,52739.2,32.47,46100.3,29.8932,,,,,
989,01/04/19 01:23:16 PM,33232.5,52739.2,32.47,46104.3,29.8961,,,,,
990,01/04/19 01:23:26 PM,33232.5,52775.6,32.45,46156.7,29.9340,,,,,
991,01/04/19 01:23:36 PM,33232.5,52790.1,32.46,46165.3,29.9402,,,,,
992,01/04/19 01:23:46 PM,33232.5,52695.7,32.45,46094.7,29.8891,,,,,
993,01/04/19 01:23:56 PM,33232.5,52732.0,32.45,46130.5,29.9151,,,,,
994,01/04/19 01:24:06 PM,33232.5,52710.2,32.46,46107.2,29.8982,,,,,
995,01/04/19 01:24:16 PM,33232.5,52666.7,32.46,46073.0,29.8734,,,,,
996,01/04/19 01:24:26 PM,33232.5,52717.5,32.46,46121.7,29.9086,,,,,
997,01/04/19 01:24:36 PM,33232.5,52724.7,32.50,46099.1,29.8923,,,,,
998,01/04/19 01:24:46 PM,33232.5,52645.0,32.52,46016.8,29.8327,,,,,
999,01/04/19 01:24:56 PM,33232.5,52659.5,32.50,46049.9,29.8567,,,,,
1000,01/04/19 01:25:06 PM,33232.5,52688.4,32.49,46087.5,29.8839,,,,,
1001,01/04/19 01:25:16 PM,33232.5,52608.8,32.47,46038.1,29.8481,,,,,
1002,01/04/19 01:25:26 PM,33232.5,52579.8,32.52,45975.6,29.8029,,,,,
1003,01/04/19 01:25:36 PM,33232.5,52681.2,32.56,46035.8,29.8465,,,,,
1004,01/04/19 01:25:46 PM,33232.5,52587.1,32.45,46047.5,29.8549,,,,,
1005,01/04/19 01:25:56 PM,33232.5,52652.2,32.52,46051.2,29.8576,,,,,
1006,01/04/19 01:26:06 PM,33232.5,52623.2,32.50,46046.2,29.8539,,,,,
1007,01/04/19 01:26:16 PM,33232.5,52652.2,32.45,46116.7,29.9050,,,,,
1008,01/04/19 01:26:26 PM,33232.5,52550.9,32.42,46056.3,29.8613,,,,,
1009,01/04/19 01:26:36 PM,33232.5,52536.5,32.39,46072.3,29.8729,,,,,
1010,01/04/19 01:26:46 PM,33232.5,52485.9,32.16,46221.4,29.9809,,,,,
1011,01/04/19 01:26:56 PM,33232.5,52457.1,32.20,46166.9,29.9414,,,,,
1012,01/04/19 01:27:06 PM,33232.5,52298.8,32.23,46006.5,29.8252,,,,,
1013,01/04/19 01:27:16 PM,33232.5,52377.9,32.26,46055.6,29.8608,,,,,
1014,01/04/19 01:27:26 PM,33232.5,52349.1,32.42,45902.8,29.7502,,,,,
1015,01/04/19 01:27:36 PM,33232.5,52341.9,32.41,45908.7,29.7544,,,,,
1016,01/04/19 01:27:46 PM,33232.5,52219.9,32.37,45838.0,29.7032,,,,,
1017,01/04/19 01:27:56 PM,33232.5,52148.4,32.37,45779.0,29.6606,,,,,
1018,01/04/19 01:28:06 PM,33232.5,52248.6,32.38,45863.1,29.7214,,,,,
1019,01/04/19 01:28:16 PM,33232.5,53672.0,32.45,47062.1,30.5910,,,,,
1020,01/04/19 01:28:26 PM,33232.5,54316.0,32.41,47666.8,31.0311,,,,,
1021,01/04/19 01:28:36 PM,33232.5,54105.2,32.25,47621.1,30.9978,,,,,
1022,01/04/19 01:28:46 PM,33232.5,54331.1,32.33,47756.5,31.0964,,,,,
1023,01/04/19 01:28:56 PM,33232.5,54331.1,32.34,47752.1,31.0932,,,,,
1024,01/04/19 01:29:06 PM,33232.5,54331.1,32.47,47645.7,31.0157,,,,,
1025,01/04/19 01:29:16 PM,33232.5,54331.1,32.47,47649.9,31.0187,,,,,
1026,01/04/19 01:29:26 PM,33232.5,54233.1,32.38,47644.1,31.0145,,,,,
1027,01/04/19 01:29:36 PM,33232.5,51686.2,32.21,45541.5,29.4887,,,,,
1028,01/04/19 01:29:46 PM,33232.5,51594.5,32.05,45594.8,29.5273,,,,,
1029,01/04/19 01:29:56 PM,33232.5,51573.3,31.99,45629.1,29.5521,,,,,
1030,01/04/19 01:30:06 PM,33232.5,51453.7,31.79,45690.8,29.5967,,,,,
1031,01/04/19 01:30:16 PM,33232.5,51404.6,31.73,45700.4,29.6036,,,,,
1032,01/04/19 01:30:26 PM,33232.5,51264.5,31.62,45669.8,29.5816,,,,,
1033,01/04/19 01:30:36 PM,33232.5,51686.2,31.60,46067.2,29.8692,,,,,
1034,01/04/19 01:30:46 PM,33232.5,51481.8,31.53,45946.5,29.7818,,,,,
1035,01/04/19 01:30:56 PM,33232.5,51622.7,31.46,46134.9,29.9182,,,,,
1036,01/04/19 01:31:06 PM,33232.5,51580.4,31.39,46159.4,29.9359,,,,,
1037,01/04/19 01:31:16 PM,33232.5,51453.7,31.25,46166.5,29.9411,,,,,
1038,01/04/19 01:31:26 PM,33232.5,51481.8,31.24,46204.2,29.9684,,,,,
1039,01/04/19 01:31:36 PM,33232.5,51362.5,31.28,46067.4,29.8693,,,,,
1040,01/04/19 01:31:46 PM,33232.5,51509.9,31.34,46153.8,29.9319,,,,,
1041,01/04/19 01:31:56 PM,33232.5,51488.8,31.44,46055.5,29.8607,,,,,
1042,01/04/19 01:32:06 PM,33232.5,51467.8,31.51,45982.5,29.8078,,,,,
1043,01/04/19 01:32:16 PM,33232.5,51488.8,31.58,45947.2,29.7823,,,,,
1044,01/04/19 01:32:26 PM,33232.5,51545.1,31.67,45927.0,29.7677,,,,,
1045,01/04/19 01:32:36 PM,33232.5,51411.6,31.69,45795.2,29.6722,,,,,
1046,01/04/19 01:32:46 PM,33232.5,51460.7,31.77,45777.0,29.6591,,,,,
1047,01/04/19 01:32:56 PM,33232.5,51334.5,31.85,45602.7,29.5330,,,,,
1048,01/04/19 01:33:06 PM,33232.5,51306.5,31.82,45606.3,29.5356,,,,,
1049,01/04/19 01:33:16 PM,33232.5,51201.6,31.73,45590.5,29.5242,,,,,
1050,01/04/19 01:33:26 PM,33232.5,51131.9,31.70,45556.8,29.4998,,,,,
1051,01/04/19 01:33:36 PM,33232.5,51048.4,31.65,45527.2,29.4784,,,,,
1052,01/04/19 01:33:46 PM,33232.5,51271.5,31.62,45755.4,29.6435,,,,,
1053,01/04/19 01:33:56 PM,33232.5,51062.3,31.54,45638.0,29.5585,,,,,
1054,01/04/19 01:34:06 PM,33232.5,50999.8,31.42,45684.8,29.5924,,,,,
1055,01/04/19 01:34:16 PM,33232.5,51020.6,31.43,45699.2,29.6028,,,,,
1056,01/04/19 01:34:26 PM,33232.5,51076.2,31.45,45736.6,29.6299,,,,,
1057,01/04/19 01:34:36 PM,33232.5,51006.7,31.44,45686.4,29.5935,,,,,
1058,01/04/19 01:34:46 PM,33232.5,50916.6,31.42,45625.9,29.5498,,,,,
1059,01/04/19 01:34:56 PM,33232.5,50916.6,31.41,45638.1,29.5586,,,,,
1060,01/04/19 01:35:06 PM,33232.5,50833.5,31.34,45625.1,29.5492,,,,,
1061,01/04/19 01:35:16 PM,33232.5,50812.8,31.25,45684.9,29.5924,,,,,
1062,01/04/19 01:35:26 PM,33232.5,50668.0,31.11,45674.1,29.5847,,,,,
1063,01/04/19 01:35:36 PM,33232.5,50613.0,31.00,45719.6,29.6176,,,,,
1064,01/04/19 01:35:46 PM,33232.5,50496.4,30.86,45734.4,29.6283,,,,,
1065,01/04/19 01:35:56 PM,33232.5,50421.1,30.84,45686.6,29.5937,,,,,
1066,01/04/19 01:36:06 PM,33232.5,50393.8,30.86,45649.1,29.5666,,,,,
1067,01/04/19 01:36:16 PM,33232.5,50352.8,30.73,45724.1,29.6208,,,,,
1068,01/04/19 01:36:26 PM,33232.5,50223.4,30.69,45643.6,29.5626,,,,,
1069,01/04/19 01:36:36 PM,33232.5,50216.6,30.66,45666.3,29.5790,,,,,
1070,01/04/19 01:36:46 PM,33232.5,50182.6,30.67,45630.9,29.5534,,,,,
1071,01/04/19 01:36:56 PM,33232.5,50114.8,30.73,45523.2,29.4755,,,,,
1072,01/04/19 01:37:06 PM,33232.5,50121.6,30.81,45466.9,29.4348,,,,,
1073,01/04/19 01:37:16 PM,33232.5,50094.4,30.83,45429.5,29.4078,,,,,
1074,01/04/19 01:37:26 PM,33232.5,50135.1,30.82,45478.8,29.4434,,,,,
1075,01/04/19 01:37:36 PM,33232.5,50298.3,31.32,45218.5,29.2553,,,,,
1076,01/04/19 01:37:46 PM,33232.5,50277.8,31.35,45179.3,29.2271,,,,,
1077,01/04/19 01:37:56 PM,33232.5,50352.8,31.54,45095.6,29.1667,,,,,
1078,01/04/19 01:38:06 PM,33232.5,50311.9,31.65,44973.4,29.0785,,,,,
1079,01/04/19 01:38:16 PM,33232.5,50250.6,31.71,44873.8,29.0066,,,,,
1080,01/04/19 01:38:26 PM,33232.5,50647.4,31.77,45184.3,29.2307,,,,,
1081,01/04/19 01:38:36 PM,33232.5,50736.9,31.77,45268.3,29.2913,,,,,
1082,01/04/19 01:38:46 PM,33232.5,50674.9,31.64,45322.8,29.3307,,,,,
1083,01/04/19 01:38:56 PM,33232.5,50619.9,31.67,45252.8,29.2802,,,,,
1084,01/04/19 01:39:06 PM,33232.5,50537.5,31.26,45519.0,29.4725,,,,,
1085,01/04/19 01:39:16 PM,33232.5,50400.6,30.97,45638.9,29.5592,,,,,
1086,01/04/19 01:39:26 PM,33232.5,50380.1,31.09,45524.8,29.4767,,,,,
1087,01/04/19 01:39:36 PM,33232.5,50257.4,30.82,45641.3,29.5609,,,,,
1088,01/04/19 01:39:46 PM,33232.5,50599.3,31.12,45706.5,29.6081,,,,,
1089,01/04/19 01:39:56 PM,33232.5,50571.8,31.24,45586.2,29.5210,,,,,
1090,01/04/19 01:40:06 PM,33232.5,50599.3,31.23,45623.2,29.5479,,,,,
1091,01/04/19 01:40:16 PM,33232.5,50421.1,31.25,45449.5,29.4223,,,,,
1092,01/04/19 01:40:26 PM,33232.5,50400.6,31.14,45525.7,29.4773,,,,,
1093,01/04/19 01:40:36 PM,33232.5,50250.6,31.08,45443.2,29.4177,,,,,
1094,01/04/19 01:40:46 PM,33232.5,50250.6,31.03,45488.5,29.4504,,,,,
1095,01/04/19 01:40:56 PM,33232.5,50264.2,31.03,45504.8,29.4622,,,,,
1096,01/04/19 01:41:06 PM,33232.5,50209.8,31.00,45484.1,29.4473,,,,,
1097,01/04/19 01:41:16 PM,33232.5,50114.8,31.01,45393.5,29.3818,,,,,
1098,01/04/19 01:41:26 PM,33232.5,50108.0,31.01,45391.2,29.3802,,,,,
1099,01/04/19 01:41:36 PM,33232.5,49932.2,30.98,45260.2,29.2855,,,,,
1100,01/04/19 01:41:46 PM,33232.5,49891.7,30.73,45433.8,29.4109,,,,,
1101,01/04/19 01:41:56 PM,33232.5,49905.2,30.72,45458.3,29.4286,,,,,
1102,01/04/19 01:42:06 PM,33232.5,50503.2,30.68,46042.1,29.8510,,,,,
1103,01/04/19 01:42:16 PM,33232.5,50373.3,30.73,45885.4,29.7375,,,,,
1104,01/04/19 01:42:26 PM,33232.5,50441.6,30.73,45951.7,29.7856,,,,,
1105,01/04/19 01:42:36 PM,33232.5,50346.0,30.72,45876.7,29.7313,,,,,
1106,01/04/19 01:42:46 PM,33232.5,50332.4,30.75,45843.2,29.7070,,,,,
1107,01/04/19 01:42:56 PM,33232.5,50128.3,30.68,45719.1,29.6172,,,,,
1108,01/04/19 01:43:06 PM,33232.5,50101.2,30.67,45706.6,29.6082,,,,,
1109,01/04/19 01:43:16 PM,33232.5,50026.7,30.66,45650.8,29.5678,,,,,
1110,01/04/19 01:43:26 PM,33232.5,50026.7,30.68,45638.0,29.5586,,,,,
1111,01/04/19 01:43:36 PM,33232.5,49992.9,30.65,45636.1,29.5571,,,,,
1112,01/04/19 01:43:46 PM,33232.5,49999.7,30.68,45621.2,29.5464,,,,,
1113,01/04/19 01:43:56 PM,33232.5,50047.0,30.66,45685.1,29.5926,,,,,
1114,01/04/19 01:44:06 PM,33232.5,49952.4,30.69,45577.5,29.5148,,,,,
1115,01/04/19 01:44:16 PM,33232.5,50020.0,30.72,45618.3,29.5443,,,,,
1116,01/04/19 01:44:26 PM,33232.5,49979.4,30.72,45585.1,29.5203,,,,,
1117,01/04/19 01:44:36 PM,33232.5,50026.7,30.69,45657.3,29.5725,,,,,
1118,01/04/19 01:44:46 PM,33232.5,50033.5,30.74,45625.8,29.5497,,,,,
1119,01/04/19 01:44:56 PM,33232.5,50026.7,30.69,45665.1,29.5782,,,,,
1120,01/04/19 01:45:06 PM,33232.5,49938.9,30.72,45563.8,29.5048,,,,,
1121,01/04/19 01:45:16 PM,33232.5,49858.0,30.71,45502.0,29.4602,,,,,
1122,01/04/19 01:45:26 PM,33232.5,51502.9,30.68,47036.9,30.5728,,,,,
1123,01/04/19 01:45:36 PM,33232.5,52034.1,30.66,47544.8,30.9422,,,,,
1124,01/04/19 01:45:46 PM,33232.5,52019.8,30.66,47535.8,30.9356,,,,,
1125,01/04/19 01:45:56 PM,33232.5,51998.5,30.65,47529.0,30.9307,,,,,
1126,01/04/19 01:46:06 PM,33232.5,51984.2,30.73,47450.7,30.8737,,,,,
1127,01/04/19 01:46:16 PM,33232.5,51913.1,30.71,47407.0,30.8419,,,,,
1128,01/04/19 01:46:26 PM,33232.5,52134.1,30.74,47587.4,30.9732,,,,,
1129,01/04/19 01:46:36 PM,33232.5,53412.8,30.68,48815.3,31.8693,,,,,
1130,01/04/19 01:46:46 PM,33232.5,53597.8,30.71,48962.3,31.9768,,,,,
1131,01/04/19 01:46:56 PM,33232.5,52507.6,30.74,47941.6,31.2314,,,,,
1132,01/04/19 01:47:06 PM,33232.5,52291.7,30.67,47809.1,31.1347,,,,,
1133,01/04/19 01:47:16 PM,33232.5,52177.0,30.66,47716.8,31.0675,,,,,
1134,01/04/19 01:47:26 PM,33232.5,52212.8,30.72,47701.5,31.0563,,,,,
1135,01/04/19 01:47:36 PM,33232.5,52688.4,30.69,48167.6,31.3962,,,,,
