	"Date Time, GMT-10:00"	"Low Range, ?S/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>100)"	"High Range, ?S/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)"	"Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"	"Specific Conductance, ?S/cm (LGR S/N: 20494739)"	"Salinity, ppt (LGR S/N: 20494739)"
45	1/6/2019 8:05	0	0	24.38	0	0.0123
46	1/6/2019 8:05	0	0	24.35	0	0.0123
47	1/6/2019 8:05	0	0	24.29	0	0.0123
48	1/6/2019 8:05	0	0	24.25	0	0.0123
49	1/6/2019 8:06	0	0	24.3	0	0.0123
50	1/6/2019 8:06	0	0	24.24	0	0.0123
51	1/6/2019 8:06	0	0	24.25	0	0.0123
52	1/6/2019 8:06	0	0	24.26	0	0.0123
53	1/6/2019 8:07	0	0	24.27	0	0.0123
54	1/6/2019 8:07	0	0	24.26	0	0.0123
55	1/6/2019 8:07	0	0	24.25	0	0.0123
56	1/6/2019 8:07	0	0	24.21	0	0.0123
57	1/6/2019 8:08	0	0	24.47	0	0.0123
58	1/6/2019 8:08	0	0	24.49	0	0.0123
59	1/6/2019 8:08	0	0	24.49	0	0.0123
60	1/6/2019 8:08	0	0	24.49	0	0.0123
61	1/6/2019 8:09	0	0	24.5	0	0.0123
62	1/6/2019 8:09	0	0	24.51	0	0.0123
63	1/6/2019 8:09	0	0	24.62	0	0.0123
64	1/6/2019 8:09	0	0	24.6	0	0.0123
65	1/6/2019 8:10	0	0	24.59	0	0.0123
66	1/6/2019 8:10	0	0	24.59	0	0.0123
67	1/6/2019 8:10	0	0	24.6	0	0.0123
68	1/6/2019 8:10	0	0	24.62	0	0.0123
69	1/6/2019 8:11	0	0	24.64	0	0.0123
70	1/6/2019 8:11	0	0	24.65	0	0.0123
71	1/6/2019 8:11	0	0	24.66	0	0.0123
72	1/6/2019 8:11	0	0	24.67	0	0.0123
73	1/6/2019 8:12	0	0	24.68	0	0.0123
74	1/6/2019 8:12	0	0	24.71	0	0.0123
75	1/6/2019 8:12	0	0	24.72	0	0.0123
76	1/6/2019 8:12	0	0	24.72	0	0.0123
77	1/6/2019 8:13	0	0	24.74	0	0.0123
78	1/6/2019 8:13	0	0	24.74	0	0.0123
79	1/6/2019 8:13	0	0	24.76	0	0.0123
80	1/6/2019 8:13	0	0	24.77	0	0.0123
81	1/6/2019 8:14	0	0	24.79	0	0.0123
82	1/6/2019 8:14	0	0	24.8	0	0.0123
83	1/6/2019 8:14	0	0	24.81	0	0.0123
84	1/6/2019 8:14	0	0	24.82	0	0.0123
85	1/6/2019 8:15	0	0	24.83	0	0.0123
86	1/6/2019 8:15	0	0	24.84	0	0.0123
87	1/6/2019 8:15	0	0	24.85	0	0.0123
88	1/6/2019 8:15	0	0	24.87	0	0.0123
89	1/6/2019 8:16	0	0	24.88	0	0.0123
90	1/6/2019 8:16	0	0	24.88	0	0.0123
91	1/6/2019 8:16	0	0	24.89	0	0.0123
92	1/6/2019 8:16	0	0	24.9	0	0.0123
93	1/6/2019 8:17	0	0	24.91	0	0.0123
94	1/6/2019 8:17	0	0	24.92	0	0.0123
95	1/6/2019 8:17	0	0	24.93	0	0.0123
96	1/6/2019 8:17	0	0	24.93	0	0.0123
97	1/6/2019 8:18	0	0	24.95	0	0.0123
98	1/6/2019 8:18	0	0	24.96	0	0.0123
99	1/6/2019 8:18	0	0	24.97	0	0.0123
100	1/6/2019 8:18	0	0	24.97	0	0.0123
101	1/6/2019 8:19	0	0	24.98	0	0.0123
102	1/6/2019 8:19	0	0	24.98	0	0.0123
103	1/6/2019 8:19	0	0	25	0	0.0123
104	1/6/2019 8:19	0	0	25.01	0	0.0123
105	1/6/2019 8:20	0	0	25.01	0	0.0123
106	1/6/2019 8:20	0	0	25.03	0	0.0123
107	1/6/2019 8:20	0	0	25.04	0	0.0123
108	1/6/2019 8:20	0	0	25.05	0	0.0123
109	1/6/2019 8:21	0	0	25.05	0	0.0123
110	1/6/2019 8:21	0	0	25.05	0	0.0123
111	1/6/2019 8:21	0	0	25.06	0	0.0123
112	1/6/2019 8:21	0	0	25.07	0	0.0123
113	1/6/2019 8:22	0	0	25.07	0	0.0123
114	1/6/2019 8:22	0	0	25.08	0	0.0123
115	1/6/2019 8:22	0	0	25.08	0	0.0123
116	1/6/2019 8:22	0	0	25.09	0	0.0123
117	1/6/2019 8:23	0	0	25.09	0	0.0123
118	1/6/2019 8:23	0	0	25.11	0	0.0123
119	1/6/2019 8:23	0	0	25.11	0	0.0123
120	1/6/2019 8:23	0	0	25.12	0	0.0123
121	1/6/2019 8:24	0	0	25.13	0	0.0123
122	1/6/2019 8:24	0	0	25.14	0	0.0123
123	1/6/2019 8:24	0	0	25.13	0	0.0123
124	1/6/2019 8:24	0	0	25.14	0	0.0123
125	1/6/2019 8:25	0	0	25.15	0	0.0123
126	1/6/2019 8:25	0	0	25.15	0	0.0123
127	1/6/2019 8:25	0	0	25.15	0	0.0123
128	1/6/2019 8:25	0	0	25.15	0	0.0123
129	1/6/2019 8:26	0	0	25.16	0	0.0123
130	1/6/2019 8:26	0	0	25.16	0	0.0123
131	1/6/2019 8:26	0	0	25.17	0	0.0123
132	1/6/2019 8:26	0	0	25.17	0	0.0123
133	1/6/2019 8:27	0	0	25.18	0	0.0123
134	1/6/2019 8:27	0	0	25.18	0	0.0123
135	1/6/2019 8:27	0	0	25.2	0	0.0123
136	1/6/2019 8:27	0	0	25.2	0	0.0123
137	1/6/2019 8:28	0	0	25.2	0	0.0123
138	1/6/2019 8:28	0	0	25.2	0	0.0123
139	1/6/2019 8:28	0	0	25.21	0	0.0123
140	1/6/2019 8:28	0	0	25.2	0	0.0123
141	1/6/2019 8:29	0	0	25.22	0	0.0123
142	1/6/2019 8:29	0	0	25.22	0	0.0123
143	1/6/2019 8:29	0	0	25.22	0	0.0123
144	1/6/2019 8:29	0	0	25.22	0	0.0123
145	1/6/2019 8:30	0	0	25.22	0	0.0123
146	1/6/2019 8:30	0	0	25.23	0	0.0123
147	1/6/2019 8:30	0	0	25.23	0	0.0123
148	1/6/2019 8:30	0	0	25.23	0	0.0123
149	1/6/2019 8:31	0	0	25.24	0	0.0123
150	1/6/2019 8:31	0	0	25.24	0	0.0123
151	1/6/2019 8:31	0	0	25.24	0	0.0123
152	1/6/2019 8:31	0	0	25.25	0	0.0123
153	1/6/2019 8:32	0	0	25.25	0	0.0123
154	1/6/2019 8:32	0	0	25.26	0	0.0123
155	1/6/2019 8:32	0	0	25.26	0	0.0123
156	1/6/2019 8:32	0	0	25.26	0	0.0123
157	1/6/2019 8:33	0	0	25.28	0	0.0123
158	1/6/2019 8:33	0	0	25.28	0	0.0123
159	1/6/2019 8:33	0	0	25.29	0	0.0123
160	1/6/2019 8:33	0	0	25.29	0	0.0123
161	1/6/2019 8:34	0	0	25.29	0	0.0123
162	1/6/2019 8:34	0	0	25.31	0	0.0123
163	1/6/2019 8:34	0	0	25.33	0	0.0123
164	1/6/2019 8:34	0	0	25.36	0	0.0123
165	1/6/2019 8:35	0	0	25.37	0	0.0123
166	1/6/2019 8:35	0	0	25.37	0	0.0123
167	1/6/2019 8:35	0	0	25.37	0	0.0123
168	1/6/2019 8:35	0	0	25.37	0	0.0123
169	1/6/2019 8:36	0	0	25.36	0	0.0123
170	1/6/2019 8:36	0	0	25.37	0	0.0123
171	1/6/2019 8:36	0	0	25.37	0	0.0123
172	1/6/2019 8:36	0	0	25.37	0	0.0123
173	1/6/2019 8:37	0	0	25.37	0	0.0123
174	1/6/2019 8:37	0	0	25.38	0	0.0123
175	1/6/2019 8:37	0	0	25.39	0	0.0123
176	1/6/2019 8:37	0	0	25.4	0	0.0123
177	1/6/2019 8:38	0	0	25.4	0	0.0123
178	1/6/2019 8:38	0	0	25.41	0	0.0123
179	1/6/2019 8:38	0	0	25.41	0	0.0123
180	1/6/2019 8:38	0	0	25.42	0	0.0123
181	1/6/2019 8:39	0	0	25.44	0	0.0123
182	1/6/2019 8:39	0	0	25.45	0	0.0123
183	1/6/2019 8:39	0	0	25.46	0	0.0123
184	1/6/2019 8:39	0	0	25.47	0	0.0123
185	1/6/2019 8:40	0	0	25.48	0	0.0123
186	1/6/2019 8:40	0	0	25.48	0	0.0123
187	1/6/2019 8:40	0	0	25.49	0	0.0123
188	1/6/2019 8:40	0	0	25.5	0	0.0123
189	1/6/2019 8:41	0	0	25.5	0	0.0123
190	1/6/2019 8:41	0	0	25.52	0	0.0123
191	1/6/2019 8:41	0	0	25.52	0	0.0123
192	1/6/2019 8:41	0	0	25.53	0	0.0123
193	1/6/2019 8:42	0	0	25.53	0	0.0123
194	1/6/2019 8:42	0	0	25.53	0	0.0123
195	1/6/2019 8:42	0	0	25.53	0	0.0123
196	1/6/2019 8:42	0	0	25.54	0	0.0123
197	1/6/2019 8:43	0	0	25.54	0	0.0123
198	1/6/2019 8:43	0	0	25.55	0	0.0123
199	1/6/2019 8:43	0	0	25.55	0	0.0123
200	1/6/2019 8:43	0	0	25.55	0	0.0123
201	1/6/2019 8:44	0	0	25.56	0	0.0123
202	1/6/2019 8:44	0	0	25.56	0	0.0123
203	1/6/2019 8:44	0	0	25.57	0	0.0123
204	1/6/2019 8:44	0	0	25.57	0	0.0123
205	1/6/2019 8:45	0	0	25.57	0	0.0123
206	1/6/2019 8:45	0	0	25.58	0	0.0123
207	1/6/2019 8:45	0	0	25.58	0	0.0123
208	1/6/2019 8:45	0	0	25.58	0	0.0123
209	1/6/2019 8:46	0	0	25.59	0	0.0123
210	1/6/2019 8:46	0	0	25.59	0	0.0123
211	1/6/2019 8:46	0	0	25.59	0	0.0123
212	1/6/2019 8:46	0	0	25.59	0	0.0123
213	1/6/2019 8:47	0	0	25.61	0	0.0123
214	1/6/2019 8:47	0	0	25.61	0	0.0123
215	1/6/2019 8:47	0	0	25.62	0	0.0123
216	1/6/2019 8:47	0	0	25.62	0	0.0123
217	1/6/2019 8:48	0	0	25.62	0	0.0123
218	1/6/2019 8:48	0	0	25.63	0	0.0123
219	1/6/2019 8:48	0	0	25.63	0	0.0123
220	1/6/2019 8:48	0	0	25.63	0	0.0123
221	1/6/2019 8:49	0	0	25.63	0	0.0123
222	1/6/2019 8:49	0	0	25.63	0	0.0123
223	1/6/2019 8:49	0	0	25.64	0	0.0123
224	1/6/2019 8:49	0	0	25.64	0	0.0123
225	1/6/2019 8:50	0	0	25.64	0	0.0123
226	1/6/2019 8:50	0	0	25.64	0	0.0123
227	1/6/2019 8:50	0	0	25.65	0	0.0123
228	1/6/2019 8:50	0	0	25.65	0	0.0123
229	1/6/2019 8:51	0	0	25.65	0	0.0123
230	1/6/2019 8:51	0	0	25.66	0	0.0123
231	1/6/2019 8:51	0	0	25.66	0	0.0123
232	1/6/2019 8:51	0	0	25.66	0	0.0123
233	1/6/2019 8:52	0	0	25.67	0	0.0123
234	1/6/2019 8:52	0	0	25.66	0	0.0123
235	1/6/2019 8:52	0	0	25.67	0	0.0123
236	1/6/2019 8:52	0	0	25.66	0	0.0123
237	1/6/2019 8:53	0	0	25.66	0	0.0123
238	1/6/2019 8:53	0	0	25.66	0	0.0123
239	1/6/2019 8:53	0	0	25.66	0	0.0123
240	1/6/2019 8:53	0	0	25.66	0	0.0123
241	1/6/2019 8:54	0	0	25.66	0	0.0123
242	1/6/2019 8:54	0	0	25.65	0	0.0123
243	1/6/2019 8:54	0	0	25.65	0	0.0123
244	1/6/2019 8:54	0	0	25.65	0	0.0123
245	1/6/2019 8:55	0	0	25.65	0	0.0123
246	1/6/2019 8:55	0	0	25.65	0	0.0123
247	1/6/2019 8:55	0	0	25.65	0	0.0123
248	1/6/2019 8:55	0	0	25.65	0	0.0123
249	1/6/2019 8:56	0	0	25.64	0	0.0123
250	1/6/2019 8:56	0	0	25.64	0	0.0123
251	1/6/2019 8:56	0	0	25.65	0	0.0123
252	1/6/2019 8:56	0	0	25.65	0	0.0123
253	1/6/2019 8:57	0	0	25.65	0	0.0123
254	1/6/2019 8:57	0	0	25.65	0	0.0123
255	1/6/2019 8:57	0	0	25.65	0	0.0123
256	1/6/2019 8:57	0	0	25.64	0	0.0123
257	1/6/2019 8:58	0	0	25.65	0	0.0123
258	1/6/2019 8:58	0	0	25.65	0	0.0123
259	1/6/2019 8:58	0	0	25.65	0	0.0123
260	1/6/2019 8:58	0	0	25.65	0	0.0123
261	1/6/2019 8:59	0	0	25.65	0	0.0123
262	1/6/2019 8:59	0	0	25.65	0	0.0123
263	1/6/2019 8:59	0	0	25.65	0	0.0123
264	1/6/2019 8:59	0	0	25.65	0	0.0123
265	1/6/2019 9:00	0	0	25.65	0	0.0123
266	1/6/2019 9:00	0	0	25.65	0	0.0123
267	1/6/2019 9:00	0	0	25.65	0	0.0123
268	1/6/2019 9:00	0	0	25.65	0	0.0123
269	1/6/2019 9:01	0	0	25.65	0	0.0123
270	1/6/2019 9:01	0	0	25.65	0	0.0123
271	1/6/2019 9:01	0	0	25.65	0	0.0123
272	1/6/2019 9:01	0	0	25.66	0	0.0123
273	1/6/2019 9:02	0	0	25.66	0	0.0123
274	1/6/2019 9:02	0	0	25.66	0	0.0123
275	1/6/2019 9:02	0	0	25.66	0	0.0123
276	1/6/2019 9:02	0	0	25.66	0	0.0123
277	1/6/2019 9:03	0	0	25.66	0	0.0123
278	1/6/2019 9:03	0	0	25.66	0	0.0123
279	1/6/2019 9:03	0	0	25.66	0	0.0123
280	1/6/2019 9:03	0	0	25.66	0	0.0123
281	1/6/2019 9:04	0	0	25.67	0	0.0123
282	1/6/2019 9:04	0	0	25.67	0	0.0123
283	1/6/2019 9:04	0	0	25.66	0	0.0123
284	1/6/2019 9:04	0	0	25.66	0	0.0123
285	1/6/2019 9:05	0	0	25.67	0	0.0123
286	1/6/2019 9:05	0	0	25.66	0	0.0123
287	1/6/2019 9:05	0	0	25.67	0	0.0123
288	1/6/2019 9:05	0	0	25.67	0	0.0123
289	1/6/2019 9:06	0	0	25.67	0	0.0123
290	1/6/2019 9:06	0	0	25.67	0	0.0123
291	1/6/2019 9:06	0	0	25.67	0	0.0123
292	1/6/2019 9:06	0	0	25.67	0	0.0123
293	1/6/2019 9:07	0	0	25.67	0	0.0123
294	1/6/2019 9:07	0	0	25.67	0	0.0123
295	1/6/2019 9:07	0	0	25.67	0	0.0123
296	1/6/2019 9:07	0	0	25.67	0	0.0123
297	1/6/2019 9:08	0	0	25.67	0	0.0123
298	1/6/2019 9:08	0	0	25.67	0	0.0123
299	1/6/2019 9:08	0	0	25.69	0	0.0123
300	1/6/2019 9:08	0	0	25.67	0	0.0123
301	1/6/2019 9:09	0	0	25.69	0	0.0123
302	1/6/2019 9:09	0	0	25.69	0	0.0123
303	1/6/2019 9:09	0	0	25.69	0	0.0123
304	1/6/2019 9:09	0	0	25.69	0	0.0123
305	1/6/2019 9:10	0	0	25.69	0	0.0123
306	1/6/2019 9:10	0	0	25.7	0	0.0123
307	1/6/2019 9:10	0	0	25.7	0	0.0123
308	1/6/2019 9:10	0	0	25.7	0	0.0123
309	1/6/2019 9:11	0	0	25.7	0	0.0123
310	1/6/2019 9:11	0	0	25.7	0	0.0123
311	1/6/2019 9:11	0	0	25.71	0	0.0123
312	1/6/2019 9:11	0	0	25.71	0	0.0123
313	1/6/2019 9:12	0	0	25.71	0	0.0123
314	1/6/2019 9:12	0	0	25.71	0	0.0123
315	1/6/2019 9:12	0	0	25.71	0	0.0123
316	1/6/2019 9:12	0	0	25.71	0	0.0123
317	1/6/2019 9:13	0	0	25.72	0	0.0123
318	1/6/2019 9:13	0	0	25.71	0	0.0123
319	1/6/2019 9:13	0	0	25.72	0	0.0123
320	1/6/2019 9:13	0	0	25.72	0	0.0123
321	1/6/2019 9:14	0	0	25.72	0	0.0123
322	1/6/2019 9:14	0	0	25.73	0	0.0123
323	1/6/2019 9:14	0	0	25.73	0	0.0123
324	1/6/2019 9:14	0	0	25.73	0	0.0123
325	1/6/2019 9:15	0	0	25.73	0	0.0123
326	1/6/2019 9:15	0	0	25.74	0	0.0123
327	1/6/2019 9:15	0	0	25.74	0	0.0123
328	1/6/2019 9:15	0	0	25.74	0	0.0123
329	1/6/2019 9:16	0	0	25.74	0	0.0123
330	1/6/2019 9:16	0	0	25.74	0	0.0123
331	1/6/2019 9:16	0	0	25.74	0	0.0123
332	1/6/2019 9:16	0	0	25.74	0	0.0123
333	1/6/2019 9:17	0	0	25.75	0	0.0123
334	1/6/2019 9:17	0	0	25.75	0	0.0123
335	1/6/2019 9:17	0	0	25.75	0	0.0123
336	1/6/2019 9:17	0	0	25.75	0	0.0123
337	1/6/2019 9:18	0	0	25.75	0	0.0123
338	1/6/2019 9:18	0	0	25.77	0	0.0123
339	1/6/2019 9:18	0	0	25.77	0	0.0123
340	1/6/2019 9:18	0	0	25.77	0	0.0123
341	1/6/2019 9:19	0	0	25.77	0	0.0123
342	1/6/2019 9:19	0	0	25.78	0	0.0123
343	1/6/2019 9:19	0	0	25.78	0	0.0123
344	1/6/2019 9:19	0	0	25.78	0	0.0123
345	1/6/2019 9:20	0	0	25.79	0	0.0123
346	1/6/2019 9:20	0	0	25.79	0	0.0123
347	1/6/2019 9:20	0	0	25.79	0	0.0123
348	1/6/2019 9:20	0	0	25.79	0	0.0123
349	1/6/2019 9:21	0	0	25.79	0	0.0123
350	1/6/2019 9:21	0	0	25.8	0	0.0123
351	1/6/2019 9:21	0	0	25.8	0	0.0123
352	1/6/2019 9:21	0	0	25.8	0	0.0123
353	1/6/2019 9:22	0	0	25.81	0	0.0123
354	1/6/2019 9:22	0	0	25.81	0	0.0123
355	1/6/2019 9:22	0	0	25.81	0	0.0123
356	1/6/2019 9:22	0	0	25.81	0	0.0123
357	1/6/2019 9:23	0	0	25.82	0	0.0123
358	1/6/2019 9:23	0	0	25.82	0	0.0123
359	1/6/2019 9:23	0	0	25.82	0	0.0123
360	1/6/2019 9:23	0	0	25.82	0	0.0123
361	1/6/2019 9:24	0	0	25.83	0	0.0123
362	1/6/2019 9:24	0	0	25.83	0	0.0123
363	1/6/2019 9:24	0	0	25.83	0	0.0123
364	1/6/2019 9:24	0	0	25.83	0	0.0123
365	1/6/2019 9:25	0	0	25.85	0	0.0123
366	1/6/2019 9:25	0	0	25.85	0	0.0123
367	1/6/2019 9:25	0	0	25.85	0	0.0123
368	1/6/2019 9:25	0	0	25.86	0	0.0123
369	1/6/2019 9:26	0	0	25.86	0	0.0123
370	1/6/2019 9:26	0	0	25.86	0	0.0123
371	1/6/2019 9:26	0	0	25.87	0	0.0123
372	1/6/2019 9:26	0	0	25.87	0	0.0123
373	1/6/2019 9:27	0	0	25.87	0	0.0123
374	1/6/2019 9:27	0	0	25.87	0	0.0123
375	1/6/2019 9:27	0	0	25.87	0	0.0123
376	1/6/2019 9:27	0	0	25.88	0	0.0123
377	1/6/2019 9:28	0	0	25.88	0	0.0123
378	1/6/2019 9:28	0	0	25.88	0	0.0123
379	1/6/2019 9:28	0	0	25.89	0	0.0123
380	1/6/2019 9:28	0	0	25.89	0	0.0123
381	1/6/2019 9:29	0	0	25.89	0	0.0123
382	1/6/2019 9:29	0	0	25.89	0	0.0123
383	1/6/2019 9:29	0	0	25.89	0	0.0123
384	1/6/2019 9:29	0	0	25.9	0	0.0123
385	1/6/2019 9:30	0	0	25.9	0	0.0123
386	1/6/2019 9:30	0	0	25.9	0	0.0123
387	1/6/2019 9:30	0	0	25.9	0	0.0123
388	1/6/2019 9:30	0	0	25.91	0	0.0123
389	1/6/2019 9:31	0	0	25.91	0	0.0123
390	1/6/2019 9:31	0	0	25.91	0	0.0123
391	1/6/2019 9:31	0	0	25.92	0	0.0123
392	1/6/2019 9:31	0	0	25.91	0	0.0123
393	1/6/2019 9:32	0	0	25.91	0	0.0123
394	1/6/2019 9:32	0	0	25.92	0	0.0123
395	1/6/2019 9:32	0	0	25.92	0	0.0123
396	1/6/2019 9:32	0	0	25.92	0	0.0123
397	1/6/2019 9:33	0	0	25.94	0	0.0123
398	1/6/2019 9:33	0	0	25.94	0	0.0123
399	1/6/2019 9:33	0	0	25.94	0	0.0123
400	1/6/2019 9:33	0	0	25.94	0	0.0123
401	1/6/2019 9:34	0	0	25.95	0	0.0123
402	1/6/2019 9:34	0	0	25.94	0	0.0123
403	1/6/2019 9:34	0	0	25.95	0	0.0123
404	1/6/2019 9:34	0	0	25.95	0	0.0123
405	1/6/2019 9:35	0	0	25.95	0	0.0123
406	1/6/2019 9:35	0	0	25.96	0	0.0123
407	1/6/2019 9:35	0	0	25.96	0	0.0123
408	1/6/2019 9:35	0	0	25.96	0	0.0123
409	1/6/2019 9:36	0	0	25.96	0	0.0123
410	1/6/2019 9:36	0	0	25.97	0	0.0123
411	1/6/2019 9:36	0	0	25.97	0	0.0123
412	1/6/2019 9:36	0	0	25.97	0	0.0123
413	1/6/2019 9:37	0	0	25.98	0	0.0123
414	1/6/2019 9:37	0	0	26	0	0.0123
415	1/6/2019 9:37	0	0	26.04	0	0.0123
416	1/6/2019 9:37	0	0	26.08	0	0.0123
417	1/6/2019 9:38	0	0	26.1	0	0.0123
418	1/6/2019 9:38	0	0	26.15	0	0.0123
419	1/6/2019 9:38	0	0	26.15	0	0.0123
420	1/6/2019 9:38	0	0	26.16	0	0.0123
421	1/6/2019 9:39	0	0	26.18	0	0.0123
422	1/6/2019 9:39	0	0	26.19	0	0.0123
423	1/6/2019 9:39	0	0	26.21	0	0.0123
424	1/6/2019 9:39	0	0	26.22	0	0.0123
425	1/6/2019 9:40	0	0	26.23	0	0.0123
426	1/6/2019 9:40	0	0	26.24	0	0.0123
427	1/6/2019 9:40	0	0	26.27	0	0.0123
428	1/6/2019 9:40	0	0	26.28	0	0.0123
429	1/6/2019 9:41	0	0	26.28	0	0.0123
430	1/6/2019 9:41	0	0	26.3	0	0.0123
431	1/6/2019 9:41	0	0	26.31	0	0.0123
432	1/6/2019 9:41	0	0	26.32	0	0.0123
433	1/6/2019 9:42	0	0	26.33	0	0.0123
434	1/6/2019 9:42	0	0	26.36	0	0.0123
435	1/6/2019 9:42	0	0	26.36	0	0.0123
436	1/6/2019 9:42	0	0	26.37	0	0.0123
437	1/6/2019 9:43	0	0	26.38	0	0.0123
438	1/6/2019 9:43	0	0	26.38	0	0.0123
439	1/6/2019 9:43	0	0	26.39	0	0.0123
440	1/6/2019 9:43	0	0	26.4	0	0.0123
441	1/6/2019 9:44	0	0	26.4	0	0.0123
442	1/6/2019 9:44	0	0	26.45	0	0.0123
443	1/6/2019 9:44	0	0	26.56	0	0.0123
444	1/6/2019 9:44	0	0	26.62	0	0.0123
445	1/6/2019 9:45	0	0	26.72	0	0.0123
446	1/6/2019 9:45	0	0	26.77	0	0.0123
447	1/6/2019 9:45	0	0	26.78	0	0.0123
448	1/6/2019 9:45	0	0	26.8	0	0.0123
449	1/6/2019 9:46	0	0	26.82	0	0.0123
450	1/6/2019 9:46	0	0	26.85	0	0.0123
451	1/6/2019 9:46	0	0	26.87	0	0.0123
452	1/6/2019 9:46	0	0	26.89	0	0.0123
453	1/6/2019 9:47	0	0	26.92	0	0.0123
454	1/6/2019 9:47	0	0	26.93	0	0.0123
455	1/6/2019 9:47	0	0	26.95	0	0.0123
456	1/6/2019 9:47	0	0	26.96	0	0.0123
457	1/6/2019 9:48	0	0	26.98	0	0.0123
458	1/6/2019 9:48	0	0	27	0	0.0123
459	1/6/2019 9:48	0	0	27.02	0	0.0123
460	1/6/2019 9:48	0	0	27.03	0	0.0123
461	1/6/2019 9:49	0	0	27.05	0	0.0123
462	1/6/2019 9:49	0	0	27.06	0	0.0123
463	1/6/2019 9:49	0	0	27.07	0	0.0123
464	1/6/2019 9:49	0	0	27.09	0	0.0123
465	1/6/2019 9:50	0	0	27.11	0	0.0123
466	1/6/2019 9:50	0	0	27.11	0	0.0123
467	1/6/2019 9:50	0	0	27.13	0	0.0123
468	1/6/2019 9:50	0	0	27.14	0	0.0123
469	1/6/2019 9:51	0	0	27.15	0	0.0123
470	1/6/2019 9:51	0	0	27.17	0	0.0123
471	1/6/2019 9:51	0	0	27.18	0	0.0123
472	1/6/2019 9:51	0	0	27.19	0	0.0123
473	1/6/2019 9:52	0	0	27.2	0	0.0123
474	1/6/2019 9:52	0	0	27.21	0	0.0123
475	1/6/2019 9:52	0	0	27.22	0	0.0123
476	1/6/2019 9:52	0	0	27.23	0	0.0123
477	1/6/2019 9:53	0	0	27.23	0	0.0123
478	1/6/2019 9:53	0	0	27.25	0	0.0123
479	1/6/2019 9:53	0	0	27.28	0	0.0123
480	1/6/2019 9:53	0	0	27.3	0	0.0123
481	1/6/2019 9:54	0	0	27.33	0	0.0123
482	1/6/2019 9:54	0	0	27.36	0	0.0123
483	1/6/2019 9:54	0	0	27.38	0	0.0123
