"Plot Title: SN_739"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>100)","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)","Specific Conductance, μS/cm (LGR S/N: 20494739)","Salinity, ppt (LGR S/N: 20494739)","Coupler Detached (LGR S/N: 20494739)","Coupler Attached (LGR S/N: 20494739)","Host Connected (LGR S/N: 20494739)","Stopped (LGR S/N: 20494739)","End Of File (LGR S/N: 20494739)"
198,01/06/19 08:43:12 AM,0.0,0.0,25.54,0.0,0.0123,,,,,
199,01/06/19 08:43:27 AM,0.0,0.0,25.55,0.0,0.0123,,,,,
200,01/06/19 08:43:42 AM,0.0,0.0,25.55,0.0,0.0123,,,,,
201,01/06/19 08:43:57 AM,0.0,0.0,25.55,0.0,0.0123,,,,,
202,01/06/19 08:44:12 AM,0.0,0.0,25.56,0.0,0.0123,,,,,
203,01/06/19 08:44:27 AM,0.0,0.0,25.56,0.0,0.0123,,,,,
204,01/06/19 08:44:42 AM,0.0,0.0,25.57,0.0,0.0123,,,,,
205,01/06/19 08:44:57 AM,0.0,0.0,25.57,0.0,0.0123,,,,,
206,01/06/19 08:45:12 AM,0.0,0.0,25.57,0.0,0.0123,,,,,
207,01/06/19 08:45:27 AM,0.0,0.0,25.58,0.0,0.0123,,,,,
208,01/06/19 08:45:42 AM,0.0,0.0,25.58,0.0,0.0123,,,,,
209,01/06/19 08:45:57 AM,0.0,0.0,25.58,0.0,0.0123,,,,,
210,01/06/19 08:46:12 AM,0.0,0.0,25.59,0.0,0.0123,,,,,
211,01/06/19 08:46:27 AM,0.0,0.0,25.59,0.0,0.0123,,,,,
212,01/06/19 08:46:42 AM,0.0,0.0,25.59,0.0,0.0123,,,,,
213,01/06/19 08:46:57 AM,0.0,0.0,25.59,0.0,0.0123,,,,,
214,01/06/19 08:47:12 AM,0.0,0.0,25.61,0.0,0.0123,,,,,
215,01/06/19 08:47:27 AM,0.0,0.0,25.61,0.0,0.0123,,,,,
216,01/06/19 08:47:42 AM,0.0,0.0,25.62,0.0,0.0123,,,,,
217,01/06/19 08:47:57 AM,0.0,0.0,25.62,0.0,0.0123,,,,,
218,01/06/19 08:48:12 AM,0.0,0.0,25.62,0.0,0.0123,,,,,
219,01/06/19 08:48:27 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
220,01/06/19 08:48:42 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
221,01/06/19 08:48:57 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
222,01/06/19 08:49:12 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
223,01/06/19 08:49:27 AM,0.0,0.0,25.63,0.0,0.0123,,,,,
224,01/06/19 08:49:42 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
225,01/06/19 08:49:57 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
226,01/06/19 08:50:12 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
227,01/06/19 08:50:27 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
228,01/06/19 08:50:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
229,01/06/19 08:50:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
230,01/06/19 08:51:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
231,01/06/19 08:51:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
232,01/06/19 08:51:42 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
233,01/06/19 08:51:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
234,01/06/19 08:52:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
235,01/06/19 08:52:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
236,01/06/19 08:52:42 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
237,01/06/19 08:52:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
238,01/06/19 08:53:12 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
239,01/06/19 08:53:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
240,01/06/19 08:53:42 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
241,01/06/19 08:53:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
242,01/06/19 08:54:12 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
243,01/06/19 08:54:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
244,01/06/19 08:54:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
245,01/06/19 08:54:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
246,01/06/19 08:55:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
247,01/06/19 08:55:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
248,01/06/19 08:55:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
249,01/06/19 08:55:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
250,01/06/19 08:56:12 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
251,01/06/19 08:56:27 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
252,01/06/19 08:56:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
253,01/06/19 08:56:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
254,01/06/19 08:57:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
255,01/06/19 08:57:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
256,01/06/19 08:57:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
257,01/06/19 08:57:57 AM,0.0,0.0,25.64,0.0,0.0123,,,,,
258,01/06/19 08:58:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
259,01/06/19 08:58:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
260,01/06/19 08:58:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
261,01/06/19 08:58:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
262,01/06/19 08:59:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
263,01/06/19 08:59:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
264,01/06/19 08:59:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
265,01/06/19 08:59:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
266,01/06/19 09:00:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
267,01/06/19 09:00:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
268,01/06/19 09:00:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
269,01/06/19 09:00:57 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
270,01/06/19 09:01:12 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
271,01/06/19 09:01:27 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
272,01/06/19 09:01:42 AM,0.0,0.0,25.65,0.0,0.0123,,,,,
273,01/06/19 09:01:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
274,01/06/19 09:02:12 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
275,01/06/19 09:02:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
276,01/06/19 09:02:42 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
277,01/06/19 09:02:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
278,01/06/19 09:03:12 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
279,01/06/19 09:03:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
280,01/06/19 09:03:42 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
281,01/06/19 09:03:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
282,01/06/19 09:04:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
283,01/06/19 09:04:27 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
284,01/06/19 09:04:42 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
285,01/06/19 09:04:57 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
286,01/06/19 09:05:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
287,01/06/19 09:05:27 AM,0.0,0.0,25.66,0.0,0.0123,,,,,
288,01/06/19 09:05:42 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
289,01/06/19 09:05:57 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
290,01/06/19 09:06:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
291,01/06/19 09:06:27 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
292,01/06/19 09:06:42 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
293,01/06/19 09:06:57 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
294,01/06/19 09:07:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
295,01/06/19 09:07:27 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
296,01/06/19 09:07:42 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
297,01/06/19 09:07:57 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
298,01/06/19 09:08:12 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
299,01/06/19 09:08:27 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
300,01/06/19 09:08:42 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
301,01/06/19 09:08:57 AM,0.0,0.0,25.67,0.0,0.0123,,,,,
302,01/06/19 09:09:12 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
303,01/06/19 09:09:27 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
304,01/06/19 09:09:42 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
305,01/06/19 09:09:57 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
306,01/06/19 09:10:12 AM,0.0,0.0,25.69,0.0,0.0123,,,,,
307,01/06/19 09:10:27 AM,0.0,0.0,25.70,0.0,0.0123,,,,,
308,01/06/19 09:10:42 AM,0.0,0.0,25.70,0.0,0.0123,,,,,
309,01/06/19 09:10:57 AM,0.0,0.0,25.70,0.0,0.0123,,,,,
310,01/06/19 09:11:12 AM,0.0,0.0,25.70,0.0,0.0123,,,,,
311,01/06/19 09:11:27 AM,0.0,0.0,25.70,0.0,0.0123,,,,,
312,01/06/19 09:11:42 AM,0.0,0.0,25.71,0.0,0.0123,,,,,
313,01/06/19 09:11:57 AM,0.0,0.0,25.71,0.0,0.0123,,,,,
