"","lon","lat","elevation","time","temperature","Salinity"
"314",-149.8107975069,-17.4826969486,"16.96",2019-01-06 12:16:28,31.5,32.7182
"315",-149.8107944895,-17.4826982059,"16.48",2019-01-06 12:16:43,31.51,32.7646
"316",-149.8107968364,-17.482698122,"16.96",2019-01-06 12:16:58,31.51,32.7356
"317",-149.8107995186,-17.4826909136,"16.48",2019-01-06 12:17:13,31.5,32.7712
"318",-149.8107957467,-17.482695356,"16.96",2019-01-06 12:17:28,31.52,32.6568
"319",-149.8108015303,-17.4826960266,"16.96",2019-01-06 12:17:43,31.52,32.7
"320",-149.8108040448,-17.4826937634,"16.96",2019-01-06 12:17:58,31.53,32.655
"321",-149.8107973393,-17.4826884829,"17.44",2019-01-06 12:18:13,31.52,32.7
"322",-149.8108027875,-17.482691668,"17.44",2019-01-06 12:18:28,31.52,32.676
"323",-149.8108058888,-17.4826905783,"16.96",2019-01-06 12:18:43,31.53,32.6886
"324",-149.8107975908,-17.4826931767,"16.96",2019-01-06 12:18:58,31.53,32.655
"325",-149.8107996024,-17.4826969486,"16.96",2019-01-06 12:19:13,31.52,32.7627
"326",-149.8108010273,-17.4826918356,"17.44",2019-01-06 12:19:28,31.52,32.8401
"327",-149.8107965849,-17.4826823641,"17.44",2019-01-06 12:19:43,31.52,32.8305
"328",-149.810796082,-17.482687477,"17.44",2019-01-06 12:19:58,31.51,32.8468
"329",-149.8107917234,-17.4826861359,"17.44",2019-01-06 12:20:13,31.51,32.8468
"330",-149.8107978422,-17.48269259,"17.92",2019-01-06 12:20:28,31.5,32.8583
"331",-149.8107996024,-17.4826904945,"17.44",2019-01-06 12:20:43,31.51,32.8081
"332",-149.8107964173,-17.4826909974,"17.44",2019-01-06 12:20:58,31.54,32.8365
"333",-149.8107945733,-17.4826895725,"17.44",2019-01-06 12:21:13,31.55,32.8347
"334",-149.8107923102,-17.4826863036,"17.44",2019-01-06 12:21:28,31.53,32.8141
"335",-149.8107903823,-17.4826915003,"17.44",2019-01-06 12:21:43,31.54,32.8365
"336",-149.8107976746,-17.4826923385,"17.92",2019-01-06 12:21:58,31.54,32.7881
"337",-149.8107963335,-17.4826908298,"17.92",2019-01-06 12:22:13,31.53,32.8238
"338",-149.8107985966,-17.4826844595,"17.92",2019-01-06 12:22:28,31.55,32.8105
"339",-149.8107959982,-17.4826863874,"18.40",2019-01-06 12:22:43,31.55,32.7477
"340",-149.8107922263,-17.4826857168,"17.92",2019-01-06 12:22:58,31.55,32.8298
"341",-149.8107915558,-17.4826849625,"17.92",2019-01-06 12:23:13,31.54,32.8365
"342",-149.810790047,-17.4826873932,"17.92",2019-01-06 12:23:28,31.53,32.7899
"343",-149.8107934836,-17.4826878123,"18.40",2019-01-06 12:23:43,31.54,32.8026
"344",-149.8107843474,-17.4826748203,"17.92",2019-01-06 12:23:58,31.52,32.8111
"345",-149.8107814137,-17.4826726411,"17.44",2019-01-06 12:24:13,31.53,32.8626
"346",-149.8107882868,-17.4826804362,"18.40",2019-01-06 12:24:28,31.53,32.8238
"347",-149.8107904661,-17.4826930091,"17.92",2019-01-06 12:24:43,31.52,32.7773
"348",-149.8107864428,-17.4826813582,"18.40",2019-01-06 12:24:58,31.53,32.8431
"349",-149.8107810784,-17.4826734792,"17.92",2019-01-06 12:25:13,31.53,32.8141
"350",-149.8107790668,-17.4826723058,"18.40",2019-01-06 12:25:28,31.54,32.8268
"351",-149.81077387,-17.482665265,"17.92",2019-01-06 12:25:43,31.53,32.8044
"352",-149.8107768875,-17.4826709647,"18.40",2019-01-06 12:25:58,31.55,32.8105
"353",-149.8107788991,-17.4826769158,"17.92",2019-01-06 12:26:13,31.54,32.764
"354",-149.8107666615,-17.4826611578,"17.92",2019-01-06 12:26:28,31.54,32.7978
"355",-149.8107698467,-17.4826708809,"18.40",2019-01-06 12:26:43,31.55,32.7959
"356",-149.8107768036,-17.4826761615,"17.44",2019-01-06 12:26:58,31.56,32.7845
"357",-149.8107714392,-17.4826691207,"17.44",2019-01-06 12:27:13,31.59,32.7403
"358",-149.8107714392,-17.4826712999,"17.44",2019-01-06 12:27:28,31.58,32.805
"359",-149.8107633926,-17.4826604873,"17.92",2019-01-06 12:27:43,31.56,32.7699
"360",-149.8107664101,-17.482663421,"17.92",2019-01-06 12:27:58,31.59,32.7403
"361",-149.8107642308,-17.4826677795,"17.44",2019-01-06 12:28:13,31.61,32.7319
"362",-149.810767835,-17.4826668575,"17.92",2019-01-06 12:28:28,31.63,32.7476
"363",-149.810765991,-17.4826626666,"17.44",2019-01-06 12:28:43,31.64,32.6927
"364",-149.8107638955,-17.4826681986,"17.44",2019-01-06 12:28:58,31.69,32.6837
"365",-149.8107635602,-17.4826655164,"16.96",2019-01-06 12:29:13,31.72,32.712
"366",-149.8107649013,-17.4826640915,"17.44",2019-01-06 12:29:28,31.72,32.688
"367",-149.8107633926,-17.4826674443,"16.96",2019-01-06 12:29:43,31.7,32.6674
"368",-149.8107653204,-17.4826681986,"17.44",2019-01-06 12:29:58,31.72,32.7073
"369",-149.8107610457,-17.4826645944,"16.96",2019-01-06 12:30:13,31.71,32.6946
"370",-149.8107630573,-17.4826676957,"16.48",2019-01-06 12:30:28,31.79,32.714
"371",-149.8107675835,-17.4826627504,"16.48",2019-01-06 12:30:43,31.75,32.6681
"372",-149.8107700981,-17.4826614931,"16.48",2019-01-06 12:30:58,31.78,32.6531
"373",-149.8107666615,-17.4826577213,"16.96",2019-01-06 12:31:13,31.8,32.6881
"374",-149.8107690085,-17.4826581404,"16.48",2019-01-06 12:31:28,31.81,32.667
"375",-149.8107722774,-17.4826696236,"16.48",2019-01-06 12:31:43,31.82,32.6604
"376",-149.8107741214,-17.4826650973,"16.48",2019-01-06 12:31:58,31.82,32.6749
"377",-149.8107751273,-17.4826744851,"16.48",2019-01-06 12:32:13,31.8,32.6063
"378",-149.8107719421,-17.4826724734,"16.48",2019-01-06 12:32:28,31.79,32.6465
"379",-149.8107752949,-17.482669875,"16.48",2019-01-06 12:32:43,31.79,32.6321
"380",-149.8107769713,-17.4826724734,"16.00",2019-01-06 12:32:58,31.8,32.6063
"381",-149.8107770551,-17.4826684501,"16.48",2019-01-06 12:33:13,31.8,32.587
"382",-149.8107768875,-17.4826646782,"16.00",2019-01-06 12:33:28,31.79,32.5552
"383",-149.8107777257,-17.4826638401,"16.00",2019-01-06 12:33:43,31.79,32.6321
"384",-149.8107713554,-17.4826640915,"16.00",2019-01-06 12:33:58,31.8,32.6544
"385",-149.8107773066,-17.4826745689,"16.00",2019-01-06 12:34:13,31.8,32.5486
"386",-149.8107745405,-17.4826728087,"15.52",2019-01-06 12:34:28,31.81,32.6189
"387",-149.8107728641,-17.4826687016,"16.48",2019-01-06 12:34:43,31.84,32.5943
"388",-149.8107746243,-17.4826733116,"16.00",2019-01-06 12:34:58,31.81,32.5564
"389",-149.8107755464,-17.4826792628,"15.52",2019-01-06 12:35:13,31.82,32.5642
"390",-149.8107723612,-17.4826821964,"16.00",2019-01-06 12:35:28,31.81,32.5613
"391",-149.810777558,-17.4826705456,"15.52",2019-01-06 12:35:43,31.82,32.5307
"392",-149.8107782286,-17.4826795142,"15.52",2019-01-06 12:35:58,31.81,32.5661
"393",-149.810775714,-17.4826724734,"15.52",2019-01-06 12:36:13,31.81,32.5661
"394",-149.8107721098,-17.482673144,"15.52",2019-01-06 12:36:28,31.8,32.5342
"395",-149.8107777257,-17.4826739822,"15.04",2019-01-06 12:36:43,31.76,32.5798
"396",-149.8107777257,-17.4826801009,"15.52",2019-01-06 12:36:58,31.77,32.554
"397",-149.8107785638,-17.4826727249,"15.52",2019-01-06 12:37:13,31.72,32.5869
"398",-149.8107705172,-17.4826728925,"15.04",2019-01-06 12:37:28,31.75,32.548
"399",-149.8107716907,-17.4826675281,"15.04",2019-01-06 12:37:43,31.75,32.5672
"400",-149.8107710201,-17.482670797,"15.04",2019-01-06 12:37:58,31.79,32.5888
"401",-149.8107677512,-17.4826679472,"15.04",2019-01-06 12:38:13,31.78,32.5474
"402",-149.8107742053,-17.482671719,"15.52",2019-01-06 12:38:28,31.75,32.5816
"403",-149.8107727803,-17.4826671928,"15.04",2019-01-06 12:38:43,31.75,32.5097
"404",-149.8107754625,-17.4826694559,"15.04",2019-01-06 12:38:58,31.77,32.4918
"405",-149.8107705172,-17.482673144,"15.04",2019-01-06 12:39:13,31.75,32.5097
"406",-149.8107721098,-17.4826691207,"15.04",2019-01-06 12:39:28,31.72,32.5055
"407",-149.8107740376,-17.4826724734,"14.56",2019-01-06 12:39:43,31.72,32.5534
"408",-149.8107713554,-17.4826638401,"14.56",2019-01-06 12:39:58,31.72,32.5822
"409",-149.8107691761,-17.4826607388,"14.56",2019-01-06 12:40:13,31.71,32.5504
"410",-149.8107689247,-17.4826648459,"15.04",2019-01-06 12:40:28,31.71,32.56
"411",-149.8107749596,-17.4826690368,"15.04",2019-01-06 12:40:43,31.69,32.5492
"412",-149.8107761331,-17.4826695397,"15.04",2019-01-06 12:40:58,31.67,32.5384
"413",-149.8107705172,-17.4826666899,"14.56",2019-01-06 12:41:13,31.68,32.5606
"414",-149.8107721936,-17.4826704618,"14.56",2019-01-06 12:41:28,31.68,32.5606
"415",-149.8107686732,-17.4826706294,"14.56",2019-01-06 12:41:43,31.64,32.5678
"416",-149.8107721936,-17.4826681986,"14.56",2019-01-06 12:41:58,31.65,32.7488
"417",-149.8107764684,-17.482662918,"14.56",2019-01-06 12:42:13,31.64,33.0276
"418",-149.8107718583,-17.4826589786,"14.56",2019-01-06 12:42:28,31.64,33.0863
"419",-149.810772948,-17.4826616608,"14.08",2019-01-06 12:42:43,31.63,33.0881
"420",-149.8107710201,-17.4826697912,"14.08",2019-01-06 12:42:58,31.64,33.0276
"421",-149.8107752949,-17.4826697912,"14.08",2019-01-06 12:43:13,31.64,33.0325
"422",-149.8107731156,-17.4826718029,"14.08",2019-01-06 12:43:28,31.63,33.0343
"423",-149.8107752111,-17.4826650973,"15.04",2019-01-06 12:43:43,31.62,32.9191
"424",-149.8107700981,-17.4826675281,"15.04",2019-01-06 12:43:58,31.61,33.077
"425",-149.8107737023,-17.4826631695,"14.56",2019-01-06 12:44:13,31.61,33.0379
"426",-149.810771523,-17.482661074,"14.56",2019-01-06 12:44:28,31.62,33.0312
"427",-149.8107711039,-17.4826648459,"14.56",2019-01-06 12:44:43,31.64,33.3871
"428",-149.8107714392,-17.4826641753,"14.56",2019-01-06 12:44:58,31.71,32.7912
"429",-149.8107742891,-17.4826628342,"14.56",2019-01-06 12:45:13,31.73,32.7779
"430",-149.8107711039,-17.4826696236,"14.56",2019-01-06 12:45:28,31.72,32.7652
"431",-149.8107711878,-17.4826684501,"14.08",2019-01-06 12:45:43,31.78,32.7593
"432",-149.8107690085,-17.4826690368,"14.08",2019-01-06 12:45:58,31.78,32.798
"433",-149.8107742891,-17.482668031,"14.08",2019-01-06 12:46:13,31.76,32.758
"434",-149.8107707687,-17.4826697074,"14.56",2019-01-06 12:46:28,31.77,32.7128
"435",-149.8107684217,-17.4826729763,"14.08",2019-01-06 12:46:43,31.78,32.8126
"436",-149.8107711039,-17.4826704618,"14.08",2019-01-06 12:46:58,31.81,32.7442
"437",-149.8107731994,-17.4826692883,"14.08",2019-01-06 12:47:13,31.82,32.699
"438",-149.8107741214,-17.4826678634,"14.56",2019-01-06 12:47:28,31.84,32.7582
"439",-149.810769679,-17.482662918,"14.08",2019-01-06 12:47:43,31.85,32.7856
"440",-149.8107721936,-17.4826665223,"14.08",2019-01-06 12:47:58,31.85,32.7516
"441",-149.810780827,-17.4826712999,"13.60",2019-01-06 12:48:13,31.86,32.745
"442",-149.8107787315,-17.4826681986,"14.08",2019-01-06 12:48:28,31.82,32.7087
"443",-149.8107732832,-17.482662918,"14.08",2019-01-06 12:48:43,31.82,32.7183
"444",-149.8107741214,-17.482666187,"14.08",2019-01-06 12:48:58,31.85,32.7468
"445",-149.8107712716,-17.4826703779,"14.08",2019-01-06 12:49:13,31.86,32.7111
"446",-149.8107716907,-17.4826714676,"13.60",2019-01-06 12:49:28,31.87,32.6756
"447",-149.8107752111,-17.4826727249,"13.60",2019-01-06 12:49:43,31.85,32.713
"448",-149.8107763845,-17.4826734792,"14.08",2019-01-06 12:49:58,31.81,32.6719
"449",-149.8107721936,-17.4826723896,"13.60",2019-01-06 12:50:13,31.85,32.6791
"450",-149.8107733671,-17.4826772511,"14.56",2019-01-06 12:50:28,31.85,32.7226
"451",-149.8107758816,-17.4826712161,"14.08",2019-01-06 12:50:43,31.85,32.7565
"452",-149.8107688408,-17.4826774187,"14.08",2019-01-06 12:50:58,31.82,32.7087
"453",-149.8107700143,-17.4826699588,"14.08",2019-01-06 12:51:13,31.8,32.7315
"454",-149.8107722774,-17.4826771673,"14.08",2019-01-06 12:51:28,31.79,32.7188
"455",-149.8107703496,-17.4826703779,"14.08",2019-01-06 12:51:43,31.79,32.7527
"456",-149.8107648175,-17.4826701265,"14.08",2019-01-06 12:51:58,31.78,32.7496
"457",-149.8107684217,-17.4826754071,"13.60",2019-01-06 12:52:13,31.76,32.7339
"458",-149.8107698467,-17.4826773349,"13.60",2019-01-06 12:52:28,31.73,32.7538
"459",-149.8107680865,-17.4826692883,"13.60",2019-01-06 12:52:43,31.71,32.738
"460",-149.8107644822,-17.4826730601,"13.60",2019-01-06 12:52:58,31.7,32.7688
"461",-149.810768757,-17.4826761615,"13.60",2019-01-06 12:53:13,31.72,32.7459
"462",-149.8107716907,-17.4826784246,"13.12",2019-01-06 12:53:28,31.7,32.7398
"463",-149.8107664939,-17.482674066,"14.08",2019-01-06 12:53:43,31.69,32.7561
"464",-149.810763225,-17.4826757424,"13.60",2019-01-06 12:53:58,31.68,32.7385
"465",-149.8107670806,-17.4826720543,"14.08",2019-01-06 12:54:13,31.7,32.7109
"466",-149.8107680865,-17.4826734792,"13.60",2019-01-06 12:54:28,31.7,32.7833
"467",-149.810767835,-17.4826736469,"13.60",2019-01-06 12:54:43,31.69,32.7851
"468",-149.8107658233,-17.4826733954,"13.60",2019-01-06 12:54:58,31.68,32.8111
"469",-149.8107719421,-17.4826744013,"14.08",2019-01-06 12:55:13,31.68,32.7821
"470",-149.8107624706,-17.4826738983,"13.60",2019-01-06 12:55:28,31.67,32.75
"471",-149.8107667454,-17.4826785922,"13.60",2019-01-06 12:55:43,31.68,32.7579
"472",-149.8107668292,-17.4826790113,"13.60",2019-01-06 12:55:58,31.68,32.7241
"473",-149.8107666615,-17.4826789275,"13.60",2019-01-06 12:56:13,31.69,32.7513
"474",-149.8107633926,-17.4826763291,"13.60",2019-01-06 12:56:28,31.68,32.7966
"475",-149.8107689247,-17.4826785084,"13.60",2019-01-06 12:56:43,31.67,32.75
"476",-149.8107735347,-17.482681023,"13.60",2019-01-06 12:56:58,31.67,32.7742
"477",-149.8107724451,-17.4826836213,"13.60",2019-01-06 12:57:13,31.65,32.7924
"478",-149.8107692599,-17.4826770835,"13.60",2019-01-06 12:57:28,31.67,32.7307
"479",-149.8107701819,-17.4826702941,"13.60",2019-01-06 12:57:43,31.68,32.6903
"480",-149.8107698467,-17.4826741498,"14.08",2019-01-06 12:57:58,31.79,32.7381
"481",-149.8107684217,-17.4826694559,"13.60",2019-01-06 12:58:13,31.7,32.7495
"482",-149.8107618839,-17.4826718029,"13.12",2019-01-06 12:58:28,31.71,32.7235
"483",-149.8107630573,-17.4826659355,"13.60",2019-01-06 12:58:43,31.77,32.679
"484",-149.810766913,-17.4826697074,"13.60",2019-01-06 12:58:58,31.79,32.6657
"485",-149.8107708525,-17.4826785084,"13.60",2019-01-06 12:59:13,31.78,32.6917
"486",-149.8107699305,-17.4826627504,"14.08",2019-01-06 12:59:28,31.76,32.7339
"487",-149.8107674159,-17.4826679472,"13.12",2019-01-06 12:59:43,31.77,32.6742
"488",-149.8107626382,-17.4826744851,"13.60",2019-01-06 12:59:58,31.76,32.6374
"489",-149.8107692599,-17.4826676119,"13.60",2019-01-06 13:00:13,31.76,32.7098
"490",-149.810765069,-17.4826679472,"13.60",2019-01-06 13:00:28,31.78,32.6435
"491",-149.810764147,-17.4826677795,"13.12",2019-01-06 13:00:43,31.78,32.6723
"492",-149.8107567709,-17.4826672766,"13.60",2019-01-06 13:00:58,31.78,32.7062
"493",-149.8107640631,-17.4826650135,"13.12",2019-01-06 13:01:13,31.79,32.6899
"494",-149.8107625544,-17.4826703779,"13.12",2019-01-06 13:01:28,31.78,32.7254
"495",-149.8107589502,-17.4826695397,"13.12",2019-01-06 13:01:43,31.81,32.7104
"496",-149.8107592016,-17.4826588109,"15.04",2019-01-06 13:01:58,31.76,32.6953
"497",-149.8107625544,-17.482664343,"13.12",2019-01-06 13:02:13,31.75,32.6778
"498",-149.810756268,-17.4826591462,"13.12",2019-01-06 13:02:28,31.7,32.6819
"499",-149.8107618839,-17.4826621637,"12.63",2019-01-06 13:02:43,31.69,32.6886
"500",-149.8107606266,-17.4826660194,"13.60",2019-01-06 13:02:58,31.7,32.7253
"501",-149.8107655719,-17.4826704618,"13.60",2019-01-06 13:03:13,31.69,32.7175
"502",-149.8107659072,-17.4826735631,"13.60",2019-01-06 13:03:28,31.68,32.7338
"503",-149.8107631411,-17.4826701265,"13.60",2019-01-06 13:03:43,31.67,32.7549
"504",-149.8107645661,-17.4826619122,"13.60",2019-01-06 13:03:58,31.65,32.744
"505",-149.8107646499,-17.4826661032,"13.12",2019-01-06 13:04:13,31.65,32.7584
"506",-149.8107710201,-17.4826669414,"13.12",2019-01-06 13:04:28,31.7,32.7205
"507",-149.8107649852,-17.4826627504,"13.12",2019-01-06 13:04:43,31.69,32.7271
"508",-149.8107655719,-17.4826658517,"13.12",2019-01-06 13:04:58,31.73,32.7393
"509",-149.8107649852,-17.4826611578,"13.60",2019-01-06 13:05:13,31.73,32.6621
"510",-149.8107610457,-17.4826559611,"13.12",2019-01-06 13:05:28,31.71,32.7284
"511",-149.8107617162,-17.482662918,"13.12",2019-01-06 13:05:43,31.7,32.9289
"512",-149.8107631411,-17.4826630857,"12.63",2019-01-06 13:05:58,31.71,32.8591
"513",-149.8107586987,-17.4826602358,"12.63",2019-01-06 13:06:13,31.7,32.856
"514",-149.810753502,-17.4826578889,"13.12",2019-01-06 13:06:28,31.76,32.923
"515",-149.8107540049,-17.4826526083,"13.12",2019-01-06 13:06:43,31.75,32.8859
"516",-149.8107550945,-17.4826529436,"12.63",2019-01-06 13:06:58,31.72,32.9302
"517",-149.8107587826,-17.4826560449,"12.63",2019-01-06 13:07:13,31.71,32.8931
"518",-149.810751155,-17.4826482497,"12.15",2019-01-06 13:07:28,31.7,32.8512
"519",-149.8107569385,-17.4826464057,"12.63",2019-01-06 13:07:43,31.65,32.8699
"520",-149.8107606266,-17.4826547876,"12.63",2019-01-06 13:07:58,31.67,32.876
"521",-149.8107620515,-17.4826516025,"12.63",2019-01-06 13:08:13,31.69,32.8724
"522",-149.8107591178,-17.4826486688,"12.63",2019-01-06 13:08:28,31.67,32.9294
"523",-149.8107597046,-17.4826487526,"13.12",2019-01-06 13:08:43,31.67,32.91
"524",-149.8107734509,-17.4826542847,"13.12",2019-01-06 13:08:58,31.7,32.8997
"525",-149.8107685056,-17.4826571345,"13.12",2019-01-06 13:09:13,31.71,32.8785
"526",-149.8107702658,-17.4826588109,"13.12",2019-01-06 13:09:28,31.68,32.9179
"527",-149.8107682541,-17.4826589786,"12.63",2019-01-06 13:09:43,31.68,32.8985
"528",-149.8107594531,-17.482656464,"13.12",2019-01-06 13:09:58,31.67,32.9294
"529",-149.8107614648,-17.4826528598,"12.63",2019-01-06 13:10:13,31.69,32.9454
"530",-149.8107610457,-17.4826469086,"13.12",2019-01-06 13:10:28,31.61,32.9452
"531",-149.8107698467,-17.4826510996,"12.63",2019-01-06 13:10:43,31.65,32.9088
"532",-149.8107767198,-17.4826650973,"13.12",2019-01-06 13:10:58,31.63,32.8784
"533",-149.810772948,-17.4826741498,"13.12",2019-01-06 13:11:13,31.64,32.8668
"534",-149.8107690085,-17.4826571345,"12.63",2019-01-06 13:11:28,31.72,32.8961
"535",-149.8107682541,-17.4826554582,"13.12",2019-01-06 13:11:43,31.73,32.8846
"536",-149.8107695114,-17.4826547038,"13.12",2019-01-06 13:11:58,31.73,32.8943
"537",-149.8107691761,-17.4826621637,"13.12",2019-01-06 13:12:13,31.72,32.8864
"538",-149.8107698467,-17.4826645106,"12.63",2019-01-06 13:12:28,31.77,32.8531
"539",-149.81077848,-17.4826701265,"12.63",2019-01-06 13:12:43,31.76,32.8404
"540",-149.8107756302,-17.4826753233,"12.63",2019-01-06 13:12:58,31.77,32.8531
"541",-149.8107760493,-17.4826821126,"12.63",2019-01-06 13:13:13,31.79,32.8205
"542",-149.8107842635,-17.4826758262,"13.12",2019-01-06 13:13:28,31.75,32.8519
"543",-149.8107763845,-17.4826706294,"12.63",2019-01-06 13:13:43,31.73,32.8895
"544",-149.8107639793,-17.4826505128,"12.15",2019-01-06 13:13:58,31.76,32.8404
"545",-149.8107718583,-17.4826456513,"12.63",2019-01-06 13:14:13,31.72,32.901
"546",-149.8107695952,-17.4826486688,"12.63",2019-01-06 13:14:28,31.7,32.9289
"547",-149.8107667454,-17.4826435558,"12.63",2019-01-06 13:14:43,31.72,32.9302
"548",-149.810781749,-17.4826624151,"12.63",2019-01-06 13:14:58,31.68,32.9228
"549",-149.8107816651,-17.4826718029,"10.71",2019-01-06 13:15:13,31.72,32.8185
"550",-149.8107844312,-17.4826855492,"10.71",2019-01-06 13:15:28,31.71,32.8979
"551",-149.810776636,-17.482665265,"11.19",2019-01-06 13:15:43,31.71,32.932
"552",-149.8107757978,-17.4826746527,"10.71",2019-01-06 13:15:58,31.85,32.8632
"553",-149.8107810784,-17.4826709647,"11.19",2019-01-06 13:16:13,31.77,32.8921
"554",-149.8107862752,-17.4826237746,"12.15",2019-01-06 13:16:28,31.68,32.9422
"555",-149.8107514065,-17.4826028198,"12.15",2019-01-06 13:16:43,31.71,32.9028
"556",-149.8107173759,-17.4826250318,"11.67",2019-01-06 13:16:58,31.79,32.942
"557",-149.8107061442,-17.4826153927,"10.23",2019-01-06 13:17:13,31.55,32.995
"558",-149.8106632289,-17.4825922586,"9.75",2019-01-06 13:17:28,31.54,32.9823
"559",-149.810632132,-17.4825858884,"9.27",2019-01-06 13:17:43,31.53,32.9548
"560",-149.8106077407,-17.4825928453,"7.83",2019-01-06 13:17:58,31.51,32.9342
"561",-149.8105814215,-17.4825582281,"7.83",2019-01-06 13:18:13,31.47,32.995
"562",-149.8105402663,-17.4825210962,"7.83",2019-01-06 13:18:28,31.51,32.9585
"563",-149.8104870412,-17.4825063441,"6.87",2019-01-06 13:18:43,31.56,32.9787
"564",-149.8104872927,-17.4824967049,"8.31",2019-01-06 13:18:58,31.6,32.9957
"565",-149.8104587942,-17.4824733194,"7.83",2019-01-06 13:19:13,31.6,32.9616
"566",-149.8104592133,-17.4824335054,"10.23",2019-01-06 13:19:28,31.69,32.9843
"567",-149.8104802519,-17.4823915958,"10.71",2019-01-06 13:19:43,31.73,32.8895
"568",-149.810479749,-17.4823547155,"9.27",2019-01-06 13:19:58,31.63,32.961
"569",-149.8104494903,-17.4823188409,"8.79",2019-01-06 13:20:13,31.6,32.9178
"570",-149.8104427848,-17.4822751712,"9.75",2019-01-06 13:20:28,31.75,32.9346
"571",-149.8104633205,-17.482236363,"10.23",2019-01-06 13:20:43,31.47,32.9269
"572",-149.8104873765,-17.4821992312,"10.23",2019-01-06 13:20:58,31.34,33.0531
"573",-149.8105039727,-17.4821620155,"8.31",2019-01-06 13:21:13,31.21,33.0284
"574",-149.81050984,-17.4821377918,"10.23",2019-01-06 13:21:28,31.06,33.0711
"575",-149.8105366621,-17.4821069464,"10.71",2019-01-06 13:21:43,30.95,33.1309
"576",-149.8105637357,-17.4820855726,"9.75",2019-01-06 13:21:58,30.98,33.1399
"577",-149.810599694,-17.4820622709,"9.27",2019-01-06 13:22:13,30.98,33.1009
"578",-149.8106784839,-17.4820481893,"11.19",2019-01-06 13:22:28,30.99,33.1038
"579",-149.8107036296,-17.4820596725,"11.67",2019-01-06 13:22:43,30.83,33.1196
"580",-149.8106913082,-17.4820850696,"9.27",2019-01-06 13:22:58,30.75,33.1984
"581",-149.8106968403,-17.4821559805,"12.15",2019-01-06 13:23:13,30.88,33.1295
"582",-149.8107265122,-17.4821946211,"12.63",2019-01-06 13:23:28,30.95,33.0967
"583",-149.8107600398,-17.4822118878,"12.15",2019-01-06 13:23:43,30.82,33.1654
"584",-149.8107907176,-17.4822376203,"11.67",2019-01-06 13:23:58,30.76,33.2307
"585",-149.810806727,-17.4822750036,"11.67",2019-01-06 13:24:13,30.72,33.1895
"586",-149.8108170368,-17.4823059328,"11.67",2019-01-06 13:24:28,30.78,33.222
"587",-149.8108462896,-17.4823246244,"11.67",2019-01-06 13:24:43,30.99,33.1282
"588",-149.8108737823,-17.4823502731,"11.19",2019-01-06 13:24:58,31.21,33.0918
"589",-149.8108738661,-17.4823995586,"11.67",2019-01-06 13:25:13,31.38,33.0359
"590",-149.8108954076,-17.4824301526,"11.19",2019-01-06 13:25:28,31.33,32.9964
"591",-149.8108767159,-17.4824168254,"10.23",2019-01-06 13:25:43,30.88,33.1393
"592",-149.8108949885,-17.4824173283,"10.71",2019-01-06 13:25:58,30.91,33.1678
"593",-149.8109328747,-17.4823915958,"10.71",2019-01-06 13:26:13,30.9,33.1453
"594",-149.8109653965,-17.482404504,"10.71",2019-01-06 13:26:28,30.86,33.1773
"595",-149.8110042885,-17.4824018218,"10.71",2019-01-06 13:26:43,30.88,33.1345
"596",-149.8110217229,-17.4824124668,"10.71",2019-01-06 13:26:58,30.84,33.1518
"597",-149.8110427614,-17.4824143108,"10.71",2019-01-06 13:27:13,30.84,33.1567
"598",-149.8110803124,-17.4824143108,"10.71",2019-01-06 13:27:28,30.85,33.1499
"599",-149.8111093137,-17.48242856,"10.71",2019-01-06 13:27:43,30.83,33.1929
"600",-149.8111455236,-17.4824249558,"10.71",2019-01-06 13:27:58,30.67,33.2334
"601",-149.8111692443,-17.4824201781,"10.23",2019-01-06 13:28:13,30.72,33.1651
"602",-149.811193049,-17.4824163225,"10.23",2019-01-06 13:28:28,30.62,33.1991
"603",-149.8112136684,-17.482402157,"10.23",2019-01-06 13:28:43,30.53,33.2215
"604",-149.8112534825,-17.4823876563,"10.23",2019-01-06 13:28:58,30.47,33.3066
"605",-149.8112634569,-17.4823865667,"10.23",2019-01-06 13:29:13,30.41,33.2499
"606",-149.8112860881,-17.482393356,"10.71",2019-01-06 13:29:28,30.4,33.2763
"607",-149.8113173526,-17.4824094493,"10.23",2019-01-06 13:29:43,30.38,33.2949
"608",-149.8113346193,-17.4824090302,"10.23",2019-01-06 13:29:58,30.4,33.2861
"609",-149.8113499582,-17.482421184,"10.23",2019-01-06 13:30:13,30.36,33.2793
"610",-149.8113702424,-17.4824306555,"10.23",2019-01-06 13:30:28,30.39,33.2587
"611",-149.8113875091,-17.4824458268,"10.23",2019-01-06 13:30:43,30.4,33.2274
"612",-149.8114103079,-17.482452197,"10.71",2019-01-06 13:30:58,30.4,33.2665
"613",-149.8114388064,-17.4824717268,"10.71",2019-01-06 13:31:13,30.39,33.2342
"614",-149.8114693165,-17.4824891612,"10.23",2019-01-06 13:31:28,30.37,33.2529
"615",-149.8114901874,-17.4825123791,"10.23",2019-01-06 13:31:43,30.4,33.2567
"616",-149.8115012515,-17.4825210962,"10.71",2019-01-06 13:31:58,30.39,33.293
"617",-149.811514914,-17.4825474154,"10.23",2019-01-06 13:32:13,30.42,33.2186
"618",-149.8115419876,-17.4825708009,"10.23",2019-01-06 13:32:28,30.4,33.2812
"619",-149.8115463462,-17.4825890735,"10.23",2019-01-06 13:32:43,30.41,33.2059
