"","time","temperature","Salinity"
"2336",2019-01-09 18:04:27,29.32,32.352
"2337",2019-01-09 18:04:42,29.32,32.3441
"2338",2019-01-09 18:04:57,29.32,32.3686
"2339",2019-01-09 18:05:12,29.32,32.3566
"2340",2019-01-09 18:05:27,29.32,32.3162
"2341",2019-01-09 18:05:42,29.32,32.3366
"2342",2019-01-09 18:05:57,29.32,32.3368
"2343",2019-01-09 18:06:12,29.32,32.3248
"2344",2019-01-09 18:06:27,29.32,32.3574
"2345",2019-01-09 18:06:42,29.32,32.3089
"2346",2019-01-09 18:06:57,29.32,32.3739
"2347",2019-01-09 18:07:12,29.32,32.3052
"2348",2019-01-09 18:07:27,29.32,32.3216
"2349",2019-01-09 18:07:42,29.32,32.3137
"2350",2019-01-09 18:07:57,29.32,32.3017
"2351",2019-01-09 18:08:12,29.31,32.3167
"2352",2019-01-09 18:08:27,29.32,32.3304
"2353",2019-01-09 18:08:42,29.31,32.317
"2354",2019-01-09 18:08:57,29.32,32.2942
"2355",2019-01-09 18:09:12,29.31,32.3174
"2356",2019-01-09 18:09:27,29.31,32.2933
"2357",2019-01-09 18:09:42,29.3,32.284
"2358",2019-01-09 18:09:57,29.3,32.3004
"2359",2019-01-09 18:10:12,29.3,32.3573
"2360",2019-01-09 18:10:27,29.3,32.3453
"2361",2019-01-09 18:10:42,29.3,32.2767
"2362",2019-01-09 18:10:57,29.3,32.3335
"2363",2019-01-09 18:11:12,29.28,32.339
"2364",2019-01-09 18:11:27,29.28,32.3392
"2365",2019-01-09 18:11:42,29.28,32.3556
"2366",2019-01-09 18:11:57,29.28,32.3072
"2367",2019-01-09 18:12:12,29.28,32.3397
"2368",2019-01-09 18:12:27,29.3,32.3183
"2369",2019-01-09 18:12:42,29.3,32.2942
"2370",2019-01-09 18:12:57,29.28,32.3564
"2371",2019-01-09 18:13:12,29.28,32.304
"2372",2019-01-09 18:13:27,29.28,32.3163
"2373",2019-01-09 18:13:42,29.28,32.3407
"2374",2019-01-09 18:13:57,29.28,32.3409
"2375",2019-01-09 18:14:12,29.28,32.3249
"2376",2019-01-09 18:14:27,29.28,32.3574
"2377",2019-01-09 18:14:42,29.3,32.336
"2378",2019-01-09 18:14:57,29.3,32.3483
"2379",2019-01-09 18:15:12,29.28,32.3094
"2380",2019-01-09 18:15:27,29.28,32.3866
"2381",2019-01-09 18:15:42,29.28,32.3624
"2382",2019-01-09 18:15:57,29.28,32.326
"2383",2019-01-09 18:16:12,29.28,32.3708
"2384",2019-01-09 18:16:27,29.27,32.3089
"2385",2019-01-09 18:16:42,29.27,32.3699
"2386",2019-01-09 18:16:57,29.27,32.3578
"2387",2019-01-09 18:17:12,29.26,32.3486
"2388",2019-01-09 18:17:27,29.26,32.3366
"2389",2019-01-09 18:17:42,29.25,32.3152
"2390",2019-01-09 18:17:57,29.25,32.3154
"2391",2019-01-09 18:18:12,29.25,32.3318
"2392",2019-01-09 18:18:27,29.25,32.3765
"2393",2019-01-09 18:18:42,29.26,32.3577
"2394",2019-01-09 18:18:57,29.26,32.3336
"2395",2019-01-09 18:19:12,29.26,32.3337
"2396",2019-01-09 18:19:27,29.26,32.3501
"2397",2019-01-09 18:19:42,29.26,32.3017
"2398",2019-01-09 18:19:57,29.26,32.322
"2399",2019-01-09 18:20:12,29.26,32.3182
"2400",2019-01-09 18:20:27,29.25,32.2968
"2401",2019-01-09 18:20:42,29.25,32.378
"2402",2019-01-09 18:20:57,29.25,32.3255
"2403",2019-01-09 18:21:12,29.24,32.3649
"2404",2019-01-09 18:21:27,29.24,32.3488
"2405",2019-01-09 18:21:42,29.24,32.3936
"2406",2019-01-09 18:21:57,29.24,32.3654
"2407",2019-01-09 18:22:12,29.25,32.3142
"2408",2019-01-09 18:22:27,29.25,32.3104
"2409",2019-01-09 18:22:42,29.25,32.3591
"2410",2019-01-09 18:22:57,29.26,32.3443
"2411",2019-01-09 18:23:12,29.26,32.3607
"2412",2019-01-09 18:23:27,29.25,32.3474
"2413",2019-01-09 18:23:42,29.25,32.3152
"2414",2019-01-09 18:23:57,29.25,32.3154
"2415",2019-01-09 18:24:12,29.25,32.3196
"2416",2019-01-09 18:24:27,29.24,32.3023
"2417",2019-01-09 18:24:42,29.24,32.3712
"2418",2019-01-09 18:24:57,29.23,32.3579
"2419",2019-01-09 18:25:12,29.23,32.3662
"2420",2019-01-09 18:25:27,29.24,32.3393
"2421",2019-01-09 18:25:42,29.24,32.3071
"2422",2019-01-09 18:25:57,29.24,32.3356
"2423",2019-01-09 18:26:12,29.25,32.3169
"2424",2019-01-09 18:26:27,29.2,32.3348
"2425",2019-01-09 18:26:42,29.22,32.37
"2426",2019-01-09 18:26:57,29.22,32.3499
"2427",2019-01-09 18:27:12,29.2,32.3961
"2428",2019-01-09 18:27:27,29.22,32.3867
"2429",2019-01-09 18:27:42,29.22,32.322
"2430",2019-01-09 18:27:57,29.22,32.3061
"2431",2019-01-09 18:28:12,29.2,32.3522
"2432",2019-01-09 18:28:27,29.2,32.3442
"2433",2019-01-09 18:28:42,29.2,32.3363
"2434",2019-01-09 18:28:57,29.2,32.3284
"2435",2019-01-09 18:29:12,29.2,32.2881
"2436",2019-01-09 18:29:27,29.19,32.3598
"2437",2019-01-09 18:29:42,29.19,32.3236
"2438",2019-01-09 18:29:57,29.19,32.3439
"2439",2019-01-09 18:30:12,29.19,32.3603
"2440",2019-01-09 18:30:27,29.19,32.3605
"2441",2019-01-09 18:30:42,29.19,32.304
"2442",2019-01-09 18:30:57,29.18,32.3109
"2443",2019-01-09 18:31:12,29.18,32.3799
"2444",2019-01-09 18:31:27,29.18,32.3275
"2445",2019-01-09 18:31:42,29.18,32.3114
"2446",2019-01-09 18:31:57,29.18,32.3359
"2447",2019-01-09 18:32:12,29.18,32.3644
"2448",2019-01-09 18:32:27,29.18,32.3524
"2449",2019-01-09 18:32:42,29.18,32.3283
"2450",2019-01-09 18:32:57,29.18,32.3608
"2451",2019-01-09 18:33:12,29.17,32.3355
"2452",2019-01-09 18:33:27,29.17,32.3356
"2453",2019-01-09 18:33:42,29.18,32.3371
"2454",2019-01-09 18:33:57,29.18,32.3453
"2455",2019-01-09 18:34:12,29.18,32.3779
"2456",2019-01-09 18:34:27,29.18,32.3335
"2457",2019-01-09 18:34:42,29.18,32.3176
"2458",2019-01-09 18:34:57,29.18,32.3339
"2459",2019-01-09 18:35:12,29.19,32.3555
"2460",2019-01-09 18:35:27,29.18,32.3463
"2461",2019-01-09 18:35:42,29.17,32.3291
"2462",2019-01-09 18:35:57,29.17,32.3859
"2463",2019-01-09 18:36:12,29.17,32.3739
"2464",2019-01-09 18:36:27,29.17,32.3699
"2465",2019-01-09 18:36:42,29.17,32.3297
"2466",2019-01-09 18:36:57,29.16,32.3285
"2467",2019-01-09 18:37:12,29.17,32.3138
"2468",2019-01-09 18:37:27,29.16,32.3451
"2469",2019-01-09 18:37:42,29.16,32.3129
"2470",2019-01-09 18:37:57,29.16,32.3292
"2471",2019-01-09 18:38:12,29.16,32.3172
"2472",2019-01-09 18:38:27,29.15,32.3566
"2473",2019-01-09 18:38:42,29.15,32.3689
"2474",2019-01-09 18:38:57,29.15,32.3205
"2475",2019-01-09 18:39:12,29.15,32.3046
"2476",2019-01-09 18:39:27,29.15,32.3208
"2477",2019-01-09 18:39:42,29.15,32.3089
"2478",2019-01-09 18:39:57,29.14,32.3483
"2479",2019-01-09 18:40:12,29.12,32.3054
"2480",2019-01-09 18:40:27,29.14,32.3404
"2481",2019-01-09 18:40:42,29.14,32.3003
"2482",2019-01-09 18:40:57,29.14,32.4137
"2483",2019-01-09 18:41:12,29.14,32.3328
"2484",2019-01-09 18:41:27,29.12,32.3629
"2485",2019-01-09 18:41:42,29.12,32.3792
"2486",2019-01-09 18:41:57,29.12,32.3834
"2487",2019-01-09 18:42:12,29.12,32.3714
"2488",2019-01-09 18:42:27,29.12,32.3231
"2489",2019-01-09 18:42:42,29.14,32.3298
"2490",2019-01-09 18:42:57,29.14,32.3664
"2491",2019-01-09 18:43:12,29.14,32.318
"2492",2019-01-09 18:43:27,29.14,32.3789
"2493",2019-01-09 18:43:42,29.12,32.3644
"2494",2019-01-09 18:43:57,29.12,32.3321
"2495",2019-01-09 18:44:12,29.11,32.3796
"2496",2019-01-09 18:44:27,29.11,32.3879
"2497",2019-01-09 18:44:42,29.11,32.3355
"2498",2019-01-09 18:44:57,29.11,32.3477
"2499",2019-01-09 18:45:12,29.1,32.3465
"2500",2019-01-09 18:45:27,29.1,32.371
"2501",2019-01-09 18:45:42,29.11,32.3482
"2502",2019-01-09 18:45:57,29.11,32.3808
"2503",2019-01-09 18:46:12,29.12,32.3014
"2504",2019-01-09 18:46:27,29.12,32.3743
"2505",2019-01-09 18:46:42,29.11,32.3247
"2506",2019-01-09 18:46:57,29.11,32.3409
"2507",2019-01-09 18:47:12,29.11,32.3371
"2508",2019-01-09 18:47:27,29.1,32.3561
"2509",2019-01-09 18:47:42,29.11,32.39
"2510",2019-01-09 18:47:57,29.11,32.3862
"2511",2019-01-09 18:48:12,29.11,32.366
"2512",2019-01-09 18:48:27,29.1,32.3487
"2513",2019-01-09 18:48:42,29.1,32.345
"2514",2019-01-09 18:48:57,29.1,32.3168
"2515",2019-01-09 18:49:12,29.1,32.3492
"2516",2019-01-09 18:49:27,29.09,32.3643
"2517",2019-01-09 18:49:42,29.09,32.3806
"2518",2019-01-09 18:49:57,29.1,32.3417
"2519",2019-01-09 18:50:12,29.09,32.3729
"2520",2019-01-09 18:50:27,29.1,32.2977
"2521",2019-01-09 18:50:42,29.11,32.3515
"2522",2019-01-09 18:50:57,29.11,32.3517
"2523",2019-01-09 18:51:12,29.12,32.329
"2524",2019-01-09 18:51:27,29.11,32.3966
"2525",2019-01-09 18:51:42,29.1,32.3429
"2526",2019-01-09 18:51:57,29.11,32.3726
"2527",2019-01-09 18:52:12,29.1,32.3594
"2528",2019-01-09 18:52:27,29.1,32.3595
"2529",2019-01-09 18:52:42,29.1,32.3759
"2530",2019-01-09 18:52:57,29.09,32.3828
"2531",2019-01-09 18:53:12,29.09,32.383
"2532",2019-01-09 18:53:27,29.1,32.3642
"2533",2019-01-09 18:53:42,29.09,32.3511
"2534",2019-01-09 18:53:57,29.09,32.3351
"2535",2019-01-09 18:54:12,29.09,32.3594
"2536",2019-01-09 18:54:27,29.1,32.3165
"2537",2019-01-09 18:54:42,29.09,32.3073
"2538",2019-01-09 18:54:57,29.1,32.3612
"2539",2019-01-09 18:55:12,29.09,32.3763
"2540",2019-01-09 18:55:27,29.09,32.3361
"2541",2019-01-09 18:55:42,29.09,32.3766
"2542",2019-01-09 18:55:57,29.09,32.3687
"2543",2019-01-09 18:56:12,29.09,32.3688
"2544",2019-01-09 18:56:27,29.09,32.369
"2545",2019-01-09 18:56:42,29.08,32.3114
"2546",2019-01-09 18:56:57,29.08,32.3439
"2547",2019-01-09 18:57:12,29.08,32.344
"2548",2019-01-09 18:57:27,29.08,32.3805
"2549",2019-01-09 18:57:42,29.08,32.3929
"2550",2019-01-09 18:57:57,29.08,32.3809
"2551",2019-01-09 18:58:12,29.08,32.3609
"2552",2019-01-09 18:58:27,29.09,32.3543
"2553",2019-01-09 18:58:42,29.08,32.3612
"2554",2019-01-09 18:58:57,29.08,32.329
"2555",2019-01-09 18:59:12,29.08,32.3939
"2556",2019-01-09 18:59:27,29.07,32.3726
"2557",2019-01-09 18:59:42,29.07,32.3404
"2558",2019-01-09 18:59:57,29.06,32.3716
"2559",2019-01-09 19:00:12,29.04,32.3288
"2560",2019-01-09 19:00:27,29.06,32.3801
"2561",2019-01-09 19:00:42,29.07,32.3774
"2562",2019-01-09 19:00:57,29.09,32.4288
"2563",2019-01-09 19:01:12,29.08,32.3871
"2564",2019-01-09 19:01:27,29.07,32.3739
"2565",2019-01-09 19:01:42,29.06,32.3566
"2566",2019-01-09 19:01:57,29.04,32.4108
"2567",2019-01-09 19:02:12,29.02,32.3923
"2568",2019-01-09 19:02:27,29.02,32.3439
"2569",2019-01-09 19:02:42,29.03,32.301
"2570",2019-01-09 19:02:57,29.03,32.3173
"2571",2019-01-09 19:03:12,29.03,32.3457
"2572",2019-01-09 19:03:27,29.03,32.362
"2573",2019-01-09 19:03:42,29.03,32.338
"2574",2019-01-09 19:03:57,29.03,32.3544
"2575",2019-01-09 19:04:12,29.03,32.3868
"2576",2019-01-09 19:04:27,29.04,32.3276
"2577",2019-01-09 19:04:42,29.03,32.4073
"2578",2019-01-09 19:04:57,29.03,32.3066
"2579",2019-01-09 19:05:12,29.03,32.339
"2580",2019-01-09 19:05:27,29.03,32.3674
"2581",2019-01-09 19:05:42,29.03,32.3353
"2582",2019-01-09 19:05:57,29.03,32.3637
"2583",2019-01-09 19:06:12,29.01,32.3372
"2584",2019-01-09 19:06:27,29.02,32.3709
"2585",2019-01-09 19:06:42,29.03,32.3885
"2586",2019-01-09 19:06:57,29.03,32.3725
"2587",2019-01-09 19:07:12,29.03,32.3848
"2588",2019-01-09 19:07:27,29.01,32.3501
"2589",2019-01-09 19:07:42,29.01,32.3785
"2590",2019-01-09 19:07:57,28.98,32.3507
"2591",2019-01-09 19:08:12,28.99,32.3118
"2592",2019-01-09 19:08:27,29,32.3778
"2593",2019-01-09 19:08:42,29,32.3941
"2594",2019-01-09 19:08:57,29,32.3539
"2595",2019-01-09 19:09:12,29,32.3621
"2596",2019-01-09 19:09:27,28.99,32.3812
"2597",2019-01-09 19:09:42,28.98,32.3035
"2598",2019-01-09 19:09:57,28.98,32.3843
"2599",2019-01-09 19:10:12,28.97,32.3469
"2600",2019-01-09 19:10:27,28.98,32.308
"2601",2019-01-09 19:10:42,28.98,32.3849
"2602",2019-01-09 19:10:57,28.98,32.3527
"2603",2019-01-09 19:11:12,28.98,32.3569
"2604",2019-01-09 19:11:27,28.98,32.3854
"2605",2019-01-09 19:11:42,28.97,32.3277
"2606",2019-01-09 19:11:57,28.97,32.2998
"2607",2019-01-09 19:12:12,28.95,32.3296
"2608",2019-01-09 19:12:27,28.97,32.3645
"2609",2019-01-09 19:12:42,28.99,32.3955
"2610",2019-01-09 19:12:57,28.99,32.3877
"2611",2019-01-09 19:13:12,28.99,32.3959
"2612",2019-01-09 19:13:27,28.99,32.3677
"2613",2019-01-09 19:13:42,28.99,32.4124
"2614",2019-01-09 19:13:57,28.99,32.3802
"2615",2019-01-09 19:14:12,28.98,32.375
"2616",2019-01-09 19:14:27,28.98,32.4238
"2617",2019-01-09 19:14:42,28.98,32.3714
"2618",2019-01-09 19:14:57,28.95,32.3718
"2619",2019-01-09 19:15:12,28.95,32.4043
"2620",2019-01-09 19:15:27,28.94,32.3386
"2621",2019-01-09 19:15:42,28.93,32.3416
"2622",2019-01-09 19:15:57,28.93,32.3901
"2623",2019-01-09 19:16:12,28.93,32.354
"2624",2019-01-09 19:16:27,28.93,32.3381
"2625",2019-01-09 19:16:42,28.92,32.3612
"2626",2019-01-09 19:16:57,28.93,32.3868
"2627",2019-01-09 19:17:12,28.95,32.4258
"2628",2019-01-09 19:17:27,28.94,32.4005
"2629",2019-01-09 19:17:42,28.94,32.3885
"2630",2019-01-09 19:17:57,28.93,32.3955
"2631",2019-01-09 19:18:12,28.92,32.4106
"2632",2019-01-09 19:18:27,28.93,32.3717
"2633",2019-01-09 19:18:42,28.92,32.3665
"2634",2019-01-09 19:18:57,28.91,32.4341
"2635",2019-01-09 19:19:12,28.91,32.406
"2636",2019-01-09 19:19:27,28.91,32.386
"2637",2019-01-09 19:19:42,28.91,32.4023
"2638",2019-01-09 19:19:57,28.89,32.3878
"2639",2019-01-09 19:20:12,28.89,32.3719
"2640",2019-01-09 19:20:27,28.87,32.3655
"2641",2019-01-09 19:20:42,28.87,32.3657
"2642",2019-01-09 19:20:57,28.86,32.3445
"2643",2019-01-09 19:21:12,28.86,32.3045
"2644",2019-01-09 19:21:27,28.86,32.3368
"2645",2019-01-09 19:21:42,28.84,32.3828
"2646",2019-01-09 19:21:57,28.84,32.3387
"2647",2019-01-09 19:22:12,28.85,32.3441
"2648",2019-01-09 19:22:27,28.86,32.3414
"2649",2019-01-09 19:22:42,28.86,32.3578
"2650",2019-01-09 19:22:57,28.86,32.4103
"2651",2019-01-09 19:23:12,28.85,32.3609
"2652",2019-01-09 19:23:27,28.83,32.3224
"2653",2019-01-09 19:23:42,28.83,32.3225
"2654",2019-01-09 19:23:57,28.81,32.3243
"2655",2019-01-09 19:24:12,28.81,32.3606
"2656",2019-01-09 19:24:27,28.82,32.3661
"2657",2019-01-09 19:24:42,28.83,32.3393
"2658",2019-01-09 19:24:57,28.84,32.3931
"2659",2019-01-09 19:25:12,28.84,32.369
"2660",2019-01-09 19:25:27,28.82,32.3466
"2661",2019-01-09 19:25:42,28.82,32.3468
"2662",2019-01-09 19:25:57,28.81,32.3739
"2663",2019-01-09 19:26:12,28.81,32.362
"2664",2019-01-09 19:26:27,28.79,32.3396
"2665",2019-01-09 19:26:42,28.79,32.4163
"2666",2019-01-09 19:26:57,28.82,32.4202
"2667",2019-01-09 19:27:12,28.82,32.4163
"2668",2019-01-09 19:27:27,28.82,32.4004
"2669",2019-01-09 19:27:42,28.82,32.4531
"2670",2019-01-09 19:27:57,28.81,32.456
"2671",2019-01-09 19:28:12,28.81,32.4724
"2672",2019-01-09 19:28:27,28.81,32.424
"2673",2019-01-09 19:28:42,28.81,32.396
"2674",2019-01-09 19:28:57,28.78,32.3682
"2675",2019-01-09 19:29:12,28.77,32.335
"2676",2019-01-09 19:29:27,28.76,32.3903
"2677",2019-01-09 19:29:42,28.77,32.4482
"2678",2019-01-09 19:29:57,28.77,32.3838
"2679",2019-01-09 19:30:12,28.78,32.3812
"2680",2019-01-09 19:30:27,28.78,32.3975
"2681",2019-01-09 19:30:42,28.77,32.3924
"2682",2019-01-09 19:30:57,28.77,32.3684
"2683",2019-01-09 19:31:12,28.75,32.3661
"2684",2019-01-09 19:31:27,28.74,32.3731
"2685",2019-01-09 19:31:42,28.75,32.4228
"2686",2019-01-09 19:31:57,28.74,32.4218
"2687",2019-01-09 19:32:12,28.75,32.3909
"2688",2019-01-09 19:32:27,28.76,32.3762
"2689",2019-01-09 19:32:42,28.76,32.4854
"2690",2019-01-09 19:32:57,28.75,32.3995
"2691",2019-01-09 19:33:12,28.74,32.4065
"2692",2019-01-09 19:33:27,28.73,32.3612
"2693",2019-01-09 19:33:42,28.74,32.427
"2694",2019-01-09 19:33:57,28.75,32.4486
"2695",2019-01-09 19:34:12,28.76,32.3935
"2696",2019-01-09 19:34:27,28.77,32.411
"2697",2019-01-09 19:34:42,28.77,32.4637
"2698",2019-01-09 19:34:57,28.77,32.4558
"2699",2019-01-09 19:35:12,28.76,32.4507
"2700",2019-01-09 19:35:27,28.76,32.4468
"2701",2019-01-09 19:35:42,28.75,32.4255
"2702",2019-01-09 19:35:57,28.74,32.4245
"2703",2019-01-09 19:36:12,28.73,32.4315
"2704",2019-01-09 19:36:27,28.73,32.4317
"2705",2019-01-09 19:36:42,28.73,32.3956
"2706",2019-01-09 19:36:57,28.71,32.4095
"2707",2019-01-09 19:37:12,28.7,32.3923
"2708",2019-01-09 19:37:27,28.7,32.3562
"2709",2019-01-09 19:37:42,28.7,32.3564
"2710",2019-01-09 19:37:57,28.7,32.3566
"2711",2019-01-09 19:38:12,28.7,32.3849
"2712",2019-01-09 19:38:27,28.7,32.4496
"2713",2019-01-09 19:38:42,28.69,32.372
"2714",2019-01-09 19:38:57,28.68,32.3669
"2715",2019-01-09 19:39:12,28.68,32.3831
"2716",2019-01-09 19:39:27,28.68,32.267
"2717",2019-01-09 19:39:42,28.67,32.4024
"2718",2019-01-09 19:39:57,28.68,32.3716
"2719",2019-01-09 19:40:12,28.68,32.4241
"2720",2019-01-09 19:40:27,28.7,32.4307
"2721",2019-01-09 19:40:42,28.7,32.4875
"2722",2019-01-09 19:40:57,28.7,32.4633
"2723",2019-01-09 19:41:12,28.7,32.4554
"2724",2019-01-09 19:41:27,28.7,32.4758
"2725",2019-01-09 19:41:42,28.69,32.4022
"2726",2019-01-09 19:41:57,28.68,32.4173
"2727",2019-01-09 19:42:12,28.68,32.4094
"2728",2019-01-09 19:42:27,28.66,32.3709
"2729",2019-01-09 19:42:42,28.63,32.3354
"2730",2019-01-09 19:42:57,28.66,32.3672
"2731",2019-01-09 19:43:12,28.65,32.3541
"2732",2019-01-09 19:43:27,28.66,32.3595
"2733",2019-01-09 19:43:42,28.67,32.4091
"2734",2019-01-09 19:43:57,28.67,32.4497
"2735",2019-01-09 19:44:12,28.68,32.4107
"2736",2019-01-09 19:44:27,28.68,32.4431
"2737",2019-01-09 19:44:42,28.66,32.4207
