"","lon","lat","elevation","time","temperature","Salinity"
"340",-149.91354011,-17.5147289783,"13.12",2019-01-09 13:55:27,30.6,31.6491
"341",-149.9135484919,-17.5147347618,"13.60",2019-01-09 13:55:42,30.59,31.6677
"342",-149.9135436304,-17.5147309899,"13.12",2019-01-09 13:55:57,30.6,31.6494
"343",-149.9135266989,-17.5147467479,"13.12",2019-01-09 13:56:12,30.6,31.6376
"344",-149.9135354161,-17.5147306547,"13.60",2019-01-09 13:56:27,30.6,31.6897
"345",-149.9135383498,-17.5147335883,"13.60",2019-01-09 13:56:42,30.59,31.7044
"346",-149.9135303032,-17.5147333369,"13.12",2019-01-09 13:56:57,30.59,31.6726
"347",-149.913527621,-17.5147366896,"14.08",2019-01-09 13:57:12,30.6,31.6662
"348",-149.913534997,-17.5147449039,"13.12",2019-01-09 13:57:27,30.6,31.6504
"349",-149.9135412835,-17.5147489272,"13.60",2019-01-09 13:57:42,30.58,31.6636
"350",-149.9135500845,-17.5147427246,"13.12",2019-01-09 13:57:57,30.58,31.6877
"351",-149.9135893956,-17.5147615001,"13.60",2019-01-09 13:58:12,30.58,31.7119
"352",-149.9136247672,-17.5147709716,"13.12",2019-01-09 13:58:27,30.59,31.6576
"353",-149.9136513378,-17.5147886574,"13.12",2019-01-09 13:58:42,30.6,31.6433
"354",-149.9137038924,-17.5147961173,"13.12",2019-01-09 13:58:57,30.58,31.6684
"355",-149.9137261044,-17.5148268789,"13.12",2019-01-09 13:59:12,30.54,31.6907
"356",-149.9137327261,-17.5148667768,"13.12",2019-01-09 13:59:27,30.47,31.6927
"357",-149.9137186445,-17.5148611609,"13.12",2019-01-09 13:59:42,30.5,31.6851
"358",-149.9137115199,-17.5148713868,"13.12",2019-01-09 13:59:57,30.54,31.7151
"359",-149.9137423653,-17.5149057526,"13.12",2019-01-09 14:00:12,30.55,31.6529
"360",-149.913777234,-17.5149104465,"13.12",2019-01-09 14:00:27,30.51,31.6791
"361",-149.9138186406,-17.5149194151,"12.63",2019-01-09 14:00:42,30.5,31.6739
"362",-149.9138359912,-17.5149471592,"12.63",2019-01-09 14:00:57,30.55,31.6455
"363",-149.9138224125,-17.514984291,"12.63",2019-01-09 14:01:12,30.56,31.6391
"364",-149.9138164613,-17.515029721,"12.15",2019-01-09 14:01:27,30.52,31.6932
"365",-149.913794836,-17.5150562078,"12.63",2019-01-09 14:01:42,30.54,31.6684
"366",-149.9137760606,-17.5150819402,"13.12",2019-01-09 14:01:57,30.49,31.7732
"367",-149.913782347,-17.5151037332,"12.63",2019-01-09 14:02:12,30.47,31.7504
"368",-149.9138224125,-17.5151520129,"12.15",2019-01-09 14:02:27,30.45,31.7637
"369",-149.9138282798,-17.5151861273,"12.15",2019-01-09 14:02:42,30.4,31.7966
"370",-149.9138375837,-17.5152442977,"12.63",2019-01-09 14:02:57,30.34,31.8562
"371",-149.913860634,-17.5152587146,"12.63",2019-01-09 14:03:12,30.32,31.8254
"372",-149.9138635676,-17.5153185613,"12.63",2019-01-09 14:03:27,30.31,31.8201
"373",-149.9138506595,-17.5153494067,"12.63",2019-01-09 14:03:42,30.29,31.8575
"374",-149.9138522521,-17.5153748877,"13.12",2019-01-09 14:03:57,30.23,31.8811
"375",-149.9138503242,-17.5154057331,"12.63",2019-01-09 14:04:12,30.05,32.0488
"376",-149.9138622265,-17.5154396798,"12.63",2019-01-09 14:04:27,30.07,32.0236
"377",-149.9138836842,-17.5154881272,"12.63",2019-01-09 14:04:42,30.02,32.0367
"378",-149.9138987716,-17.5155064836,"12.15",2019-01-09 14:04:57,30.08,31.9729
"379",-149.9139042199,-17.5154869538,"12.15",2019-01-09 14:05:12,30.08,31.9932
"380",-149.9139265995,-17.5154970959,"12.15",2019-01-09 14:05:27,30.02,32.0413
"381",-149.9138915632,-17.5154874567,"12.63",2019-01-09 14:05:42,30,32.0305
"382",-149.9138433672,-17.5154576171,"13.12",2019-01-09 14:05:57,29.75,32.2708
"383",-149.9137872923,-17.5154634006,"12.63",2019-01-09 14:06:12,29.93,32.0774
"384",-149.9137409404,-17.5154551864,"12.15",2019-01-09 14:06:27,29.92,32.0802
"385",-149.913794836,-17.5154218264,"12.63",2019-01-09 14:06:42,30.16,31.9292
"386",-149.91380875,-17.515438674,"12.15",2019-01-09 14:06:57,30.12,31.9759
"387",-149.9138085824,-17.5154647417,"12.15",2019-01-09 14:07:12,30.07,31.9972
"388",-149.9137949198,-17.5154898874,"11.67",2019-01-09 14:07:27,30.01,32.0898
"389",-149.9137813412,-17.5154955033,"12.15",2019-01-09 14:07:42,29.81,32.2236
"390",-149.9137545191,-17.5154906418,"12.63",2019-01-09 14:07:57,29.64,32.3912
"391",-149.9137546029,-17.5154996943,"12.15",2019-01-09 14:08:12,29.63,32.4309
"392",-149.9137378391,-17.51550816,"12.63",2019-01-09 14:08:27,29.56,32.4456
"393",-149.9137159623,-17.5155007839,"12.63",2019-01-09 14:08:42,29.53,32.4497
"394",-149.9137034733,-17.5154718664,"12.63",2019-01-09 14:08:57,29.73,32.2944
"395",-149.9137074128,-17.5154561084,"12.63",2019-01-09 14:09:12,29.96,32.0918
"396",-149.9137353245,-17.5154378358,"12.15",2019-01-09 14:09:27,30.05,32.0402
"397",-149.9137344025,-17.515471112,"12.63",2019-01-09 14:09:42,30.05,32.0484
"398",-149.9137313012,-17.5154891331,"12.63",2019-01-09 14:09:57,29.74,32.321
"399",-149.9137490708,-17.5155195594,"12.15",2019-01-09 14:10:12,29.73,32.3116
"400",-149.9137034733,-17.5155154523,"13.12",2019-01-09 14:10:27,29.56,32.4798
"401",-149.9136932474,-17.5155053101,"8.79",2019-01-09 14:10:42,29.8,32.2812
"402",-149.9137025513,-17.5154861994,"12.63",2019-01-09 14:10:57,29.93,32.1008
"403",-149.9136946723,-17.5155008677,"12.63",2019-01-09 14:11:12,29.83,32.2451
"404",-149.9136940017,-17.5154958386,"12.63",2019-01-09 14:11:27,29.61,32.4302
"405",-149.9136621505,-17.5154898874,"12.63",2019-01-09 14:11:42,29.81,32.2956
"406",-149.9136527628,-17.5154647417,"12.15",2019-01-09 14:11:57,29.9,32.1296
"407",-149.9136325624,-17.51545351,"12.15",2019-01-09 14:12:12,29.96,32.1588
"408",-149.9136137869,-17.5154376682,"12.15",2019-01-09 14:12:27,29.91,32.2208
"409",-149.9135997891,-17.5154438708,"12.63",2019-01-09 14:12:42,29.88,32.2003
"410",-149.9135999568,-17.5154530909,"13.12",2019-01-09 14:12:57,29.86,32.2383
"411",-149.913571123,-17.5154488161,"12.63",2019-01-09 14:13:12,29.84,32.2519
"412",-149.9135696143,-17.515450241,"13.12",2019-01-09 14:13:27,29.85,32.2209
"413",-149.9135654233,-17.5154121872,"13.12",2019-01-09 14:13:42,29.89,32.2229
"414",-149.9135691952,-17.5153996143,"12.63",2019-01-09 14:13:57,29.97,32.141
"415",-149.9135636631,-17.5154053979,"12.15",2019-01-09 14:14:12,29.98,32.1508
"416",-149.9135635793,-17.5154156238,"12.15",2019-01-09 14:14:27,29.91,32.2058
"417",-149.9135309737,-17.515411349,"12.63",2019-01-09 14:14:42,29.57,32.4554
"418",-149.9135224242,-17.5154069066,"12.63",2019-01-09 14:14:57,29.77,32.292
"419",-149.9135237653,-17.5153941661,"12.63",2019-01-09 14:15:12,29.96,32.1445
"420",-149.9135258608,-17.5153695233,"12.63",2019-01-09 14:15:27,29.97,32.1502
"421",-149.913532231,-17.5153503288,"12.63",2019-01-09 14:15:42,29.98,32.1153
"422",-149.913526196,-17.5153614767,"-2.75",2019-01-09 14:15:57,29.99,32.1372
"423",-149.9135286268,-17.5153514184,"10.23",2019-01-09 14:16:12,29.93,32.1815
"424",-149.9135297164,-17.5153555255,"11.67",2019-01-09 14:16:27,29.88,32.2476
"425",-149.9135250226,-17.5153660867,"12.63",2019-01-09 14:16:42,29.99,32.1377
"426",-149.9135207478,-17.515352089,"12.15",2019-01-09 14:16:57,29.93,32.2267
"427",-149.913526196,-17.5153602194,"13.12",2019-01-09 14:17:12,29.9,32.2347
"428",-149.9135341588,-17.515368266,"12.15",2019-01-09 14:17:27,29.84,32.2426
"429",-149.9135334883,-17.515356699,"12.63",2019-01-09 14:17:42,29.84,32.2916
"430",-149.9135339074,-17.5153583754,"12.15",2019-01-09 14:17:57,29.82,32.2727
"431",-149.9135387689,-17.5153644104,"13.12",2019-01-09 14:18:12,29.82,32.3054
"432",-149.9135393556,-17.5153687689,"12.63",2019-01-09 14:18:27,29.82,32.3015
"433",-149.9135437142,-17.5153808389,"13.12",2019-01-09 14:18:42,29.76,32.3461
"434",-149.9135330692,-17.5154124387,"12.63",2019-01-09 14:18:57,29.76,32.3422
"435",-149.9135264475,-17.5154312141,"12.63",2019-01-09 14:19:12,29.73,32.3503
"436",-149.9135237653,-17.5154459663,"12.63",2019-01-09 14:19:27,29.75,32.3534
"437",-149.9135233462,-17.5154353213,"12.63",2019-01-09 14:19:42,29.75,32.3454
"438",-149.9135454744,-17.5154360756,"12.15",2019-01-09 14:19:57,29.75,32.3619
"439",-149.9135538563,-17.5154426135,"11.19",2019-01-09 14:20:12,29.75,32.3867
"440",-149.9135796726,-17.5154636521,"12.63",2019-01-09 14:20:27,29.75,32.3623
"441",-149.9135764036,-17.5155309588,"12.63",2019-01-09 14:20:42,29.74,32.2956
"442",-149.9135703687,-17.5155851059,"12.63",2019-01-09 14:20:57,29.8,32.2718
"443",-149.9136210792,-17.515625339,"12.15",2019-01-09 14:21:12,29.71,32.3489
"444",-149.9136789981,-17.5156745408,"12.63",2019-01-09 14:21:27,29.73,32.3356
"445",-149.9137162976,-17.5157296099,"12.63",2019-01-09 14:21:42,29.68,32.349
"446",-149.9137692712,-17.5157859363,"13.12",2019-01-09 14:21:57,29.71,32.3494
"447",-149.913814282,-17.5158286002,"13.60",2019-01-09 14:22:12,29.68,32.3329
"448",-149.9138613045,-17.5158710126,"12.63",2019-01-09 14:22:27,29.6,32.465
"449",-149.913906483,-17.5159198791,"12.63",2019-01-09 14:22:42,29.67,32.3359
"450",-149.9139593728,-17.5159586873,"12.15",2019-01-09 14:22:57,29.69,32.3104
"451",-149.914020393,-17.5160156004,"12.63",2019-01-09 14:23:12,29.63,32.4328
"452",-149.9140742049,-17.5160798058,"12.63",2019-01-09 14:23:27,29.61,32.3933
"453",-149.9141585268,-17.5161513872,"12.63",2019-01-09 14:23:42,29.59,32.4562
"454",-149.9142414238,-17.5162081327,"12.63",2019-01-09 14:23:57,29.57,32.4411
"455",-149.9143052939,-17.5162879284,"12.15",2019-01-09 14:24:12,29.55,32.5042
"456",-149.9143519811,-17.5163811352,"12.15",2019-01-09 14:24:27,29.52,32.5453
"457",-149.9144211318,-17.5164574105,"12.63",2019-01-09 14:24:42,29.51,32.5481
"458",-149.9144800566,-17.5165314227,"12.63",2019-01-09 14:24:57,29.53,32.5718
"459",-149.9145446811,-17.5165893417,"13.12",2019-01-09 14:25:12,29.53,32.5267
"460",-149.9146041926,-17.5166416448,"13.60",2019-01-09 14:25:27,29.55,32.5544
"461",-149.9146616086,-17.5167195126,"13.12",2019-01-09 14:25:42,29.53,32.6095
"462",-149.9147053622,-17.5168062653,"13.60",2019-01-09 14:25:57,29.5,32.6219
"463",-149.9147499539,-17.5168883242,"13.60",2019-01-09 14:26:12,29.48,32.5861
"464",-149.9147963896,-17.5169669464,"13.12",2019-01-09 14:26:27,29.45,32.6025
"465",-149.9148514587,-17.5170360133,"13.12",2019-01-09 14:26:42,29.47,32.5767
"466",-149.9149114732,-17.5171045773,"13.12",2019-01-09 14:26:57,29.45,32.6153
"467",-149.9149626866,-17.5171712134,"13.60",2019-01-09 14:27:12,29.53,32.6064
"468",-149.9149923585,-17.5172467344,"13.60",2019-01-09 14:27:27,29.58,32.4943
"469",-149.915005099,-17.5173028931,"13.12",2019-01-09 14:27:42,29.6,32.6087
"470",-149.9150027521,-17.5173486583,"13.60",2019-01-09 14:27:57,29.65,32.579
"471",-149.9149800371,-17.517398363,"14.08",2019-01-09 14:28:12,29.65,32.5626
"472",-149.9149623513,-17.5174347404,"14.08",2019-01-09 14:28:27,29.66,32.556
"473",-149.914943492,-17.5174647477,"14.08",2019-01-09 14:28:42,29.65,32.5712
"474",-149.9149311706,-17.5175047293,"13.60",2019-01-09 14:28:57,29.65,32.5466
"475",-149.9149400555,-17.5175310485,"14.08",2019-01-09 14:29:12,29.63,32.5686
"476",-149.9149646144,-17.5175658334,"14.08",2019-01-09 14:29:27,29.66,32.5691
"477",-149.9149565678,-17.5176041387,"14.08",2019-01-09 14:29:42,29.68,32.5474
"478",-149.9149565678,-17.5176431984,"14.56",2019-01-09 14:29:57,29.68,32.5682
"479",-149.9149573222,-17.5176629797,"14.08",2019-01-09 14:30:12,29.69,32.5368
"480",-149.9149624351,-17.5176951662,"13.60",2019-01-09 14:30:27,29.72,32.5084
"481",-149.9149639439,-17.5177183002,"13.60",2019-01-09 14:30:42,29.74,32.5734
"482",-149.9149683025,-17.5177414343,"13.60",2019-01-09 14:30:57,29.73,32.5433
"483",-149.9149931129,-17.5177673344,"13.12",2019-01-09 14:31:12,29.74,32.549
"484",-149.9149961304,-17.5177984312,"13.60",2019-01-09 14:31:27,29.71,32.5324
"485",-149.9150080327,-17.5178322941,"13.12",2019-01-09 14:31:42,29.69,32.5668
"486",-149.9150152411,-17.517890716,"13.60",2019-01-09 14:31:57,29.67,32.5929
"487",-149.9150198512,-17.5179446116,"13.60",2019-01-09 14:32:12,29.69,32.5629
"488",-149.9150254671,-17.51802315,"14.08",2019-01-09 14:32:27,29.68,32.5452
"489",-149.9150449969,-17.5181020238,"13.60",2019-01-09 14:32:42,29.67,32.5686
"490",-149.9150361959,-17.518188525,"12.63",2019-01-09 14:32:57,29.65,32.5659
"491",-149.9150351062,-17.5182326976,"11.19",2019-01-09 14:33:12,29.69,32.5389
"492",-149.9150292389,-17.518282989,"13.60",2019-01-09 14:33:27,29.68,32.5583
"493",-149.9150445778,-17.5183304306,"14.08",2019-01-09 14:33:42,29.67,32.561
"494",-149.9150520377,-17.5183812249,"13.60",2019-01-09 14:33:57,29.68,32.5297
"495",-149.915050026,-17.5184357911,"14.56",2019-01-09 14:34:12,29.68,32.5504
"496",-149.9150336813,-17.5185263995,"14.56",2019-01-09 14:34:27,29.6,32.5348
"497",-149.9150195997,-17.518614158,"14.56",2019-01-09 14:34:42,29.61,32.6108
"498",-149.9150061887,-17.5186882541,"13.60",2019-01-09 14:34:57,29.6,32.6137
"499",-149.9149782769,-17.5187611766,"13.12",2019-01-09 14:35:12,29.61,32.6194
"500",-149.9149350263,-17.5188245438,"13.12",2019-01-09 14:35:27,29.59,32.5671
"501",-149.9148572423,-17.5188325904,"13.60",2019-01-09 14:35:42,29.47,32.5952
"502",-149.9148067832,-17.5188565627,"13.60",2019-01-09 14:35:57,29.44,32.6076
"503",-149.9147673044,-17.5188871566,"13.60",2019-01-09 14:36:12,29.45,32.6258
"504",-149.9147513788,-17.5188736618,"14.56",2019-01-09 14:36:27,29.44,32.6328
"505",-149.9147308432,-17.5188319199,"14.56",2019-01-09 14:36:42,29.42,32.597
"506",-149.9147161748,-17.5188441575,"13.60",2019-01-09 14:36:57,29.45,32.5973
"507",-149.9146704096,-17.5188698061,"13.12",2019-01-09 14:37:12,29.4,32.6151
"508",-149.9146202859,-17.5188978855,"13.60",2019-01-09 14:37:27,29.37,32.6441
"509",-149.9145654682,-17.5189024955,"13.60",2019-01-09 14:37:42,29.37,32.5989
"510",-149.9145216309,-17.5189163256,"13.60",2019-01-09 14:37:57,29.37,32.5949
"511",-149.9144732673,-17.5189596601,"13.60",2019-01-09 14:38:12,29.37,32.6652
"512",-149.9144448526,-17.5189624261,"17.44",2019-01-09 14:38:27,29.39,32.6022
"513",-149.9144188687,-17.5189360231,"11.19",2019-01-09 14:38:42,29.4,32.5585
"514",-149.9144257419,-17.5189099554,"13.12",2019-01-09 14:38:57,29.39,32.5902
"515",-149.9144020211,-17.5189149845,"13.12",2019-01-09 14:39:12,29.4,32.6083
"516",-149.9143804796,-17.5188972149,"13.60",2019-01-09 14:39:27,29.39,32.6524
"517",-149.9143491313,-17.5188637711,"13.60",2019-01-09 14:39:42,29.39,32.6072
"518",-149.9143349659,-17.5188568141,"12.63",2019-01-09 14:39:57,29.4,32.5593
"519",-149.9142757896,-17.518849941,"13.12",2019-01-09 14:40:12,29.39,32.6158
"520",-149.9142384902,-17.5188199338,"14.08",2019-01-09 14:40:27,29.41,32.6188
"521",-149.9141999334,-17.5188100431,"14.08",2019-01-09 14:40:42,29.4,32.6506
"522",-149.9141763803,-17.5187774375,"14.56",2019-01-09 14:40:57,29.4,32.5641
"523",-149.9141849298,-17.5187356956,"13.60",2019-01-09 14:41:12,29.44,32.5865
"524",-149.9141486362,-17.5187119748,"12.63",2019-01-09 14:41:27,29.44,32.5207
"525",-149.9141706806,-17.5186672155,"13.60",2019-01-09 14:41:42,29.43,32.5607
"526",-149.9141202215,-17.5186737534,"11.67",2019-01-09 14:41:57,29.42,32.5347
"527",-149.9140601233,-17.5186707359,"13.60",2019-01-09 14:42:12,29.41,32.5952
"528",-149.9140305351,-17.5186301675,"13.60",2019-01-09 14:42:27,29.42,32.5639
"529",-149.913994493,-17.5186019205,"13.60",2019-01-09 14:42:42,29.43,32.549
"530",-149.9139362387,-17.5185839832,"13.60",2019-01-09 14:42:57,29.43,32.5945
"531",-149.9138747994,-17.518603513,"13.60",2019-01-09 14:43:12,29.44,32.5714
"532",-149.9138011225,-17.5186081231,"16.00",2019-01-09 14:43:27,29.45,32.5771
"533",-149.9137611408,-17.5186675508,"12.15",2019-01-09 14:43:42,29.45,32.5937
"534",-149.9136913195,-17.51870309,"13.60",2019-01-09 14:43:57,29.45,32.5815
"535",-149.9136380106,-17.5186923612,"13.60",2019-01-09 14:44:12,29.45,32.5364
"536",-149.9136196543,-17.5186835602,"12.63",2019-01-09 14:44:27,29.45,32.586
"537",-149.9136030581,-17.5186949596,"12.15",2019-01-09 14:44:42,29.48,32.5781
"538",-149.9135510903,-17.5187294092,"12.15",2019-01-09 14:44:57,29.44,32.5726
"539",-149.9134953506,-17.5187529624,"13.12",2019-01-09 14:45:12,29.42,32.5987
"540",-149.9134230148,-17.5187522918,"13.60",2019-01-09 14:45:27,29.43,32.5921
"541",-149.9133615755,-17.5187279843,"12.63",2019-01-09 14:45:42,29.42,32.5537
"542",-149.9133058358,-17.5186950434,"13.12",2019-01-09 14:45:57,29.45,32.5829
"543",-149.9132619984,-17.5186557323,"15.04",2019-01-09 14:46:12,29.4,32.5842
"544",-149.9132475816,-17.5186361186,"13.60",2019-01-09 14:46:27,29.39,32.5582
"545",-149.9132127967,-17.5186230429,"13.60",2019-01-09 14:46:42,29.4,32.5845
"546",-149.9131848011,-17.5186037645,"11.67",2019-01-09 14:46:57,29.41,32.5903
"547",-149.9131485075,-17.5185797084,"13.12",2019-01-09 14:47:12,29.37,32.6218
"548",-149.9131267145,-17.5185672194,"15.04",2019-01-09 14:47:27,29.35,32.6068
"549",-149.9131137226,-17.51853914,"14.08",2019-01-09 14:47:42,29.32,32.6274
"550",-149.9130920134,-17.518512737,"14.08",2019-01-09 14:47:57,29.36,32.6251
"551",-149.9130813684,-17.5185034331,"13.12",2019-01-09 14:48:12,29.35,32.6403
"552",-149.9130612519,-17.5184803829,"13.12",2019-01-09 14:48:27,29.32,32.6279
"553",-149.9130402971,-17.5184472743,"13.60",2019-01-09 14:48:42,29.32,32.6364
"554",-149.9130173307,-17.5183989946,"13.12",2019-01-09 14:48:57,29.34,32.6559
"555",-149.9130022433,-17.518364042,"13.60",2019-01-09 14:49:12,29.35,32.608
"556",-149.9129850604,-17.518332107,"14.08",2019-01-09 14:49:27,29.36,32.6178
"557",-149.9129520357,-17.5183094759,"13.60",2019-01-09 14:49:42,29.36,32.6139
"558",-149.9129563943,-17.5182999205,"14.08",2019-01-09 14:49:57,29.37,32.6196
"559",-149.9129642732,-17.518298747,"13.12",2019-01-09 14:50:12,29.39,32.6061
"560",-149.9129651114,-17.5182876829,"13.60",2019-01-09 14:50:27,29.37,32.6282
"561",-149.9129687995,-17.5182944722,"13.60",2019-01-09 14:50:42,29.35,32.6668
"562",-149.9129614234,-17.5182882696,"13.60",2019-01-09 14:50:57,29.36,32.6312
"563",-149.9129428156,-17.5182912033,"13.60",2019-01-09 14:51:12,29.37,32.5957
"564",-149.9129332602,-17.5183046144,"13.60",2019-01-09 14:51:27,29.36,32.6275
"NA",NA,NA,NA,NA,NA,NA
"566",-149.912962513,-17.518300591,"13.60",2019-01-09 14:51:57,29.37,32.6416
"567",-149.9129599147,-17.5182974897,"13.60",2019-01-09 14:52:12,29.39,32.624
"568",-149.9129607528,-17.5182995852,"13.60",2019-01-09 14:52:27,29.4,32.6669
"569",-149.91295279,-17.5183023512,"14.56",2019-01-09 14:52:42,29.4,32.6381
"570",-149.9129580706,-17.5183050334,"12.63",2019-01-09 14:52:57,29.39,32.6327
"571",-149.9129604176,-17.5183212943,"14.08",2019-01-09 14:53:12,29.4,32.6096
"572",-149.9129636027,-17.5183391478,"12.63",2019-01-09 14:53:27,29.41,32.6442
"573",-149.912961591,-17.5183194503,"13.12",2019-01-09 14:53:42,29.4,32.6264
"574",-149.9129672069,-17.5183089729,"11.19",2019-01-09 14:53:57,29.37,32.6554
"575",-149.9129730742,-17.5183144212,"13.12",2019-01-09 14:54:12,29.4,32.6185
"576",-149.9129691347,-17.5183033571,"-9.00",2019-01-09 14:54:27,29.39,32.6255
"577",-149.9129730742,-17.5183024351,"8.31",2019-01-09 14:54:42,29.39,32.6174
"578",-149.9129706435,-17.5183127448,"13.12",2019-01-09 14:54:57,29.37,32.5818
"579",-149.9129719008,-17.5183166843,"13.12",2019-01-09 14:55:12,29.4,32.6233
"580",-149.9129836354,-17.5183210429,"14.08",2019-01-09 14:55:27,29.36,32.6219
"581",-149.9129816238,-17.5183199532,"14.56",2019-01-09 14:55:42,29.35,32.6743
"582",-149.9129678775,-17.5183191989,"13.60",2019-01-09 14:55:57,29.36,32.6512
"583",-149.9129668716,-17.5183129124,"13.60",2019-01-09 14:56:12,29.37,32.6651
"584",-149.9129634351,-17.5183113199,"14.56",2019-01-09 14:56:27,29.37,32.6447
"585",-149.9129660334,-17.5183224678,"14.08",2019-01-09 14:56:42,29.37,32.6077
"586",-149.912967626,-17.5183272455,"12.63",2019-01-09 14:56:57,29.39,32.6313
"587",-149.9129608367,-17.5183475297,"14.08",2019-01-09 14:57:12,29.39,32.6521
"588",-149.9129708949,-17.5183459371,"13.60",2019-01-09 14:57:27,29.39,32.5987
"589",-149.9129647762,-17.5183454342,"12.63",2019-01-09 14:57:42,29.39,32.603
"590",-149.9129519518,-17.518329341,"14.08",2019-01-09 14:57:57,29.39,32.6031
"591",-149.9129602499,-17.5183475297,"13.60",2019-01-09 14:58:12,29.4,32.613
"592",-149.9129577354,-17.5183494575,"14.08",2019-01-09 14:58:27,29.4,32.6296
"593",-149.9129697215,-17.5183435902,"14.56",2019-01-09 14:58:42,29.39,32.5995
"594",-149.9129544664,-17.5183534808,"14.08",2019-01-09 14:58:57,29.37,32.6629
"595",-149.9129471742,-17.5183549058,"15.52",2019-01-09 14:59:12,29.37,32.6589
"596",-149.9129525386,-17.5183468591,"7.35",2019-01-09 14:59:27,29.39,32.5836
"597",-149.912950024,-17.5183492061,"12.63",2019-01-09 14:59:42,29.39,32.6167
"598",-149.9129559752,-17.5183461048,"14.56",2019-01-09 14:59:57,29.37,32.6512
"599",-149.9129595794,-17.5183522236,"13.12",2019-01-09 15:00:12,29.37,32.6431
"600",-149.9129491858,-17.5183558278,"14.56",2019-01-09 15:00:27,29.37,32.6268
"601",-149.9129315,-17.5183698256,"15.04",2019-01-09 15:00:42,29.35,32.5994
"602",-149.9129149038,-17.5183397345,"13.60",2019-01-09 15:00:57,29.34,32.6476
"603",-149.9129128084,-17.5183058716,"14.08",2019-01-09 15:01:12,29.36,32.6093
"604",-149.9129033368,-17.5182780437,"14.08",2019-01-09 15:01:27,29.37,32.644
"605",-149.9128942844,-17.518239487,"14.08",2019-01-09 15:01:42,29.36,32.6221
"606",-149.9128771853,-17.5182035286,"14.56",2019-01-09 15:01:57,29.4,32.5619
"607",-149.9128661212,-17.5181722641,"14.56",2019-01-09 15:02:12,29.42,32.598
"608",-149.9128486868,-17.5181347132,"13.60",2019-01-09 15:02:27,29.45,32.5777
"609",-149.9128431547,-17.5181035325,"14.56",2019-01-09 15:02:42,29.51,32.5535
"610",-149.9128351919,-17.5180684961,"14.08",2019-01-09 15:02:57,29.5,32.5893
"611",-149.9128386285,-17.5180325378,"14.56",2019-01-09 15:03:12,29.55,32.4896
"612",-149.9128507823,-17.5179970823,"4.94",2019-01-09 15:03:27,29.49,32.5635
"613",-149.91283888,-17.5179687515,"13.12",2019-01-09 15:03:42,29.5,32.5157
"614",-149.9128262233,-17.5179451145,"14.56",2019-01-09 15:03:57,29.53,32.5531
"615",-149.9128222,-17.5179286022,"14.08",2019-01-09 15:04:12,29.59,32.5372
"616",-149.9128201883,-17.5179021154,"14.08",2019-01-09 15:04:27,29.6,32.4648
"617",-149.9128050171,-17.5178699289,"15.04",2019-01-09 15:04:42,29.6,32.506
"618",-149.9127972219,-17.517840676,"14.56",2019-01-09 15:04:57,29.63,32.5105
"619",-149.9127912708,-17.517801784,"14.56",2019-01-09 15:05:12,29.6,32.4817
"620",-149.9127727468,-17.5177756324,"16.48",2019-01-09 15:05:27,29.59,32.5298
"621",-149.9127581622,-17.5177685078,"16.00",2019-01-09 15:05:42,29.61,32.4547
"622",-149.9127208628,-17.517762389,"16.00",2019-01-09 15:05:57,29.61,32.5042
"623",-149.912673505,-17.5177431107,"14.08",2019-01-09 15:06:12,29.68,32.4652
"624",-149.9126351159,-17.5177256763,"14.56",2019-01-09 15:06:27,29.71,32.4287
"625",-149.9126274884,-17.5177246705,"13.12",2019-01-09 15:06:42,29.71,32.3878
"626",-149.912630925,-17.5176939927,"13.12",2019-01-09 15:06:57,29.71,32.4208
"627",-149.9126778636,-17.5176765583,"15.52",2019-01-09 15:07:12,29.72,32.4059
"628",-149.9127016682,-17.5176742952,"14.56",2019-01-09 15:07:27,29.69,32.3937
"629",-149.912743913,-17.5176840182,"14.56",2019-01-09 15:07:42,29.68,32.4333
"630",-149.9127569888,-17.5177221559,"15.04",2019-01-09 15:07:57,29.65,32.462
"631",-149.9127783626,-17.5177404284,"14.56",2019-01-09 15:08:12,29.65,32.4048
"632",-149.9127722438,-17.5177379977,"14.08",2019-01-09 15:08:27,29.64,32.4609
"633",-149.9127512053,-17.5177124329,"14.08",2019-01-09 15:08:42,29.6,32.5211
"634",-149.9127708189,-17.5176508259,"16.00",2019-01-09 15:08:57,29.61,32.4898
"635",-149.9127786141,-17.5176198967,"14.08",2019-01-09 15:09:12,29.58,32.4939
"636",-149.9127868284,-17.5176033843,"15.04",2019-01-09 15:09:27,29.56,32.5323
"637",-149.9128483515,-17.5176124368,"15.04",2019-01-09 15:09:42,29.53,32.483
"638",-149.9128597509,-17.5175997801,"12.63",2019-01-09 15:09:57,29.5,32.5652
"639",-149.9128670432,-17.5175654981,"14.08",2019-01-09 15:10:12,29.49,32.4981
"640",-149.912856482,-17.5175598823,"15.52",2019-01-09 15:10:27,29.47,32.5366
"641",-149.9128418975,-17.5175313,"14.08",2019-01-09 15:10:42,29.49,32.5561
"642",-149.9128359463,-17.5175351556,"14.08",2019-01-09 15:10:57,29.52,32.5029
"643",-149.9128174223,-17.5175269414,"16.00",2019-01-09 15:11:12,29.53,32.5292
"644",-149.9128017481,-17.5175282825,"15.52",2019-01-09 15:11:27,29.55,32.5322
"645",-149.9128113035,-17.5175172184,"15.04",2019-01-09 15:11:42,29.57,32.4695
